messageID,publisherToBrokerTime,brokerToSubscriberTime
2272762492439084,4.09304,5400.03024
2272762492477845,1.506952,5404.42395
2272762492432961,4.49771,5399.261646
2272762492436813,4.246934,5399.869314
2272762492402320,7.024867,5395.188994
2272762492413654,6.165689,5396.834955
2272762492404709,6.834233,5395.630286
2272767412454801,5.876351,5053.352622
2272767412474504,4.515276,5055.663012
2272767411885548,37.164662,5102.928055
