reader_id,writer_id,key,start_time,end_time,delta_time
123,0,0,1619406823.3976188,1619406823.3978367,0.00021791458129882812
123,0,1,1619406823.3978484,1619406823.3982496,0.0004012584686279297
123,0,2,1619406823.3982606,1619406823.3986838,0.00042319297790527344
123,0,3,1619406823.3986948,1619406823.3991163,0.0004215240478515625
123,0,4,1619406823.3991263,1619406823.3995209,0.00039458274841308594
123,0,5,1619406823.3995304,1619406823.399677,0.00014662742614746094
123,0,6,1619406823.3996866,1619406823.400044,0.0003573894500732422
123,0,7,1619406823.400053,1619406823.4004629,0.00040984153747558594
123,0,8,1619406823.4004736,1619406823.4006329,0.00015926361083984375
123,0,9,1619406823.4006422,1619406823.400781,0.00013875961303710938
123,0,10,1619406823.40079,1619406823.401219,0.00042891502380371094
123,0,11,1619406823.401228,1619406823.401379,0.00015115737915039062
123,0,12,1619406823.401388,1619406823.4018095,0.0004215240478515625
123,0,13,1619406823.4018242,1619406823.4022565,0.0004322528839111328
123,0,14,1619406823.4022732,1619406823.4024606,0.00018739700317382812
123,0,15,1619406823.4024732,1619406823.4026375,0.00016427040100097656
123,0,16,1619406823.402649,1619406823.4030397,0.00039076805114746094
123,0,17,1619406823.4030514,1619406823.4034195,0.0003681182861328125
123,0,18,1619406823.403429,1619406823.4038365,0.0004074573516845703
123,0,19,1619406823.4038467,1619406823.404198,0.00035119056701660156
123,0,20,1619406823.4042075,1619406823.4044192,0.0002117156982421875
123,0,21,1619406823.4044337,1619406823.4048898,0.00045609474182128906
123,0,22,1619406823.4049027,1619406823.4052634,0.00036072731018066406
123,0,23,1619406823.405274,1619406823.4057012,0.00042724609375
123,0,24,1619406823.4057126,1619406823.4058852,0.00017261505126953125
123,0,25,1619406823.405896,1619406823.40607,0.00017404556274414062
123,0,26,1619406823.4060798,1619406823.4064598,0.0003800392150878906
123,0,27,1619406823.4064698,1619406823.4068263,0.00035643577575683594
123,0,28,1619406823.4068367,1619406823.4069953,0.00015854835510253906
123,0,29,1619406823.4070046,1619406823.4074678,0.00046324729919433594
123,0,30,1619406823.4074771,1619406823.4079483,0.0004711151123046875
123,0,31,1619406823.4079585,1619406823.4082959,0.00033736228942871094
123,0,32,1619406823.408305,1619406823.4086533,0.0003483295440673828
123,0,33,1619406823.4086626,1619406823.408813,0.00015044212341308594
123,0,34,1619406823.4088223,1619406823.4091399,0.00031757354736328125
123,0,35,1619406823.409169,1619406823.4095204,0.0003514289855957031
123,0,36,1619406823.4095302,1619406823.409694,0.00016379356384277344
123,0,37,1619406823.4097033,1619406823.4098418,0.0001385211944580078
123,0,38,1619406823.4098506,1619406823.410264,0.0004134178161621094
123,0,39,1619406823.4102743,1619406823.410614,0.00033974647521972656
123,0,40,1619406823.410624,1619406823.4109874,0.00036334991455078125
123,0,41,1619406823.410997,1619406823.4113111,0.0003142356872558594
123,0,42,1619406823.4113202,1619406823.411469,0.000148773193359375
123,0,43,1619406823.4114783,1619406823.4116273,0.00014901161193847656
123,0,44,1619406823.4116368,1619406823.411956,0.0003192424774169922
123,0,45,1619406823.411965,1619406823.4124022,0.0004372596740722656
123,0,46,1619406823.4124122,1619406823.412549,0.00013685226440429688
123,0,47,1619406823.4125583,1619406823.4126835,0.0001251697540283203
123,0,48,1619406823.4126925,1619406823.41304,0.00034737586975097656
123,0,49,1619406823.4130502,1619406823.413519,0.0004687309265136719
123,0,50,1619406823.4135282,1619406823.4136662,0.0001380443572998047
123,0,51,1619406823.4136755,1619406823.413809,0.000133514404296875
123,0,52,1619406823.4138184,1619406823.414171,0.00035262107849121094
123,0,53,1619406823.4141812,1619406823.4145758,0.00039458274841308594
123,0,54,1619406823.4145894,1619406823.4147704,0.00018095970153808594
123,0,55,1619406823.4147823,1619406823.4152656,0.0004832744598388672
123,0,56,1619406823.4152768,1619406823.4156277,0.0003509521484375
123,0,57,1619406823.4156377,1619406823.4160159,0.0003781318664550781
123,0,58,1619406823.4160259,1619406823.4164193,0.0003933906555175781
123,0,59,1619406823.416429,1619406823.4165711,0.00014209747314453125
123,0,60,1619406823.416581,1619406823.4167376,0.00015664100646972656
123,0,61,1619406823.4167478,1619406823.4169054,0.0001575946807861328
123,0,62,1619406823.416915,1619406823.417271,0.0003559589385986328
123,0,63,1619406823.4172807,1619406823.4176617,0.0003809928894042969
123,0,64,1619406823.4176915,1619406823.418173,0.00048160552978515625
123,0,65,1619406823.4181833,1619406823.418331,0.0001475811004638672
123,0,66,1619406823.4183397,1619406823.4187548,0.0004150867462158203
123,0,67,1619406823.4187655,1619406823.419164,0.00039839744567871094
