1618623857.026701,1618623857.0295198
1618623857.0288415,1618623857.0315065
1618623857.030829,1618623857.0334544
1618623857.032704,1618623857.0352619
1618623857.03462,1618623857.0369334
1618623857.0363843,1618623857.0387697
1618623857.03811,1618623857.0404148
1618623857.0398057,1618623857.0422366
1618623857.0415862,1618623857.0442808
1618623857.0435123,1618623857.0461025
1618623857.045406,1618623857.0478482
1618623857.0472565,1618623857.0498433
1618623857.0490656,1618623857.0517592
1618623857.0510428,1618623857.0535455
1618623857.0529401,1618623857.055229
1618623857.0545902,1618623857.0570984
1618623857.0564618,1618623857.0589623
1618623857.0583649,1618623857.060665
1618623857.0601091,1618623857.062425
1618623857.061812,1618623857.0643337
1618623857.0636241,1618623857.0660772
1618623857.0654674,1618623857.0679603
1618623857.0673046,1618623857.0698638
1618623857.069103,1618623857.0715082
1618623857.070996,1618623857.0732095
1618623857.072658,1618623857.0750527
1618623857.0744522,1618623857.0780923
1618623857.0773885,1618623857.0801558
1618623857.0793521,1618623857.082235
1618623857.0814655,1618623857.0842578
1618623857.083527,1618623857.0861518
1618623857.0854177,1618623857.0880868
1618623857.0874257,1618623857.0899265
1618623857.0892026,1618623857.0915606
1618623857.0910563,1618623857.0933044
1618623857.0926366,1618623857.095122
1618623857.094521,1618623857.0968761
1618623857.0962574,1618623857.098907
1618623857.0982275,1618623857.1006641
1618623857.100065,1618623857.102539
1618623857.1019382,1618623857.1042023
1618623857.1036372,1618623857.106097
1618623857.1055086,1618623857.107907
1618623857.1073375,1618623857.1095908
1618623857.109032,1618623857.1112828
1618623857.1107538,1618623857.1131487
1618623857.1125822,1618623857.1149538
1618623857.1144736,1618623857.1168413
1618623857.116195,1618623857.118538
1618623857.1179278,1618623857.1201608
1618623857.119624,1618623857.1220248
1618623857.1213925,1618623857.123821
1618623857.1231644,1618623857.1255896
1618623857.1250386,1618623857.1274896
1618623857.1269026,1618623857.1294072
1618623857.1287625,1618623857.1311305
1618623857.130648,1618623857.1328328
1618623857.1323423,1618623857.1345003
1618623857.1340027,1618623857.1362827
1618623857.1357148,1618623857.1380076
1618623857.1374812,1618623857.1397955
1618623857.1392572,1618623857.1415565
1618623857.1409988,1618623857.1433535
1618623857.1428056,1618623857.1448977
1618623857.144385,1618623857.1467738
1618623857.146138,1618623857.148216
1618623857.1478949,1618623857.1500401
1618623857.1494188,1618623857.151833
1618623857.151231,1618623857.1535575
1618623857.1529953,1618623857.1551225
1618623857.1546285,1618623857.1570308
1618623857.1564047,1618623857.15878
1618623857.158212,1618623857.1603718
1618623857.1598868,1618623857.162166
1618623857.1615758,1618623857.1638927
1618623857.1633563,1618623857.165814
1618623857.1651456,1618623857.1675463
1618623857.167006,1618623857.1691554
1618623857.1686232,1618623857.1709561
1618623857.1703742,1618623857.1727216
1618623857.1720846,1618623857.1744294
1618623857.1739264,1618623857.1763
1618623857.175689,1618623857.1782124
1618623857.1775331,1618623857.1801374
1618623857.179561,1618623857.182011
1618623857.1813679,1618623857.1837301
1618623857.1832297,1618623857.1855106
1618623857.1849372,1618623857.1873307
1618623857.1867652,1618623857.189114
1618623857.1885028,1618623857.1910322
1618623857.19045,1618623857.192843
1618623857.19227,1618623857.1947234
1618623857.1941845,1618623857.1963463
1618623857.19583,1618623857.1981616
1618623857.1976252,1618623857.2000048
1618623857.1994052,1618623857.2018816
1618623857.2013729,1618623857.204008
1618623857.2034228,1618623857.2058263
1618623857.2051837,1618623857.2076256
1618623857.207075,1618623857.2092917
1618623857.208792,1618623857.2110145
1618623857.2105556,1618623857.2128928
1618623857.2124293,1618623857.214899
1618623857.2142947,1618623857.2167125
1618623857.216189,1618623857.218543
1618623857.2179646,1618623857.220369
1618623857.2198584,1618623857.2222614
1618623857.2217717,1618623857.2241788
1618623857.22358,1618623857.2260509
1618623857.2254882,1618623857.2278087
1618623857.2272594,1618623857.2294996
1618623857.2289822,1618623857.2311933
1618623857.230635,1618623857.2328215
1618623857.2323656,1618623857.2345262
1618623857.2339947,1618623857.2362514
1618623857.2356613,1618623857.2381737
1618623857.237468,1618623857.2402225
1618623857.239604,1618623857.2420733
1618623857.2415056,1618623857.2438445
1618623857.2433004,1618623857.2454789
1618623857.2449958,1618623857.2473822
1618623857.246749,1618623857.2493882
1618623857.2487438,1618623857.2513688
1618623857.2508242,1618623857.2532325
1618623857.2526646,1618623857.2552087
1618623857.2545993,1618623857.2567492
1618623857.2563698,1618623857.2583802
1618623857.2578866,1618623857.2601078
1618623857.2596424,1618623857.261778
1618623857.2612562,1618623857.2636693
1618623857.263097,1618623857.2654915
1618623857.264932,1618623857.2671683
1618623857.26663,1618623857.2687936
1618623857.2682757,1618623857.2703855
1618623857.26991,1618623857.2721558
1618623857.271561,1618623857.2739701
1618623857.2734358,1618623857.2756145
1618623857.2750983,1618623857.2774727
1618623857.2769103,1618623857.279148
1618623857.2787101,1618623857.2808638
1618623857.2803042,1618623857.2826898
1618623857.2821066,1618623857.2842672
1618623857.2838385,1618623857.2859604
1618623857.2854156,1618623857.287738
1618623857.2871644,1618623857.2893362
1618623857.2888474,1618623857.2910404
1618623857.2905643,1618623857.2926488
1618623857.2921765,1618623857.294428
1618623857.2938862,1618623857.2963014
1618623857.2957468,1618623857.2982442
1618623857.297679,1618623857.3000228
1618623857.299484,1618623857.3019814
1618623857.3013575,1618623857.3038366
1618623857.3032458,1618623857.305531
1618623857.3050568,1618623857.307289
1618623857.3067398,1618623857.3088923
1618623857.3084052,1618623857.310925
1618623857.310298,1618623857.3127792
1618623857.3122075,1618623857.314594
1618623857.3140304,1618623857.3163407
1618623857.3159058,1618623857.318069
1618623857.3175788,1618623857.3199322
1618623857.319375,1618623857.3215382
1618623857.3209906,1618623857.3231978
1618623857.3227272,1618623857.3249576
1618623857.3243444,1618623857.3268743
1618623857.3262978,1618623857.328702
1618623857.3281567,1618623857.3304338
1618623857.3298385,1618623857.3321264
1618623857.331654,1618623857.3338313
1618623857.3333266,1618623857.3355284
1618623857.3349895,1618623857.3372273
1618623857.3367326,1618623857.3391356
1618623857.3385732,1618623857.340914
1618623857.3402567,1618623857.34306
1618623857.3421526,1618623857.3451042
1618623857.3442614,1618623857.3470914
1618623857.3465018,1618623857.348891
1618623857.3482597,1618623857.3508842
1618623857.3501635,1618623857.3526046
1618623857.35204,1618623857.3544295
1618623857.3537915,1618623857.356461
1618623857.3557365,1618623857.3583424
1618623857.3577971,1618623857.3603587
1618623857.3596585,1618623857.3622139
1618623857.3615716,1618623857.364072
1618623857.3634226,1618623857.3659801
1618623857.3653924,1618623857.3678513
1618623857.3672597,1618623857.3695517
1618623857.368982,1618623857.3713822
1618623857.3707614,1618623857.373341
1618623857.3726425,1618623857.3752725
1618623857.3746104,1618623857.3772109
1618623857.3765893,1618623857.3792408
1618623857.378568,1618623857.3812056
1618623857.3806322,1618623857.3832521
1618623857.3826733,1618623857.3850236
1618623857.3844259,1618623857.386938
1618623857.3862665,1618623857.3888116
1618623857.388169,1618623857.39078
1618623857.3901832,1618623857.3926196
1618623857.3920472,1618623857.3945985
1618623857.3939629,1618623857.3965716
1618623857.3959227,1618623857.398409
1618623857.397779,1618623857.4002304
1618623857.3996966,1618623857.402115
1618623857.4014313,1618623857.40396
1618623857.4034002,1618623857.4058938
1618623857.4051006,1618623857.4078205
1618623857.4072,1618623857.409581
1618623857.4090085,1618623857.4114978
1618623857.4109118,1618623857.4133754
1618623857.4126334,1618623857.4150815
1618623857.4145796,1618623857.4169512
1618623857.4163673,1618623857.4188273
1618623857.4181914,1618623857.4205747
1618623857.420056,1618623857.4223626
1618623857.42181,1618623857.424244
1618623857.423628,1618623857.426011
1618623857.4254556,1618623857.427874
1618623857.4272082,1618623857.4298172
1618623857.4291363,1618623857.431814
1618623857.4311671,1618623857.433532
1618623857.4330106,1618623857.4353597
1618623857.434784,1618623857.4368165
1618623857.4362688,1618623857.4384584
1618623857.4378264,1618623857.4400578
1618623857.439477,1618623857.441807
1618623857.4411614,1618623857.443524
1618623857.4428515,1618623857.44522
1618623857.444551,1618623857.4467936
1618623857.4462447,1618623857.4484508
1618623857.4478514,1618623857.449987
1618623857.4494023,1618623857.4516923
1618623857.451038,1618623857.453107
1618623857.452629,1618623857.4548407
1618623857.454233,1618623857.4566014
1618623857.4559312,1618623857.4582868
1618623857.45756,1618623857.4599595
1618623857.4593835,1618623857.461522
1618623857.4609568,1618623857.4631882
1618623857.462573,1618623857.4648767
1618623857.4642415,1618623857.4665232
1618623857.4659522,1618623857.467871
1618623857.4673982,1618623857.4694977
1618623857.4688601,1618623857.4712372
1618623857.4705577,1618623857.4727156
1618623857.4722104,1618623857.4744866
1618623857.4737487,1618623857.4760485
1618623857.4754982,1618623857.4775848
1618623857.477028,1618623857.4791389
1618623857.4787254,1618623857.4808156
1618623857.4801536,1618623857.4824314
1618623857.4818678,1618623857.484201
1618623857.4834902,1618623857.4859903
1618623857.4852571,1618623857.4875174
1618623857.486988,1618623857.4891205
1618623857.4884973,1618623857.4907348
1618623857.4901671,1618623857.4922347
1618623857.4917438,1618623857.4939165
1618623857.4933667,1618623857.4955246
1618623857.4949698,1618623857.4971912
1618623857.4965777,1618623857.4988766
1618623857.4983048,1618623857.5004933
1618623857.4999135,1618623857.5021873
1618623857.5015671,1618623857.5036726
1618623857.503078,1618623857.5053606
1618623857.5046716,1618623857.5071013
1618623857.506478,1618623857.5086572
1618623857.5081508,1618623857.51035
1618623857.5097597,1618623857.5120664
1618623857.511457,1618623857.5139198
1618623857.513261,1618623857.5156565
1618623857.514995,1618623857.5171359
1618623857.5165634,1618623857.518942
1618623857.5182207,1618623857.5203402
1618623857.519892,1618623857.5220733
1618623857.5213978,1618623857.5237226
1618623857.523178,1618623857.525395
1618623857.5247822,1618623857.5271266
1618623857.526575,1618623857.5288894
1618623857.5282214,1618623857.5306938
1618623857.5300539,1618623857.5321121
1618623857.531597,1618623857.5338278
1618623857.5331757,1618623857.5353804
1618623857.5348413,1618623857.5369608
1618623857.5363886,1618623857.5385149
1618623857.5379505,1618623857.5400317
1618623857.5394237,1618623857.5418687
1618623857.5411878,1618623857.5437279
1618623857.5429418,1618623857.5454574
1618623857.5447917,1618623857.547158
1618623857.5464776,1618623857.5488234
1618623857.5482051,1618623857.5506268
1618623857.5498946,1618623857.5522084
1618623857.5515828,1618623857.5539308
1618623857.5532064,1618623857.555522
1618623857.554917,1618623857.5572004
1618623857.5566306,1618623857.5589902
1618623857.5582626,1618623857.5607407
1618623857.5600436,1618623857.5621457
1618623857.5615785,1618623857.5636766
1618623857.563156,1618623857.5651186
1618623857.5645359,1618623857.5667207
1618623857.566186,1618623857.568197
1618623857.567664,1618623857.5699103
1618623857.5691872,1618623857.5715976
1618623857.5710204,1618623857.5733619
1618623857.5726764,1618623857.5752003
1618623857.5745347,1618623857.5768785
1618623857.5763502,1618623857.5788455
1618623857.5781481,1618623857.5807147
1618623857.5801148,1618623857.582605
1618623857.5820413,1618623857.5842562
1618623857.5836873,1618623857.586119
1618623857.5854967,1618623857.5878725
1618623857.587397,1618623857.5898438
1618623857.589155,1618623857.5916114
1618623857.5910757,1618623857.593358
1618623857.5928187,1618623857.59525
1618623857.5946267,1618623857.5971544
1618623857.5965788,1618623857.5989795
1618623857.5984747,1618623857.6007242
1618623857.600179,1618623857.6025481
1618623857.6018493,1618623857.6043046
