messageID,publisherToBrokerTime,brokerToSubscriberTime
2272904720612427,33.725917,226.768819
2272925788341781,33.940543,226.812348
2272909564397410,35.21572,225.302497
2272903445428326,35.568674,224.7956
2272904700592982,36.497343,223.522073
2272925640073625,35.416243,225.159088
2272922397109273,36.971711,223.035288
2272910221056184,36.141824,224.229262
2272914284191139,36.592299,223.432217
2272916067598776,37.761557,221.910511
