05:00:25 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
05:00:26 PM  1000      4095    6.00    2.00    0.00    0.00    8.00     3  python3
05:00:26 PM  1000      4097  106.00   14.00    0.00    0.00  120.00     4  java
05:00:27 PM  1000      4095    1.00    0.00    0.00    0.00    1.00     5  python3
05:00:27 PM  1000      4097  211.00   17.00    0.00    0.00  228.00     4  java
05:00:28 PM  1000      4097  271.00   29.00    0.00    0.00  300.00     4  java
05:00:29 PM  1000      4097   56.00   48.00    0.00    0.00  104.00     4  java
05:00:30 PM  1000      4097   54.46   47.52    0.00    0.00  101.98     4  java
05:00:31 PM  1000      4097   49.00   53.00    0.00    0.00  102.00     4  java
05:00:32 PM  1000      4097   49.00   53.00    0.00    0.00  102.00     4  java
05:00:33 PM  1000      4097   48.00   55.00    0.00    0.00  103.00     4  java
05:00:34 PM  1000      4097   48.00   54.00    0.00    0.00  102.00     4  java
05:00:35 PM  1000      4097   53.00   49.00    0.00    0.00  102.00     4  java
05:00:36 PM  1000      4097   51.00   50.00    0.00    0.00  101.00     4  java
05:00:37 PM  1000      4097   56.00   46.00    0.00    0.00  102.00     4  java
05:00:38 PM  1000      4097   58.00   49.00    0.00    0.00  107.00     4  java
05:00:39 PM  1000      4097   65.00   54.00    0.00    0.00  119.00     4  java
05:00:40 PM  1000      4097   57.00   48.00    0.00    0.00  105.00     4  java
05:00:41 PM  1000      4097   50.00   51.00    0.00    0.00  101.00     4  java
05:00:42 PM  1000      4097   53.47   46.53    0.00    0.00  100.00     4  java
05:00:43 PM  1000      4097   52.00   51.00    0.00    0.00  103.00     4  java
05:00:44 PM  1000      4097   50.00   51.00    0.00    0.00  101.00     4  java
05:00:45 PM  1000      4097   51.00   51.00    0.00    0.00  102.00     4  java
05:00:46 PM  1000      4097   55.00   46.00    0.00    0.00  101.00     4  java
05:00:47 PM  1000      4097   55.00   47.00    0.00    0.00  102.00     4  java
05:00:48 PM  1000      4097   48.00   54.00    0.00    0.00  102.00     4  java
05:00:49 PM  1000      4097   50.00   51.00    0.00    0.00  101.00     4  java
05:00:50 PM  1000      4097   52.00   49.00    0.00    0.00  101.00     4  java
05:00:51 PM  1000      4097   46.00   57.00    0.00    0.00  103.00     4  java
05:00:52 PM  1000      4097   51.00   49.00    0.00    0.00  100.00     4  java
05:00:53 PM  1000      4097   48.00   54.00    0.00    0.00  102.00     4  java
05:00:54 PM  1000      4097   49.00   52.00    0.00    0.00  101.00     4  java
05:00:55 PM  1000      4097   49.00   52.00    0.00    0.00  101.00     4  java
05:00:56 PM  1000      4097   54.46   46.53    0.00    0.00  100.99     4  java
05:00:57 PM  1000      4097   62.00   56.00    0.00    0.00  118.00     4  java
05:00:58 PM  1000      4097   45.00   57.00    0.00    0.00  102.00     4  java
05:00:59 PM  1000      4097   53.00   50.00    0.00    0.00  103.00     4  java
05:01:00 PM  1000      4097   52.00   50.00    0.00    0.00  102.00     4  java
05:01:01 PM  1000      4097   50.00   50.00    0.00    0.00  100.00     4  java
05:01:02 PM  1000      4097   54.00   47.00    0.00    0.00  101.00     4  java
05:01:03 PM  1000      4097   51.49   51.49    0.00    0.00  102.97     4  java
05:01:04 PM  1000      4097   47.00   54.00    0.00    0.00  101.00     4  java
05:01:05 PM  1000      4097   56.00   45.00    0.00    0.00  101.00     4  java
05:01:06 PM  1000      4097   47.00   54.00    0.00    0.00  101.00     4  java
05:01:07 PM  1000      4097   56.00   45.00    0.00    0.00  101.00     4  java
05:01:08 PM  1000      4097   53.00   50.00    0.00    0.00  103.00     4  java
05:01:09 PM  1000      4097   51.00   51.00    0.00    0.00  102.00     4  java
05:01:10 PM  1000      4097   59.00   42.00    0.00    0.00  101.00     4  java
05:01:11 PM  1000      4097   52.00   49.00    0.00    0.00  101.00     4  java
05:01:12 PM  1000      4097   51.00   50.00    0.00    0.00  101.00     4  java
05:01:13 PM  1000      4097   50.00   52.00    0.00    0.00  102.00     4  java
05:01:14 PM  1000      4097   51.00   51.00    0.00    0.00  102.00     4  java
05:01:15 PM  1000      4097   53.00   50.00    0.00    0.00  103.00     4  java
05:01:16 PM  1000      4097   52.00   49.00    0.00    0.00  101.00     4  java
05:01:17 PM  1000      4097   53.00   49.00    0.00    0.00  102.00     4  java
05:01:18 PM  1000      4097   48.00   54.00    0.00    0.00  102.00     4  java
05:01:19 PM  1000      4097   55.00   48.00    0.00    0.00  103.00     4  java
05:01:20 PM  1000      4097   50.00   51.00    0.00    0.00  101.00     4  java
05:01:21 PM  1000      4097   52.00   49.00    0.00    0.00  101.00     4  java
05:01:22 PM  1000      4097   51.49   49.50    0.00    0.00  100.99     4  java
05:01:23 PM  1000      4097   49.00   53.00    0.00    0.00  102.00     4  java
05:01:24 PM  1000      4097   50.00   51.00    0.00    0.00  101.00     4  java
