04:46:04 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
04:46:05 PM  1000      3232    7.00    1.00    0.00    0.00    8.00     3  python3
04:46:05 PM  1000      3234   60.00    7.00    0.00    0.00   67.00     4  java
04:46:06 PM  1000      3232    1.00    0.00    0.00    0.00    1.00     3  python3
04:46:06 PM  1000      3234  222.00   16.00    0.00    0.00  238.00     4  java
04:46:07 PM  1000      3234  278.00   17.00    0.00    0.00  295.00     4  java
04:46:08 PM  1000      3234  108.00   49.00    0.00    0.00  157.00     4  java
04:46:09 PM  1000      3234   53.00   50.00    0.00    0.00  103.00     4  java
04:46:10 PM  1000      3234   57.00   46.00    0.00    0.00  103.00     4  java
04:46:11 PM  1000      3234   55.00   48.00    0.00    0.00  103.00     4  java
04:46:12 PM  1000      3234   55.00   50.00    0.00    0.00  105.00     4  java
04:46:13 PM  1000      3234   58.00   44.00    0.00    0.00  102.00     4  java
04:46:14 PM  1000      3234   52.00   51.00    0.00    0.00  103.00     4  java
04:46:15 PM  1000      3234   54.46   45.54    0.00    0.00  100.00     4  java
04:46:16 PM  1000      3234   49.00   51.00    0.00    0.00  100.00     4  java
04:46:17 PM  1000      3234   49.00   57.00    0.00    0.00  106.00     4  java
04:46:18 PM  1000      3234   51.00   50.00    0.00    0.00  101.00     4  java
04:46:19 PM  1000      3234   54.00   48.00    0.00    0.00  102.00     4  java
04:46:20 PM  1000      3234   52.00   50.00    0.00    0.00  102.00     4  java
04:46:21 PM  1000      3234   42.00   58.00    0.00    0.00  100.00     4  java
04:46:22 PM  1000      3234   58.00   44.00    0.00    0.00  102.00     4  java
04:46:23 PM  1000      3234   52.00   50.00    0.00    0.00  102.00     4  java
04:46:24 PM  1000      3234   51.49   49.50    0.00    0.00  100.99     4  java
04:46:25 PM  1000      3234   53.00   48.00    0.00    0.00  101.00     4  java
04:46:26 PM  1000      3234   51.00   51.00    0.00    0.00  102.00     4  java
04:46:27 PM  1000      3234   69.00   48.00    0.00    0.00  117.00     4  java
04:46:28 PM  1000      3234   52.00   48.00    0.00    0.00  100.00     4  java
04:46:29 PM  1000      3234   49.00   54.00    0.00    0.00  103.00     4  java
04:46:30 PM  1000      3234   53.00   48.00    0.00    0.00  101.00     4  java
04:46:31 PM  1000      3234   53.00   49.00    0.00    0.00  102.00     4  java
04:46:32 PM  1000      3234   54.00   48.00    0.00    0.00  102.00     4  java
04:46:33 PM  1000      3234   52.00   49.00    0.00    0.00  101.00     4  java
04:46:34 PM  1000      3234   50.00   52.00    0.00    0.00  102.00     4  java
04:46:35 PM  1000      3234   46.53   53.47    0.00    0.00  100.00     4  java
04:46:36 PM  1000      3234   55.00   47.00    0.00    0.00  102.00     4  java
04:46:37 PM  1000      3234   50.00   53.00    0.00    0.00  103.00     4  java
04:46:38 PM  1000      3234   53.00   49.00    0.00    0.00  102.00     4  java
04:46:39 PM  1000      3234   47.00   55.00    0.00    0.00  102.00     4  java
04:46:40 PM  1000      3234   50.00   51.00    0.00    0.00  101.00     4  java
04:46:41 PM  1000      3234   54.00   48.00    0.00    0.00  102.00     4  java
04:46:42 PM  1000      3234   53.00   50.00    0.00    0.00  103.00     4  java
04:46:43 PM  1000      3234   50.00   51.00    0.00    0.00  101.00     4  java
04:46:44 PM  1000      3234   55.00   49.00    0.00    0.00  104.00     4  java
04:46:45 PM  1000      3234   52.00   49.00    0.00    0.00  101.00     4  java
04:46:46 PM  1000      3234   52.00   49.00    0.00    0.00  101.00     4  java
04:46:47 PM  1000      3234   56.00   50.00    0.00    0.00  106.00     4  java
04:46:48 PM  1000      3234   68.32   43.56    0.00    0.00  111.88     4  java
04:46:49 PM  1000      3234   57.00   47.00    0.00    0.00  104.00     4  java
04:46:50 PM  1000      3234   59.00   43.00    0.00    0.00  102.00     4  java
04:46:51 PM  1000      3234   50.00   51.00    0.00    0.00  101.00     4  java
04:46:52 PM  1000      3234   49.00   52.00    0.00    0.00  101.00     4  java
04:46:53 PM  1000      3234   58.00   44.00    0.00    0.00  102.00     4  java
04:46:54 PM  1000      3234   55.00   46.00    0.00    0.00  101.00     4  java
04:46:55 PM  1000      3234   51.00   50.00    0.00    0.00  101.00     4  java
04:46:56 PM  1000      3234   52.00   51.00    0.00    0.00  103.00     4  java
04:46:57 PM  1000      3234   54.00   50.00    0.00    0.00  104.00     4  java
04:46:58 PM  1000      3234   51.00   50.00    0.00    0.00  101.00     4  java
04:46:59 PM  1000      3234   54.00   48.00    0.00    0.00  102.00     4  java
04:47:00 PM  1000      3234   56.00   45.00    0.00    0.00  101.00     4  java
04:47:01 PM  1000      3234   53.00   49.00    0.00    0.00  102.00     4  java
04:47:02 PM  1000      3234   59.00   42.00    0.00    0.00  101.00     4  java
04:47:03 PM  1000      3234   50.00   51.00    0.00    0.00  101.00     4  java
04:47:04 PM  1000      3234   60.00   41.00    0.00    0.00  101.00     4  java
04:47:05 PM  1000      3234   51.00   51.00    0.00    0.00  102.00     4  java
04:47:06 PM  1000      3234   58.00   44.00    0.00    0.00  102.00     4  java
04:47:07 PM  1000      3234   38.61   33.66    0.00    0.00   72.28     4  java
