mock_write|('demo string 0',)|2021-03-28 17:51:56.469268|2021-03-28 17:51:56.476268|0.006999969482421875
mock_read|()|2021-03-28 17:51:56.476268|2021-03-28 17:51:56.492362|0.016093969345092773
mock_write|('demo string 1',)|2021-03-28 17:51:56.493270|2021-03-28 17:51:56.508358|0.015088081359863281
mock_read|()|2021-03-28 17:51:56.508358|2021-03-28 17:51:56.524360|0.01600193977355957
mock_write|('demo string 2',)|2021-03-28 17:51:56.525268|2021-03-28 17:51:56.540385|0.01511693000793457
mock_read|()|2021-03-28 17:51:56.540385|2021-03-28 17:51:56.555976|0.015590906143188477
mock_write|('demo string 3',)|2021-03-28 17:51:56.556766|2021-03-28 17:51:56.572017|0.015250921249389648
mock_read|()|2021-03-28 17:51:56.572017|2021-03-28 17:51:56.587288|0.01527094841003418
mock_write|('demo string 4',)|2021-03-28 17:51:56.588097|2021-03-28 17:51:56.603031|0.01493382453918457
mock_read|()|2021-03-28 17:51:56.603031|2021-03-28 17:51:56.619311|0.016280174255371094
mock_write|('demo string 5',)|2021-03-28 17:51:56.620117|2021-03-28 17:51:56.635106|0.014989137649536133
mock_read|()|2021-03-28 17:51:56.635106|2021-03-28 17:51:56.651660|0.016553878784179688
mock_write|('demo string 6',)|2021-03-28 17:51:56.652671|2021-03-28 17:51:56.665988|0.013316869735717773
mock_read|()|2021-03-28 17:51:56.667987|2021-03-28 17:51:56.682004|0.014016866683959961
mock_write|('demo string 7',)|2021-03-28 17:51:56.682986|2021-03-28 17:51:56.696978|0.013992071151733398
mock_read|()|2021-03-28 17:51:56.696978|2021-03-28 17:51:56.711976|0.01499795913696289
mock_write|('demo string 8',)|2021-03-28 17:51:56.711976|2021-03-28 17:51:56.727976|0.016000032424926758
mock_read|()|2021-03-28 17:51:56.727976|2021-03-28 17:51:56.743976|0.016000032424926758
mock_write|('demo string 9',)|2021-03-28 17:51:56.743976|2021-03-28 17:51:56.759977|0.016000986099243164
mock_read|()|2021-03-28 17:51:56.759977|2021-03-28 17:51:56.776135|0.016157865524291992
mock_write|('demo string 10',)|2021-03-28 17:51:56.776670|2021-03-28 17:51:56.791338|0.014667987823486328
mock_read|()|2021-03-28 17:51:56.791338|2021-03-28 17:51:56.806336|0.01499795913696289
mock_write|('demo string 11',)|2021-03-28 17:51:56.806336|2021-03-28 17:51:56.822334|0.015998125076293945
mock_read|()|2021-03-28 17:51:56.822334|2021-03-28 17:51:56.837599|0.01526498794555664
mock_write|('demo string 12',)|2021-03-28 17:51:56.838352|2021-03-28 17:51:56.853541|0.015188932418823242
mock_read|()|2021-03-28 17:51:56.853541|2021-03-28 17:51:56.869554|0.016013145446777344
mock_write|('demo string 13',)|2021-03-28 17:51:56.870356|2021-03-28 17:51:56.886349|0.01599287986755371
mock_read|()|2021-03-28 17:51:56.888350|2021-03-28 17:51:56.901347|0.012996912002563477
mock_write|('demo string 14',)|2021-03-28 17:51:56.902349|2021-03-28 17:51:56.917570|0.015221118927001953
mock_read|()|2021-03-28 17:51:56.917570|2021-03-28 17:51:56.933557|0.015986919403076172
mock_write|('demo string 15',)|2021-03-28 17:51:56.934411|2021-03-28 17:51:56.949011|0.014600038528442383
mock_read|()|2021-03-28 17:51:56.949011|2021-03-28 17:51:56.964490|0.015478849411010742
mock_write|('demo string 16',)|2021-03-28 17:51:56.965309|2021-03-28 17:51:56.980269|0.014960050582885742
mock_read|()|2021-03-28 17:51:56.980269|2021-03-28 17:51:56.996747|0.01647806167602539
mock_write|('demo string 17',)|2021-03-28 17:51:56.996747|2021-03-28 17:51:57.012550|0.015803098678588867
mock_read|()|2021-03-28 17:51:57.012550|2021-03-28 17:51:57.028202|0.015651941299438477
mock_write|('demo string 18',)|2021-03-28 17:51:57.029006|2021-03-28 17:51:57.043839|0.01483297348022461
mock_read|()|2021-03-28 17:51:57.043839|2021-03-28 17:51:57.059349|0.015510082244873047
mock_write|('demo string 19',)|2021-03-28 17:51:57.060244|2021-03-28 17:51:57.074597|0.014352798461914062
mock_read|()|2021-03-28 17:51:57.075399|2021-03-28 17:51:57.090816|0.015417098999023438
mock_write|('demo string 20',)|2021-03-28 17:51:57.091831|2021-03-28 17:51:57.105978|0.014147043228149414
mock_read|()|2021-03-28 17:51:57.105978|2021-03-28 17:51:57.121886|0.015908002853393555
mock_write|('demo string 21',)|2021-03-28 17:51:57.122691|2021-03-28 17:51:57.137325|0.014634132385253906
mock_read|()|2021-03-28 17:51:57.137325|2021-03-28 17:51:57.153314|0.015989065170288086
mock_write|('demo string 22',)|2021-03-28 17:51:57.154124|2021-03-28 17:51:57.169356|0.015232086181640625
mock_read|()|2021-03-28 17:51:57.169356|2021-03-28 17:51:57.185622|0.016265869140625
mock_write|('demo string 23',)|2021-03-28 17:51:57.186442|2021-03-28 17:51:57.201008|0.014566183090209961
mock_read|()|2021-03-28 17:51:57.201008|2021-03-28 17:51:57.216682|0.01567387580871582
mock_write|('demo string 24',)|2021-03-28 17:51:57.217546|2021-03-28 17:51:57.232960|0.015413999557495117
mock_read|()|2021-03-28 17:51:57.232960|2021-03-28 17:51:57.249164|0.016204118728637695
mock_write|('demo string 25',)|2021-03-28 17:51:57.249164|2021-03-28 17:51:57.264725|0.01556086540222168
mock_read|()|2021-03-28 17:51:57.264725|2021-03-28 17:51:57.280679|0.015954017639160156
mock_write|('demo string 26',)|2021-03-28 17:51:57.281350|2021-03-28 17:51:57.296145|0.014795064926147461
mock_read|()|2021-03-28 17:51:57.296145|2021-03-28 17:51:57.311349|0.01520395278930664
mock_write|('demo string 27',)|2021-03-28 17:51:57.312148|2021-03-28 17:51:57.326853|0.01470494270324707
mock_read|()|2021-03-28 17:51:57.326853|2021-03-28 17:51:57.342272|0.01541900634765625
mock_write|('demo string 28',)|2021-03-28 17:51:57.343283|2021-03-28 17:51:57.357828|0.014544963836669922
mock_read|()|2021-03-28 17:51:57.357828|2021-03-28 17:51:57.373740|0.01591205596923828
mock_write|('demo string 29',)|2021-03-28 17:51:57.374545|2021-03-28 17:51:57.389064|0.014518976211547852
mock_read|()|2021-03-28 17:51:57.389064|2021-03-28 17:51:57.404072|0.015007972717285156
mock_write|('demo string 30',)|2021-03-28 17:51:57.404872|2021-03-28 17:51:57.419924|0.015052080154418945
mock_read|()|2021-03-28 17:51:57.419924|2021-03-28 17:51:57.436009|0.016084909439086914
mock_write|('demo string 31',)|2021-03-28 17:51:57.436805|2021-03-28 17:51:57.451646|0.014841079711914062
mock_read|()|2021-03-28 17:51:57.451646|2021-03-28 17:51:57.466972|0.01532602310180664
mock_write|('demo string 32',)|2021-03-28 17:51:57.467788|2021-03-28 17:51:57.483059|0.01527094841003418
mock_read|()|2021-03-28 17:51:57.483059|2021-03-28 17:51:57.499480|0.016421079635620117
mock_write|('demo string 33',)|2021-03-28 17:51:57.500493|2021-03-28 17:51:57.514464|0.01397085189819336
mock_read|()|2021-03-28 17:51:57.515471|2021-03-28 17:51:57.529862|0.014390945434570312
mock_write|('demo string 34',)|2021-03-28 17:51:57.530848|2021-03-28 17:51:57.546064|0.015215873718261719
mock_read|()|2021-03-28 17:51:57.546064|2021-03-28 17:51:57.561436|0.015372037887573242
mock_write|('demo string 35',)|2021-03-28 17:51:57.562233|2021-03-28 17:51:57.576807|0.014574050903320312
mock_read|()|2021-03-28 17:51:57.576807|2021-03-28 17:51:57.592506|0.015698909759521484
mock_write|('demo string 36',)|2021-03-28 17:51:57.593523|2021-03-28 17:51:57.608093|0.014569997787475586
mock_read|()|2021-03-28 17:51:57.608093|2021-03-28 17:51:57.623728|0.015635013580322266
mock_write|('demo string 37',)|2021-03-28 17:51:57.624737|2021-03-28 17:51:57.638917|0.01417994499206543
mock_read|()|2021-03-28 17:51:57.638917|2021-03-28 17:51:57.654852|0.01593494415283203
mock_write|('demo string 38',)|2021-03-28 17:51:57.655654|2021-03-28 17:51:57.670663|0.015009164810180664
mock_read|()|2021-03-28 17:51:57.670663|2021-03-28 17:51:57.686647|0.01598381996154785
mock_write|('demo string 39',)|2021-03-28 17:51:57.686647|2021-03-28 17:51:57.702686|0.016039133071899414
mock_read|()|2021-03-28 17:51:57.703193|2021-03-28 17:51:57.718202|0.015009164810180664
