CMDLINE /usr/bin/python3 stream.py input_medium medium 0
MEM 1.140625 1619673766.1489
MEM 20.867188 1619673766.2492
MEM 21.812500 1619673766.3505
MEM 21.812500 1619673766.4507
MEM 21.812500 1619673766.5510
MEM 21.812500 1619673766.6513
MEM 21.812500 1619673766.7516
MEM 21.812500 1619673766.8519
MEM 22.250000 1619673766.9521
MEM 22.250000 1619673767.0523
MEM 22.250000 1619673767.1527
MEM 22.250000 1619673767.2534
MEM 22.250000 1619673767.3537
MEM 22.250000 1619673767.4540
MEM 22.250000 1619673767.5546
MEM 22.250000 1619673767.6557
MEM 22.250000 1619673767.7560
MEM 22.250000 1619673767.8562
MEM 22.250000 1619673767.9565
MEM 22.250000 1619673768.0577
MEM 22.250000 1619673768.1582
MEM 22.250000 1619673768.2586
MEM 22.250000 1619673768.3591
MEM 22.250000 1619673768.4601
MEM 22.250000 1619673768.5605
MEM 22.250000 1619673768.6612
MEM 22.250000 1619673768.7617
MEM 22.250000 1619673768.8625
MEM 22.250000 1619673768.9631
