file name,writeLatencyMin,writeLatencyMax,writeLatencyMin,writeThroughput,readLatencyMin,readLatencyMax,readLatencyAverage,readLatencyStandardDeviation
Results\cap_perf.csv_min_sec.csv,1.4781951904296875e-05,0.48858189582824707,1.4781951904296875e-05,0.0002623737424895309,1.4781951904296875e-05,0.48858189582824707,0.000262420934003156,0.010927356772681305
Results\db_perf_10r.csv_min_sec.csv,8.821487426757812e-06,0.09558868408203125,8.821487426757812e-06,1.1424803733825684e-05,0.00013518333435058594,1.3054919242858887,0.010487818427172871,0.022859644517235742
Results\db_perf_10w.csv_min_sec.csv,1.0967254638671875e-05,0.06187582015991211,1.0967254638671875e-05,7.5739783209723396e-06,0.0007319450378417969,17.72925114631653,0.010112162224875258,0.3169425106979684
Results\db_perf_1r.csv_min_sec.csv,0.0015528202056884766,0.007616996765136719,0.0015528202056884766,0.00229910249710083,0.0008831024169921875,0.007616996765136719,0.002298762076067226,0.0005017905687277644
Results\db_perf_1w.csv_min_sec.csv,0.0,0.0,0.0,0.0,1.0999999997096666e-05,0.0015479999999996608,2.8497779123763565e-05,5.8855054747472504e-05
Results\db_perf_25w_25r.csv_min_sec.csv,0.0237729549407959,0.025664091110229492,0.0237729549407959,1.2162268161773682e-05,8.416175842285156e-05,0.0072438716888427734,0.001065013348750732,0.0015233310382110508
