reader_id,writer_id,key,start_time,end_time,delta_time
0,121,0,1619406840.2812195,1619406840.2814987,0.0002791881561279297
0,121,0,1619406840.281514,1619406840.2817335,0.00021958351135253906
0,121,0,1619406840.2817457,1619406840.281958,0.0002124309539794922
0,121,0,1619406840.2819693,1619406840.2821891,0.00021982192993164062
0,121,0,1619406840.2822003,1619406840.2824035,0.00020313262939453125
0,121,0,1619406840.282418,1619406840.2826254,0.00020742416381835938
0,121,0,1619406840.2826378,1619406840.2828088,0.0001709461212158203
0,121,0,1619406840.2828195,1619406840.2829795,0.00015997886657714844
0,121,0,1619406840.2829907,1619406840.2831511,0.00016045570373535156
0,121,0,1619406840.2831647,1619406840.2833233,0.00015854835510253906
0,121,0,1619406840.283336,1619406840.283498,0.0001621246337890625
0,121,0,1619406840.2835085,1619406840.2836683,0.00015974044799804688
0,121,0,1619406840.2836785,1619406840.2838366,0.00015807151794433594
0,121,0,1619406840.2838464,1619406840.2840014,0.00015497207641601562
0,121,0,1619406840.2840116,1619406840.284166,0.0001544952392578125
0,121,0,1619406840.284176,1619406840.2843313,0.0001552104949951172
0,121,0,1619406840.2843416,1619406840.2845118,0.00017023086547851562
0,121,0,1619406840.2845218,1619406840.2846787,0.00015687942504882812
0,121,0,1619406840.2846885,1619406840.2848423,0.0001537799835205078
0,121,0,1619406840.2848523,1619406840.2850053,0.00015306472778320312
0,121,0,1619406840.285015,1619406840.2851686,0.00015354156494140625
0,121,0,1619406840.2851784,1619406840.285333,0.0001544952392578125
0,121,0,1619406840.2853427,1619406840.2855277,0.0001850128173828125
0,121,0,1619406840.2855375,1619406840.2856867,0.00014925003051757812
0,121,0,1619406840.2856965,1619406840.285852,0.00015544891357421875
0,121,0,1619406840.285862,1619406840.2860317,0.0001697540283203125
0,121,0,1619406840.2860413,1619406840.2861996,0.0001583099365234375
0,121,0,1619406840.2862096,1619406840.2863643,0.00015473365783691406
0,121,0,1619406840.286374,1619406840.2865176,0.00014352798461914062
0,121,0,1619406840.2865272,1619406840.2866697,0.00014257431030273438
0,121,0,1619406840.2866793,1619406840.2868311,0.0001518726348876953
0,121,0,1619406840.2868407,1619406840.2869933,0.000152587890625
0,121,0,1619406840.2870023,1619406840.28716,0.0001575946807861328
0,121,0,1619406840.2871692,1619406840.2873232,0.00015401840209960938
0,121,0,1619406840.2873325,1619406840.287496,0.00016355514526367188
0,121,0,1619406840.287506,1619406840.2876606,0.0001544952392578125
0,121,0,1619406840.28767,1619406840.2878237,0.0001537799835205078
0,121,0,1619406840.287833,1619406840.2879853,0.00015234947204589844
0,121,0,1619406840.287995,1619406840.2881482,0.00015306472778320312
0,121,0,1619406840.288158,1619406840.2883103,0.00015234947204589844
0,121,0,1619406840.2883198,1619406840.2884839,0.000164031982421875
0,121,0,1619406840.2884936,1619406840.2886517,0.00015807151794433594
0,121,0,1619406840.2886615,1619406840.2888167,0.0001552104949951172
0,121,0,1619406840.2888265,1619406840.2890038,0.0001773834228515625
0,121,0,1619406840.2890131,1619406840.2891831,0.00016999244689941406
0,121,0,1619406840.2891934,1619406840.289355,0.00016164779663085938
0,121,0,1619406840.2893653,1619406840.289527,0.00016164779663085938
0,121,0,1619406840.289537,1619406840.2897096,0.00017261505126953125
0,121,0,1619406840.289719,1619406840.289867,0.00014781951904296875
0,121,0,1619406840.2898767,1619406840.2900567,0.0001800060272216797
0,121,0,1619406840.2900672,1619406840.2902277,0.00016045570373535156
0,121,0,1619406840.2902374,1619406840.2904048,0.00016736984252929688
0,121,0,1619406840.2904153,1619406840.290565,0.00014972686767578125
0,121,0,1619406840.2905748,1619406840.2907321,0.00015735626220703125
0,121,0,1619406840.2907417,1619406840.2908978,0.00015616416931152344
0,121,0,1619406840.2909074,1619406840.291064,0.00015664100646972656
0,121,0,1619406840.2910738,1619406840.2912285,0.00015473365783691406
0,121,0,1619406840.2912383,1619406840.291425,0.00018668174743652344
0,121,0,1619406840.291436,1619406840.2916045,0.0001685619354248047
0,121,0,1619406840.2916143,1619406840.29176,0.0001456737518310547
0,121,0,1619406840.2917693,1619406840.2919137,0.00014448165893554688
0,121,0,1619406840.2919235,1619406840.2920885,0.00016498565673828125
0,121,0,1619406840.292098,1619406840.2922475,0.0001494884490966797
0,121,0,1619406840.2922573,1619406840.2924142,0.00015687942504882812
0,121,0,1619406840.2924247,1619406840.2925866,0.00016188621520996094
0,121,0,1619406840.2925968,1619406840.292743,0.0001461505889892578
0,121,0,1619406840.2927523,1619406840.292909,0.00015664100646972656
0,121,0,1619406840.2929184,1619406840.2930727,0.00015425682067871094
0,121,0,1619406840.2930825,1619406840.2932494,0.00016689300537109375
0,121,0,1619406840.293259,1619406840.2934144,0.00015544891357421875
0,121,0,1619406840.2934246,1619406840.2935834,0.00015878677368164062
0,121,0,1619406840.2935932,1619406840.293782,0.0001888275146484375
0,121,0,1619406840.2937925,1619406840.2940042,0.0002117156982421875
0,121,0,1619406840.294014,1619406840.294192,0.0001780986785888672
0,121,0,1619406840.2942016,1619406840.294366,0.00016427040100097656
0,121,0,1619406840.2943757,1619406840.2945356,0.00015997886657714844
0,121,0,1619406840.2945454,1619406840.2946918,0.00014638900756835938
0,121,0,1619406840.2947016,1619406840.2948556,0.00015401840209960938
0,121,0,1619406840.2948651,1619406840.2950096,0.00014448165893554688
0,121,0,1619406840.2950191,1619406840.2951949,0.00017571449279785156
0,121,0,1619406840.2952046,1619406840.2953582,0.00015354156494140625
0,121,0,1619406840.295368,1619406840.2955399,0.00017189979553222656
0,121,0,1619406840.2955494,1619406840.2957122,0.0001628398895263672
0,121,0,1619406840.295722,1619406840.29588,0.00015807151794433594
0,121,0,1619406840.2958894,1619406840.2960463,0.00015687942504882812
0,121,0,1619406840.296056,1619406840.2962036,0.0001475811004638672
0,121,0,1619406840.2962132,1619406840.2964444,0.00023126602172851562
0,121,0,1619406840.2964547,1619406840.296688,0.0002334117889404297
0,121,0,1619406840.2967048,1619406840.2969005,0.0001957416534423828
0,121,0,1619406840.2969124,1619406840.2970917,0.000179290771484375
0,121,0,1619406840.2971032,1619406840.2972715,0.00016832351684570312
0,121,0,1619406840.2972825,1619406840.2974796,0.0001971721649169922
0,121,0,1619406840.2974908,1619406840.2976723,0.00018143653869628906
0,121,0,1619406840.2976828,1619406840.2978885,0.00020575523376464844
0,121,0,1619406840.297899,1619406840.298089,0.0001900196075439453
0,121,0,1619406840.2980998,1619406840.2982519,0.00015211105346679688
0,121,0,1619406840.2982621,1619406840.2985027,0.00024056434631347656
0,121,0,1619406840.2985172,1619406840.2987413,0.00022411346435546875
0,121,0,1619406840.2987533,1619406840.2989755,0.00022220611572265625
0,121,0,1619406840.2989893,1619406840.2992103,0.00022101402282714844
0,121,0,1619406840.2992215,1619406840.2994344,0.0002129077911376953
0,121,0,1619406840.2994506,1619406840.299625,0.0001742839813232422
0,121,0,1619406840.299636,1619406840.2998748,0.00023889541625976562
0,121,0,1619406840.299889,1619406840.3001075,0.00021839141845703125
0,121,0,1619406840.3001196,1619406840.300326,0.00020647048950195312
0,121,0,1619406840.3003366,1619406840.3005466,0.00021004676818847656
0,121,0,1619406840.3005636,1619406840.3007448,0.0001811981201171875
0,121,0,1619406840.3007557,1619406840.300919,0.0001633167266845703
0,121,0,1619406840.3009295,1619406840.3010888,0.00015926361083984375
0,121,0,1619406840.3010988,1619406840.3012488,0.0001499652862548828
0,121,0,1619406840.3012583,1619406840.3014226,0.00016427040100097656
0,121,0,1619406840.3014333,1619406840.3015966,0.0001633167266845703
0,121,0,1619406840.3016064,1619406840.3017578,0.0001513957977294922
0,121,0,1619406840.301767,1619406840.3019032,0.0001361370086669922
0,121,0,1619406840.3019125,1619406840.3020833,0.00017070770263671875
0,121,0,1619406840.3020933,1619406840.3022933,0.00020003318786621094
0,121,0,1619406840.302303,1619406840.302499,0.00019598007202148438
0,121,0,1619406840.3025086,1619406840.3026555,0.0001468658447265625
0,121,0,1619406840.3027165,1619406840.3028777,0.00016117095947265625
0,121,0,1619406840.3028877,1619406840.3030713,0.00018358230590820312
0,121,0,1619406840.3030815,1619406840.3032446,0.00016307830810546875
0,121,0,1619406840.3032544,1619406840.3034172,0.0001628398895263672
0,121,0,1619406840.3034272,1619406840.303573,0.0001456737518310547
0,121,0,1619406840.3035827,1619406840.303723,0.0001404285430908203
0,121,0,1619406840.3037322,1619406840.3038707,0.0001385211944580078
0,121,0,1619406840.30388,1619406840.3040192,0.0001392364501953125
0,121,0,1619406840.3040285,1619406840.3041675,0.00013899803161621094
0,121,0,1619406840.304177,1619406840.304315,0.0001380443572998047
0,121,0,1619406840.3043244,1619406840.304482,0.0001575946807861328
0,121,0,1619406840.304491,1619406840.3046777,0.00018668174743652344
0,121,0,1619406840.3046868,1619406840.304839,0.00015211105346679688
0,121,0,1619406840.3048484,1619406840.3050067,0.0001583099365234375
