message,publisher,d4b3d91a-b507-4a7f-8177-771e47f2bb99,0,1618080305.563886
message,publisher,d4b3d91a-b507-4a7f-8177-771e47f2bb99,1,1618080305.5646796
message,publisher,d4b3d91a-b507-4a7f-8177-771e47f2bb99,2,1618080305.5656452
message,publisher,d4b3d91a-b507-4a7f-8177-771e47f2bb99,3,1618080305.5665488
message,publisher,d4b3d91a-b507-4a7f-8177-771e47f2bb99,4,1618080305.5674329
message,publisher,d4b3d91a-b507-4a7f-8177-771e47f2bb99,5,1618080305.5682104
message,publisher,d4b3d91a-b507-4a7f-8177-771e47f2bb99,6,1618080305.569132
message,publisher,d4b3d91a-b507-4a7f-8177-771e47f2bb99,7,1618080305.5699236
message,publisher,d4b3d91a-b507-4a7f-8177-771e47f2bb99,8,1618080305.5707514
message,publisher,d4b3d91a-b507-4a7f-8177-771e47f2bb99,9,1618080305.5714798
message,publisher,d4b3d91a-b507-4a7f-8177-771e47f2bb99,10,1618080305.57216
message,publisher,d4b3d91a-b507-4a7f-8177-771e47f2bb99,11,1618080305.572938
message,publisher,d4b3d91a-b507-4a7f-8177-771e47f2bb99,12,1618080305.5737417
message,publisher,d4b3d91a-b507-4a7f-8177-771e47f2bb99,13,1618080305.5744934
message,publisher,d4b3d91a-b507-4a7f-8177-771e47f2bb99,14,1618080305.575243
message,publisher,d4b3d91a-b507-4a7f-8177-771e47f2bb99,15,1618080305.576062
message,publisher,d4b3d91a-b507-4a7f-8177-771e47f2bb99,16,1618080305.5768917
message,publisher,d4b3d91a-b507-4a7f-8177-771e47f2bb99,17,1618080305.577666
message,publisher,d4b3d91a-b507-4a7f-8177-771e47f2bb99,18,1618080305.5784588
message,publisher,d4b3d91a-b507-4a7f-8177-771e47f2bb99,19,1618080305.5792153
message,publisher,d4b3d91a-b507-4a7f-8177-771e47f2bb99,20,1618080305.5800807
message,publisher,d4b3d91a-b507-4a7f-8177-771e47f2bb99,21,1618080305.580893
message,publisher,d4b3d91a-b507-4a7f-8177-771e47f2bb99,22,1618080305.5816786
message,publisher,d4b3d91a-b507-4a7f-8177-771e47f2bb99,23,1618080305.5824559
message,publisher,d4b3d91a-b507-4a7f-8177-771e47f2bb99,24,1618080305.583326
message,publisher,d4b3d91a-b507-4a7f-8177-771e47f2bb99,25,1618080305.5842824
message,publisher,d4b3d91a-b507-4a7f-8177-771e47f2bb99,26,1618080305.5850863
message,publisher,d4b3d91a-b507-4a7f-8177-771e47f2bb99,27,1618080305.585947
message,publisher,d4b3d91a-b507-4a7f-8177-771e47f2bb99,28,1618080305.5867884
message,publisher,d4b3d91a-b507-4a7f-8177-771e47f2bb99,29,1618080305.5875428
message,publisher,d4b3d91a-b507-4a7f-8177-771e47f2bb99,30,1618080305.5883303
message,publisher,d4b3d91a-b507-4a7f-8177-771e47f2bb99,31,1618080305.589225
message,publisher,d4b3d91a-b507-4a7f-8177-771e47f2bb99,32,1618080305.5900857
message,publisher,d4b3d91a-b507-4a7f-8177-771e47f2bb99,33,1618080305.590914
message,publisher,d4b3d91a-b507-4a7f-8177-771e47f2bb99,34,1618080305.5917313
message,publisher,d4b3d91a-b507-4a7f-8177-771e47f2bb99,35,1618080305.5924668
message,publisher,d4b3d91a-b507-4a7f-8177-771e47f2bb99,36,1618080305.5931327
message,publisher,d4b3d91a-b507-4a7f-8177-771e47f2bb99,37,1618080305.5939765
message,publisher,d4b3d91a-b507-4a7f-8177-771e47f2bb99,38,1618080305.5948172
message,publisher,d4b3d91a-b507-4a7f-8177-771e47f2bb99,39,1618080305.595744
message,publisher,d4b3d91a-b507-4a7f-8177-771e47f2bb99,40,1618080305.5965993
message,publisher,d4b3d91a-b507-4a7f-8177-771e47f2bb99,41,1618080305.597386
message,publisher,d4b3d91a-b507-4a7f-8177-771e47f2bb99,42,1618080305.5981834
message,publisher,d4b3d91a-b507-4a7f-8177-771e47f2bb99,43,1618080305.599139
