messageID,publisherToBrokerTime,brokerToSubscriberTime
2272822450758074,0.00074,0.45894
2272823682709933,0.243101,0.354055
2272823459338785,0.435723,0.300703
2272826250796645,0.571471,0.337857
2272823359470283,0.751104,0.29479
2272822358721000,0.882267,0.304104
2272822358719058,1.047067,0.345019
2272822759986336,1.220207,0.404054
2272823459329984,1.459369,0.38475
2272823937892919,1.681909,0.298054
