messageID,publisherToBrokerTime,brokerToSubscriberTime
2272823014283508,15.848033,20.815042
2272822034430107,16.012496,20.616762
2272822482969641,16.30101,20.17743
2272823628539735,16.154226,20.527288
2272822248323762,16.802649,19.558545
2272823010837760,16.665006,19.874239
2272822450678006,16.45603,20.251897
2272820643607426,16.934442,19.529235
2272824290669122,17.359031,18.825614
2272822295076392,17.224994,19.11713
