messageID,publisherToBrokerTime,brokerToSubscriberTime
2272847008414415,32.241925,18.223605
2272854729212357,31.803986,18.294655
2272855003860545,31.711419,18.36722
2272849737340552,32.147492,18.313536
2272846931619458,32.126942,18.406512
2272845498330616,32.02811,18.33053
2272850905549473,32.246481,18.405849
2272849572047202,31.840054,18.644741
2272850297677848,32.528385,18.539033
2272854287029283,32.083205,18.649333
