messageID,publisherToBrokerTime,brokerToSubscriberTime
2272878660332604,35.78134,23.250849
2272877541978254,0.000677,0.378131
2272870045815274,0.002154,0.486133
2272871451097264,0.003963,0.600845
2272868091729066,0.002456,0.554436
2272877807520043,0.224122,0.386302
2272869435391034,0.252686,0.423716
2272869869515421,0.259347,0.471176
2272871942512231,0.275583,0.38744
2272868412900221,0.274616,0.433597
