messageID,publisherToBrokerTime,brokerToSubscriberTime
2272850425260193,5.564358,136.262044
2272850425248746,6.538709,134.842365
2272838196872519,7.115348,134.159086
2272850425247153,6.955454,134.515679
2272838196871206,7.472216,134.064008
2272850425241246,7.482901,133.985044
2272849691083510,7.628155,133.693078
2272849736093062,36.76425,92.051378
2272849570792411,36.932889,92.020656
2272846483498566,37.589187,91.507967
