messageID,publisherToBrokerTime,brokerToSubscriberTime
2272762876582418,5.861989,2992.046234
2272846060033227,37.350247,259.681476
2272766863079261,17.08578,2976.034857
2272849790058440,35.073345,263.481129
2272846060033223,37.436927,260.124178
2272808376032184,8.503948,1457.745316
2272763120003090,6.014387,2992.591895
2272849691351980,38.158131,259.040177
2272846060026346,37.902355,259.475023
2272808376302485,4.410915,1422.326235
