Metric,Value
publisherToBrokerTimesMin,0.000491
publisherToBrokerTimesMax,55.863841
publisherToBrokerTimesAverage,15.531380504071045
publisherToBrokerTimesStandardDeviation,15.825906799355158
brokerToSubscriberTimesMin,0.234959
brokerToSubscriberTimesMax,5707.624694
brokerToSubscriberTimesAverage,967.2441975795691
brokerToSubscriberTimesStandardDeviation,1759.196304821624
publisherToBrokerSuccessRatesMin,0.3333333333333333
publisherToBrokerSuccessRatesMax,0.9947089947089947
publisherToBrokerSuccessRatesAverage,0.862404679864369
publisherToBrokerSuccessRatesStandardDeviation,0.1872910471711275
brokerToSubscriberSuccessRatesMin,1.0
brokerToSubscriberSuccessRatesMax,1.1
brokerToSubscriberSuccessRatesAverage,1.0007407407407407
brokerToSubscriberSuccessRatesStandardDeviation,0.008574694002066828
