start_times,end_time,time_diff
1619543929.787304,1619543930.123136,0.3358321189880371
1619543929.812289,1619543930.123643,0.3113539218902588
1619543929.836499,1619543930.124073,0.28757405281066895
1619543929.861413,1619543930.124503,0.2630898952484131
1619543929.787673,1619543930.128001,0.3403279781341553
1619543929.812349,1619543930.128398,0.31604886054992676
1619543929.8366,1619543930.128762,0.2921619415283203
1619543929.861491,1619543930.129123,0.26763200759887695
1619543929.787733,1619543930.131788,0.3440549373626709
1619543929.812383,1619543930.132144,0.3197610378265381
1619543929.836658,1619543930.132534,0.29587602615356445
1619543929.861568,1619543930.132915,0.2713470458984375
1619543929.787779,1619543930.135256,0.3474769592285156
1619543929.812441,1619543930.135582,0.32314085960388184
1619543929.836706,1619543930.135888,0.2991821765899658
1619543929.861612,1619543930.136187,0.27457499504089355
1619543929.787848,1619543930.138273,0.35042500495910645
1619543929.812476,1619543930.138637,0.32616114616394043
1619543929.836774,1619543930.139035,0.3022608757019043
1619543929.86171,1619543930.139561,0.277850866317749
1619543929.787907,1619543930.142305,0.3543980121612549
1619543929.812515,1619543930.142726,0.33021092414855957
1619543929.836835,1619543930.14318,0.30634498596191406
1619543929.861782,1619543930.143583,0.2818009853363037
1619543929.787924,1619543930.146141,0.3582170009613037
1619543929.81254,1619543930.14649,0.3339500427246094
1619543929.836945,1619543930.146835,0.3098900318145752
1619543929.861815,1619543930.147176,0.28536105155944824
1619543929.787935,1619543930.14932,0.36138486862182617
1619543929.81255,1619543930.149783,0.3372328281402588
1619543929.836967,1619543930.150277,0.313309907913208
1619543929.861831,1619543930.150794,0.28896307945251465
1619543929.787946,1619543930.153212,0.3652660846710205
1619543929.81256,1619543930.15355,0.3409898281097412
1619543929.836994,1619543930.153886,0.316892147064209
1619543929.861848,1619543930.154224,0.2923758029937744
1619543929.787961,1619543930.156752,0.3687911033630371
1619543929.812571,1619543930.157186,0.34461498260498047
1619543929.837015,1619543930.157804,0.320789098739624
1619543929.861922,1619543930.158154,0.2962319850921631
1619543929.787972,1619543930.160334,0.3723621368408203
1619543929.812581,1619543930.160653,0.3480720520019531
1619543929.837029,1619543930.160979,0.32395005226135254
1619543929.861941,1619543930.161293,0.29935193061828613
1619543929.787982,1619543930.163335,0.3753530979156494
1619543929.812591,1619543930.163644,0.35105299949645996
1619543929.837043,1619543930.16395,0.3269069194793701
1619543929.861957,1619543930.164257,0.30229997634887695
1619543929.787992,1619543930.166318,0.3783259391784668
1619543929.812605,1619543930.166634,0.35402917861938477
1619543929.837054,1619543930.166947,0.3298928737640381
1619543929.861972,1619543930.167254,0.3052818775177002
1619543929.788003,1619543930.169345,0.38134193420410156
1619543929.812633,1619543930.169722,0.3570890426635742
1619543929.837064,1619543930.170031,0.33296704292297363
1619543929.86199,1619543930.170338,0.3083479404449463
1619543929.788013,1619543930.172359,0.38434600830078125
1619543929.812645,1619543930.172663,0.3600180149078369
1619543929.83708,1619543930.172966,0.33588600158691406
1619543929.862005,1619543930.173266,0.3112609386444092
1619543929.788023,1619543930.175344,0.38732099533081055
1619543929.812655,1619543930.175657,0.36300206184387207
1619543929.837091,1619543930.176013,0.33892202377319336
1619543929.862019,1619543930.17632,0.3143010139465332
1619543929.788033,1619543930.178405,0.39037203788757324
1619543929.812665,1619543930.178715,0.36605000495910645
1619543929.837101,1619543930.179029,0.34192800521850586
1619543929.86208,1619543930.179334,0.31725382804870605
1619543929.788055,1619543930.181389,0.39333415031433105
1619543929.812675,1619543930.181839,0.36916399002075195
1619543929.837111,1619543930.1822,0.3450889587402344
