reader_id,start_time,end_time
1,2021-04-22 17:22:33.65939,2021-04-22 17:22:33.659406
1,2021-04-22 17:22:33.659406,2021-04-22 17:22:33.659422
1,2021-04-22 17:22:33.659422,2021-04-22 17:22:33.659438
1,2021-04-22 17:22:33.659438,2021-04-22 17:22:33.659454
1,2021-04-22 17:22:33.659454,2021-04-22 17:22:33.65947
1,2021-04-22 17:22:33.65947,2021-04-22 17:22:33.659486
1,2021-04-22 17:22:33.659486,2021-04-22 17:22:33.659502
1,2021-04-22 17:22:33.659502,2021-04-22 17:22:33.659518
1,2021-04-22 17:22:33.659518,2021-04-22 17:22:33.659534
1,2021-04-22 17:22:33.659534,2021-04-22 17:22:33.65955
1,2021-04-22 17:22:33.65955,2021-04-22 17:22:33.659566
1,2021-04-22 17:22:33.659566,2021-04-22 17:22:33.659581
1,2021-04-22 17:22:33.659581,2021-04-22 17:22:33.659597
1,2021-04-22 17:22:33.659597,2021-04-22 17:22:33.659613
1,2021-04-22 17:22:33.659613,2021-04-22 17:22:33.659629
1,2021-04-22 17:22:33.659629,2021-04-22 17:22:33.659644
1,2021-04-22 17:22:33.659644,2021-04-22 17:22:33.659661
1,2021-04-22 17:22:33.659661,2021-04-22 17:22:33.659676
1,2021-04-22 17:22:33.659676,2021-04-22 17:22:33.659692
1,2021-04-22 17:22:33.659692,2021-04-22 17:22:33.659708
1,2021-04-22 17:22:33.659708,2021-04-22 17:22:33.659724
1,2021-04-22 17:22:33.659724,2021-04-22 17:22:33.65974
1,2021-04-22 17:22:33.65974,2021-04-22 17:22:33.659756
1,2021-04-22 17:22:33.659756,2021-04-22 17:22:33.659772
1,2021-04-22 17:22:33.659772,2021-04-22 17:22:33.659788
1,2021-04-22 17:22:33.659788,2021-04-22 17:22:33.659804
1,2021-04-22 17:22:33.659804,2021-04-22 17:22:33.65982
1,2021-04-22 17:22:33.65982,2021-04-22 17:22:33.659835
1,2021-04-22 17:22:33.659835,2021-04-22 17:22:33.659851
1,2021-04-22 17:22:33.659851,2021-04-22 17:22:33.659867
1,2021-04-22 17:22:33.659867,2021-04-22 17:22:33.659883
1,2021-04-22 17:22:33.659883,2021-04-22 17:22:33.659898
1,2021-04-22 17:22:33.659898,2021-04-22 17:22:33.659914
1,2021-04-22 17:22:33.659914,2021-04-22 17:22:33.65993
1,2021-04-22 17:22:33.65993,2021-04-22 17:22:33.659946
1,2021-04-22 17:22:33.659946,2021-04-22 17:22:33.659962
1,2021-04-22 17:22:33.659962,2021-04-22 17:22:33.659978
1,2021-04-22 17:22:33.659978,2021-04-22 17:22:33.659995
1,2021-04-22 17:22:33.659995,2021-04-22 17:22:33.660011
1,2021-04-22 17:22:33.660011,2021-04-22 17:22:33.660027
1,2021-04-22 17:22:33.660027,2021-04-22 17:22:33.660043
1,2021-04-22 17:22:33.660043,2021-04-22 17:22:33.660059
1,2021-04-22 17:22:33.660059,2021-04-22 17:22:33.660075
1,2021-04-22 17:22:33.660075,2021-04-22 17:22:33.660091
1,2021-04-22 17:22:33.660091,2021-04-22 17:22:33.660107
1,2021-04-22 17:22:33.660107,2021-04-22 17:22:33.660123
1,2021-04-22 17:22:33.660123,2021-04-22 17:22:33.660139
1,2021-04-22 17:22:33.660139,2021-04-22 17:22:33.660155
1,2021-04-22 17:22:33.660155,2021-04-22 17:22:33.660171
1,2021-04-22 17:22:33.660171,2021-04-22 17:22:33.660186
1,2021-04-22 17:22:33.660186,2021-04-22 17:22:33.660202
1,2021-04-22 17:22:33.660202,2021-04-22 17:22:33.660218
1,2021-04-22 17:22:33.660218,2021-04-22 17:22:33.660233
1,2021-04-22 17:22:33.660233,2021-04-22 17:22:33.660249
1,2021-04-22 17:22:33.660249,2021-04-22 17:22:33.660265
1,2021-04-22 17:22:33.660265,2021-04-22 17:22:33.660281
1,2021-04-22 17:22:33.660281,2021-04-22 17:22:33.660298
1,2021-04-22 17:22:33.660298,2021-04-22 17:22:33.660313
1,2021-04-22 17:22:33.660313,2021-04-22 17:22:33.660329
1,2021-04-22 17:22:33.660329,2021-04-22 17:22:33.660345
1,2021-04-22 17:22:33.660345,2021-04-22 17:22:33.660361
1,2021-04-22 17:22:33.660361,2021-04-22 17:22:33.660377
1,2021-04-22 17:22:33.660377,2021-04-22 17:22:33.660393
1,2021-04-22 17:22:33.660393,2021-04-22 17:22:33.660409
1,2021-04-22 17:22:33.660409,2021-04-22 17:22:33.660425
1,2021-04-22 17:22:33.660425,2021-04-22 17:22:33.660441
1,2021-04-22 17:22:33.660441,2021-04-22 17:22:33.660457
1,2021-04-22 17:22:33.660457,2021-04-22 17:22:33.660472
1,2021-04-22 17:22:33.660472,2021-04-22 17:22:33.660488
1,2021-04-22 17:22:33.660488,2021-04-22 17:22:33.660504
1,2021-04-22 17:22:33.660504,2021-04-22 17:22:33.66052
1,2021-04-22 17:22:33.66052,2021-04-22 17:22:33.660536
1,2021-04-22 17:22:33.660536,2021-04-22 17:22:33.660553
1,2021-04-22 17:22:33.660553,2021-04-22 17:22:33.660568
1,2021-04-22 17:22:33.660568,2021-04-22 17:22:33.660584
1,2021-04-22 17:22:33.660584,2021-04-22 17:22:33.6606
1,2021-04-22 17:22:33.6606,2021-04-22 17:22:33.660617
1,2021-04-22 17:22:33.660617,2021-04-22 17:22:33.660633
1,2021-04-22 17:22:33.660633,2021-04-22 17:22:33.660649
1,2021-04-22 17:22:33.660649,2021-04-22 17:22:33.660664
1,2021-04-22 17:22:33.660664,2021-04-22 17:22:33.66068
1,2021-04-22 17:22:33.66068,2021-04-22 17:22:33.660696
1,2021-04-22 17:22:33.660696,2021-04-22 17:22:33.660712
1,2021-04-22 17:22:33.660712,2021-04-22 17:22:33.660727
1,2021-04-22 17:22:33.660727,2021-04-22 17:22:33.660743
1,2021-04-22 17:22:33.660743,2021-04-22 17:22:33.660759
1,2021-04-22 17:22:33.660759,2021-04-22 17:22:33.660774
1,2021-04-22 17:22:33.660774,2021-04-22 17:22:33.660791
1,2021-04-22 17:22:33.660791,2021-04-22 17:22:33.660807
1,2021-04-22 17:22:33.660807,2021-04-22 17:22:33.660822
1,2021-04-22 17:22:33.660822,2021-04-22 17:22:33.660838
1,2021-04-22 17:22:33.660838,2021-04-22 17:22:33.660854
1,2021-04-22 17:22:33.660854,2021-04-22 17:22:33.66087
1,2021-04-22 17:22:33.66087,2021-04-22 17:22:33.660886
1,2021-04-22 17:22:33.660886,2021-04-22 17:22:33.660902
1,2021-04-22 17:22:33.660902,2021-04-22 17:22:33.660917
1,2021-04-22 17:22:33.660917,2021-04-22 17:22:33.660933
1,2021-04-22 17:22:33.660933,2021-04-22 17:22:33.66095
1,2021-04-22 17:22:33.66095,2021-04-22 17:22:33.660965
1,2021-04-22 17:22:33.660965,2021-04-22 17:22:33.660981
1,2021-04-22 17:22:33.660981,2021-04-22 17:22:33.660997
1,2021-04-22 17:22:33.660997,2021-04-22 17:22:33.661193
1,2021-04-22 17:22:33.661193,2021-04-22 17:22:33.661211
1,2021-04-22 17:22:33.661211,2021-04-22 17:22:33.661228
1,2021-04-22 17:22:33.661228,2021-04-22 17:22:33.661244
1,2021-04-22 17:22:33.661244,2021-04-22 17:22:33.66126
1,2021-04-22 17:22:33.66126,2021-04-22 17:22:33.661276
1,2021-04-22 17:22:33.661276,2021-04-22 17:22:33.661293
1,2021-04-22 17:22:33.661293,2021-04-22 17:22:33.661309
1,2021-04-22 17:22:33.661309,2021-04-22 17:22:33.661325
1,2021-04-22 17:22:33.661325,2021-04-22 17:22:33.66134
1,2021-04-22 17:22:33.66134,2021-04-22 17:22:33.661356
1,2021-04-22 17:22:33.661356,2021-04-22 17:22:33.661372
1,2021-04-22 17:22:33.661372,2021-04-22 17:22:33.661388
1,2021-04-22 17:22:33.661388,2021-04-22 17:22:33.661404
1,2021-04-22 17:22:33.661404,2021-04-22 17:22:33.66142
1,2021-04-22 17:22:33.66142,2021-04-22 17:22:33.661436
1,2021-04-22 17:22:33.661436,2021-04-22 17:22:33.661452
1,2021-04-22 17:22:33.661452,2021-04-22 17:22:33.661468
1,2021-04-22 17:22:33.661468,2021-04-22 17:22:33.661484
1,2021-04-22 17:22:33.661484,2021-04-22 17:22:33.6615
1,2021-04-22 17:22:33.6615,2021-04-22 17:22:33.661516
1,2021-04-22 17:22:33.661516,2021-04-22 17:22:33.661532
1,2021-04-22 17:22:33.661532,2021-04-22 17:22:33.661548
1,2021-04-22 17:22:33.661548,2021-04-22 17:22:33.661563
1,2021-04-22 17:22:33.661563,2021-04-22 17:22:33.661579
1,2021-04-22 17:22:33.661579,2021-04-22 17:22:33.661595
1,2021-04-22 17:22:33.661595,2021-04-22 17:22:33.661611
1,2021-04-22 17:22:33.661611,2021-04-22 17:22:33.661626
1,2021-04-22 17:22:33.661626,2021-04-22 17:22:33.661642
1,2021-04-22 17:22:33.661642,2021-04-22 17:22:33.661658
1,2021-04-22 17:22:33.661658,2021-04-22 17:22:33.661674
1,2021-04-22 17:22:33.661674,2021-04-22 17:22:33.66169
1,2021-04-22 17:22:33.66169,2021-04-22 17:22:33.661706
1,2021-04-22 17:22:33.661706,2021-04-22 17:22:33.661722
1,2021-04-22 17:22:33.661722,2021-04-22 17:22:33.661738
1,2021-04-22 17:22:33.661738,2021-04-22 17:22:33.661754
1,2021-04-22 17:22:33.661754,2021-04-22 17:22:33.66177
1,2021-04-22 17:22:33.66177,2021-04-22 17:22:33.661786
1,2021-04-22 17:22:33.661786,2021-04-22 17:22:33.661801
1,2021-04-22 17:22:33.661801,2021-04-22 17:22:33.661817
1,2021-04-22 17:22:33.661817,2021-04-22 17:22:33.661833
1,2021-04-22 17:22:33.661833,2021-04-22 17:22:33.661849
1,2021-04-22 17:22:33.661849,2021-04-22 17:22:33.661865
1,2021-04-22 17:22:33.661865,2021-04-22 17:22:33.661881
1,2021-04-22 17:22:33.661881,2021-04-22 17:22:33.661897
1,2021-04-22 17:22:33.661897,2021-04-22 17:22:33.661912
1,2021-04-22 17:22:33.661912,2021-04-22 17:22:33.661928
1,2021-04-22 17:22:33.661928,2021-04-22 17:22:33.661944
1,2021-04-22 17:22:33.661944,2021-04-22 17:22:33.661961
1,2021-04-22 17:22:33.661961,2021-04-22 17:22:33.661977
1,2021-04-22 17:22:33.661977,2021-04-22 17:22:33.661993
1,2021-04-22 17:22:33.661993,2021-04-22 17:22:33.662009
1,2021-04-22 17:22:33.662009,2021-04-22 17:22:33.662025
1,2021-04-22 17:22:33.662025,2021-04-22 17:22:33.662042
1,2021-04-22 17:22:33.662042,2021-04-22 17:22:33.662058
1,2021-04-22 17:22:33.662058,2021-04-22 17:22:33.662104
1,2021-04-22 17:22:33.662104,2021-04-22 17:22:33.662136
1,2021-04-22 17:22:33.662136,2021-04-22 17:22:33.662164
1,2021-04-22 17:22:33.662164,2021-04-22 17:22:33.662191
1,2021-04-22 17:22:33.662191,2021-04-22 17:22:33.662218
1,2021-04-22 17:22:33.662218,2021-04-22 17:22:33.662245
1,2021-04-22 17:22:33.662245,2021-04-22 17:22:33.662273
1,2021-04-22 17:22:33.662273,2021-04-22 17:22:33.6623
1,2021-04-22 17:22:33.6623,2021-04-22 17:22:33.662327
1,2021-04-22 17:22:33.662327,2021-04-22 17:22:33.662355
1,2021-04-22 17:22:33.662355,2021-04-22 17:22:33.662382
1,2021-04-22 17:22:33.662382,2021-04-22 17:22:33.66241
1,2021-04-22 17:22:33.66241,2021-04-22 17:22:33.662437
1,2021-04-22 17:22:33.662437,2021-04-22 17:22:33.662464
1,2021-04-22 17:22:33.662464,2021-04-22 17:22:33.662492
1,2021-04-22 17:22:33.662492,2021-04-22 17:22:33.662518
1,2021-04-22 17:22:33.662518,2021-04-22 17:22:33.662544
1,2021-04-22 17:22:33.662544,2021-04-22 17:22:33.66257
1,2021-04-22 17:22:33.66257,2021-04-22 17:22:33.662597
1,2021-04-22 17:22:33.662597,2021-04-22 17:22:33.662621
1,2021-04-22 17:22:33.662621,2021-04-22 17:22:33.662646
1,2021-04-22 17:22:33.662646,2021-04-22 17:22:33.662663
1,2021-04-22 17:22:33.662663,2021-04-22 17:22:33.662679
1,2021-04-22 17:22:33.662679,2021-04-22 17:22:33.662695
1,2021-04-22 17:22:33.662695,2021-04-22 17:22:33.662711
1,2021-04-22 17:22:33.662711,2021-04-22 17:22:33.662727
1,2021-04-22 17:22:33.662727,2021-04-22 17:22:33.662743
1,2021-04-22 17:22:33.662743,2021-04-22 17:22:33.662759
1,2021-04-22 17:22:33.662759,2021-04-22 17:22:33.662775
1,2021-04-22 17:22:33.662775,2021-04-22 17:22:33.66279
1,2021-04-22 17:22:33.66279,2021-04-22 17:22:33.662806
1,2021-04-22 17:22:33.662806,2021-04-22 17:22:33.662822
1,2021-04-22 17:22:33.662822,2021-04-22 17:22:33.662838
1,2021-04-22 17:22:33.662838,2021-04-22 17:22:33.662854
1,2021-04-22 17:22:33.662854,2021-04-22 17:22:33.66287
1,2021-04-22 17:22:33.66287,2021-04-22 17:22:33.662886
1,2021-04-22 17:22:33.662886,2021-04-22 17:22:33.662902
1,2021-04-22 17:22:33.662902,2021-04-22 17:22:33.662918
1,2021-04-22 17:22:33.662918,2021-04-22 17:22:33.662934
1,2021-04-22 17:22:33.662934,2021-04-22 17:22:33.662949
1,2021-04-22 17:22:33.662949,2021-04-22 17:22:33.662965
1,2021-04-22 17:22:33.662965,2021-04-22 17:22:33.662982
1,2021-04-22 17:22:33.662982,2021-04-22 17:22:33.662997
1,2021-04-22 17:22:33.662997,2021-04-22 17:22:33.663014
1,2021-04-22 17:22:33.663014,2021-04-22 17:22:33.66303
1,2021-04-22 17:22:33.66303,2021-04-22 17:22:33.663046
1,2021-04-22 17:22:33.663046,2021-04-22 17:22:33.663062
1,2021-04-22 17:22:33.663062,2021-04-22 17:22:33.663078
1,2021-04-22 17:22:33.663078,2021-04-22 17:22:33.663094
1,2021-04-22 17:22:33.663094,2021-04-22 17:22:33.663115
1,2021-04-22 17:22:33.663115,2021-04-22 17:22:33.663134
1,2021-04-22 17:22:33.663134,2021-04-22 17:22:33.663158
1,2021-04-22 17:22:33.663158,2021-04-22 17:22:33.663184
1,2021-04-22 17:22:33.663184,2021-04-22 17:22:33.663205
1,2021-04-22 17:22:33.663205,2021-04-22 17:22:33.663227
1,2021-04-22 17:22:33.663227,2021-04-22 17:22:33.663249
1,2021-04-22 17:22:33.663249,2021-04-22 17:22:33.663272
1,2021-04-22 17:22:33.663272,2021-04-22 17:22:33.663295
1,2021-04-22 17:22:33.663295,2021-04-22 17:22:33.663319
1,2021-04-22 17:22:33.663319,2021-04-22 17:22:33.663345
1,2021-04-22 17:22:33.663345,2021-04-22 17:22:33.663369
1,2021-04-22 17:22:33.663369,2021-04-22 17:22:33.663393
1,2021-04-22 17:22:33.663393,2021-04-22 17:22:33.663418
1,2021-04-22 17:22:33.663418,2021-04-22 17:22:33.663442
1,2021-04-22 17:22:33.663442,2021-04-22 17:22:33.663467
1,2021-04-22 17:22:33.663467,2021-04-22 17:22:33.663491
1,2021-04-22 17:22:33.663491,2021-04-22 17:22:33.663542
1,2021-04-22 17:22:33.663542,2021-04-22 17:22:33.663572
1,2021-04-22 17:22:33.663572,2021-04-22 17:22:33.663599
1,2021-04-22 17:22:33.663599,2021-04-22 17:22:33.663627
1,2021-04-22 17:22:33.663627,2021-04-22 17:22:33.663654
1,2021-04-22 17:22:33.663654,2021-04-22 17:22:33.663676
1,2021-04-22 17:22:33.663676,2021-04-22 17:22:33.663693
1,2021-04-22 17:22:33.663693,2021-04-22 17:22:33.663709
1,2021-04-22 17:22:33.663709,2021-04-22 17:22:33.663725
1,2021-04-22 17:22:33.663725,2021-04-22 17:22:33.663741
1,2021-04-22 17:22:33.663741,2021-04-22 17:22:33.663757
1,2021-04-22 17:22:33.663757,2021-04-22 17:22:33.663772
1,2021-04-22 17:22:33.663772,2021-04-22 17:22:33.663788
1,2021-04-22 17:22:33.663788,2021-04-22 17:22:33.663804
1,2021-04-22 17:22:33.663804,2021-04-22 17:22:33.66382
1,2021-04-22 17:22:33.66382,2021-04-22 17:22:33.663835
1,2021-04-22 17:22:33.663835,2021-04-22 17:22:33.663851
1,2021-04-22 17:22:33.663851,2021-04-22 17:22:33.663867
1,2021-04-22 17:22:33.663867,2021-04-22 17:22:33.663884
1,2021-04-22 17:22:33.663884,2021-04-22 17:22:33.663899
1,2021-04-22 17:22:33.663899,2021-04-22 17:22:33.663915
1,2021-04-22 17:22:33.663915,2021-04-22 17:22:33.663931
1,2021-04-22 17:22:33.663931,2021-04-22 17:22:33.663947
1,2021-04-22 17:22:33.663947,2021-04-22 17:22:33.663963
1,2021-04-22 17:22:33.663963,2021-04-22 17:22:33.663979
1,2021-04-22 17:22:33.663979,2021-04-22 17:22:33.663995
1,2021-04-22 17:22:33.663995,2021-04-22 17:22:33.66401
1,2021-04-22 17:22:33.66401,2021-04-22 17:22:33.664026
1,2021-04-22 17:22:33.664026,2021-04-22 17:22:33.664042
1,2021-04-22 17:22:33.664042,2021-04-22 17:22:33.664058
1,2021-04-22 17:22:33.664058,2021-04-22 17:22:33.664074
1,2021-04-22 17:22:33.664074,2021-04-22 17:22:33.66409
1,2021-04-22 17:22:33.66409,2021-04-22 17:22:33.664105
1,2021-04-22 17:22:33.664105,2021-04-22 17:22:33.664122
1,2021-04-22 17:22:33.664122,2021-04-22 17:22:33.664137
1,2021-04-22 17:22:33.664137,2021-04-22 17:22:33.664154
1,2021-04-22 17:22:33.664154,2021-04-22 17:22:33.664169
1,2021-04-22 17:22:33.664169,2021-04-22 17:22:33.664185
1,2021-04-22 17:22:33.664185,2021-04-22 17:22:33.664201
1,2021-04-22 17:22:33.664201,2021-04-22 17:22:33.664217
1,2021-04-22 17:22:33.664217,2021-04-22 17:22:33.664232
1,2021-04-22 17:22:33.664232,2021-04-22 17:22:33.664248
1,2021-04-22 17:22:33.664248,2021-04-22 17:22:33.664264
1,2021-04-22 17:22:33.664264,2021-04-22 17:22:33.66428
1,2021-04-22 17:22:33.66428,2021-04-22 17:22:33.664296
1,2021-04-22 17:22:33.664296,2021-04-22 17:22:33.664312
1,2021-04-22 17:22:33.664312,2021-04-22 17:22:33.664328
1,2021-04-22 17:22:33.664328,2021-04-22 17:22:33.664344
1,2021-04-22 17:22:33.664344,2021-04-22 17:22:33.664359
1,2021-04-22 17:22:33.664359,2021-04-22 17:22:33.664375
1,2021-04-22 17:22:33.664375,2021-04-22 17:22:33.664391
1,2021-04-22 17:22:33.664391,2021-04-22 17:22:33.664407
1,2021-04-22 17:22:33.664407,2021-04-22 17:22:33.664423
1,2021-04-22 17:22:33.664423,2021-04-22 17:22:33.664439
1,2021-04-22 17:22:33.664439,2021-04-22 17:22:33.664455
1,2021-04-22 17:22:33.664455,2021-04-22 17:22:33.664471
1,2021-04-22 17:22:33.664471,2021-04-22 17:22:33.664486
1,2021-04-22 17:22:33.664486,2021-04-22 17:22:33.664503
1,2021-04-22 17:22:33.664503,2021-04-22 17:22:33.664519
1,2021-04-22 17:22:33.664519,2021-04-22 17:22:33.664535
1,2021-04-22 17:22:33.664535,2021-04-22 17:22:33.664551
1,2021-04-22 17:22:33.664551,2021-04-22 17:22:33.664566
1,2021-04-22 17:22:33.664566,2021-04-22 17:22:33.664582
1,2021-04-22 17:22:33.664582,2021-04-22 17:22:33.664598
1,2021-04-22 17:22:33.664598,2021-04-22 17:22:33.664659
1,2021-04-22 17:22:33.664659,2021-04-22 17:22:33.664676
1,2021-04-22 17:22:33.664676,2021-04-22 17:22:33.664692
1,2021-04-22 17:22:33.664692,2021-04-22 17:22:33.664708
1,2021-04-22 17:22:33.664708,2021-04-22 17:22:33.664765
1,2021-04-22 17:22:33.664765,2021-04-22 17:22:33.664798
1,2021-04-22 17:22:33.664798,2021-04-22 17:22:33.664825
1,2021-04-22 17:22:33.664825,2021-04-22 17:22:33.664853
1,2021-04-22 17:22:33.664853,2021-04-22 17:22:33.66488
1,2021-04-22 17:22:33.66488,2021-04-22 17:22:33.664906
1,2021-04-22 17:22:33.664906,2021-04-22 17:22:33.664934
1,2021-04-22 17:22:33.664934,2021-04-22 17:22:33.664961
1,2021-04-22 17:22:33.664961,2021-04-22 17:22:33.664988
1,2021-04-22 17:22:33.664988,2021-04-22 17:22:33.665015
1,2021-04-22 17:22:33.665015,2021-04-22 17:22:33.665042
1,2021-04-22 17:22:33.665042,2021-04-22 17:22:33.665069
1,2021-04-22 17:22:33.665069,2021-04-22 17:22:33.665097
1,2021-04-22 17:22:33.665097,2021-04-22 17:22:33.665124
1,2021-04-22 17:22:33.665124,2021-04-22 17:22:33.665152
1,2021-04-22 17:22:33.665152,2021-04-22 17:22:33.665179
1,2021-04-22 17:22:33.665179,2021-04-22 17:22:33.665206
1,2021-04-22 17:22:33.665206,2021-04-22 17:22:33.665233
1,2021-04-22 17:22:33.665233,2021-04-22 17:22:33.665261
1,2021-04-22 17:22:33.665261,2021-04-22 17:22:33.665289
1,2021-04-22 17:22:33.665289,2021-04-22 17:22:33.665316
1,2021-04-22 17:22:33.665316,2021-04-22 17:22:33.665343
1,2021-04-22 17:22:33.665343,2021-04-22 17:22:33.665403
1,2021-04-22 17:22:33.665403,2021-04-22 17:22:33.665451
1,2021-04-22 17:22:33.665451,2021-04-22 17:22:33.665473
1,2021-04-22 17:22:33.665473,2021-04-22 17:22:33.665491
1,2021-04-22 17:22:33.665491,2021-04-22 17:22:33.665508
1,2021-04-22 17:22:33.665508,2021-04-22 17:22:33.665525
1,2021-04-22 17:22:33.665525,2021-04-22 17:22:33.665542
1,2021-04-22 17:22:33.665542,2021-04-22 17:22:33.665558
1,2021-04-22 17:22:33.665558,2021-04-22 17:22:33.66558
1,2021-04-22 17:22:33.66558,2021-04-22 17:22:33.665606
1,2021-04-22 17:22:33.665606,2021-04-22 17:22:33.665634
1,2021-04-22 17:22:33.665634,2021-04-22 17:22:33.665661
1,2021-04-22 17:22:33.665661,2021-04-22 17:22:33.665687
1,2021-04-22 17:22:33.665687,2021-04-22 17:22:33.665712
