start_times,end_time,time_diff
1619542618.776202,1619542618.782788,0.0065860748291015625
1619542618.782788,1619542618.785455,0.002666950225830078
1619542618.785455,1619542618.788063,0.002608060836791992
1619542618.788063,1619542618.790806,0.0027430057525634766
1619542618.790806,1619542618.792951,0.002145051956176758
1619542618.792951,1619542618.794907,0.0019559860229492188
1619542618.794907,1619542618.796771,0.0018639564514160156
1619542618.796771,1619542618.798506,0.0017349720001220703
1619542618.798506,1619542618.800173,0.001667022705078125
1619542618.800173,1619542618.801837,0.0016639232635498047
1619542618.801837,1619542618.803839,0.0020020008087158203
1619542618.803839,1619542618.80617,0.0023310184478759766
1619542618.80617,1619542618.808688,0.0025179386138916016
1619542618.808688,1619542618.810995,0.0023071765899658203
1619542618.810995,1619542618.812711,0.0017158985137939453
1619542618.812711,1619542618.814316,0.0016050338745117188
1619542618.814316,1619542618.815887,0.0015709400177001953
1619542618.815887,1619542618.817453,0.0015659332275390625
1619542618.817453,1619542618.819013,0.001560211181640625
1619542618.819013,1619542618.820566,0.0015528202056884766
1619542618.820566,1619542618.822265,0.0016989707946777344
1619542618.822265,1619542618.823883,0.0016181468963623047
1619542618.823883,1619542618.825474,0.0015909671783447266
1619542618.825474,1619542618.827032,0.001558065414428711
1619542618.827032,1619542618.828595,0.0015628337860107422
1619542618.828595,1619542618.830201,0.001605987548828125
1619542618.830201,1619542618.831782,0.0015811920166015625
1619542618.831782,1619542618.833346,0.0015637874603271484
1619542618.833346,1619542618.834908,0.0015621185302734375
1619542618.834908,1619542618.83647,0.001561880111694336
1619542618.83647,1619542618.838042,0.0015721321105957031
1619542618.838042,1619542618.839674,0.0016319751739501953
1619542618.839674,1619542618.841275,0.0016009807586669922
1619542618.841275,1619542618.842854,0.0015790462493896484
1619542618.842854,1619542618.84441,0.0015559196472167969
1619542618.84441,1619542618.846239,0.0018291473388671875
1619542618.846239,1619542618.848045,0.001806020736694336
1619542618.848045,1619542618.849776,0.0017309188842773438
1619542618.849776,1619542618.851382,0.001605987548828125
1619542618.851382,1619542618.852937,0.0015549659729003906
1619542618.852937,1619542618.8547,0.0017631053924560547
1619542618.8547,1619542618.85673,0.002029895782470703
1619542618.85673,1619542618.85849,0.0017600059509277344
1619542618.85849,1619542618.86019,0.0016999244689941406
1619542618.86019,1619542618.86184,0.001650094985961914
1619542618.86184,1619542618.863559,0.0017189979553222656
1619542618.863559,1619542618.865196,0.0016369819641113281
1619542618.865196,1619542618.86678,0.0015840530395507812
1619542618.86678,1619542618.868356,0.0015759468078613281
1619542618.868356,1619542618.869947,0.0015909671783447266
1619542618.869947,1619542618.871556,0.0016090869903564453
1619542618.871556,1619542618.873189,0.0016329288482666016
1619542618.873189,1619542618.87479,0.0016009807586669922
1619542618.87479,1619542618.876377,0.0015871524810791016
1619542618.876377,1619542618.878089,0.0017118453979492188
1619542618.878089,1619542618.879948,0.0018589496612548828
1619542618.879948,1619542618.882489,0.002541065216064453
1619542618.882489,1619542618.884443,0.0019540786743164062
1619542618.884443,1619542618.886249,0.001806020736694336
1619542618.886249,1619542618.888574,0.002324819564819336
1619542618.888574,1619542618.890542,0.0019681453704833984
1619542618.890542,1619542618.892445,0.0019030570983886719
1619542618.892445,1619542618.894186,0.0017409324645996094
1619542618.894186,1619542618.895862,0.0016760826110839844
1619542618.895862,1619542618.89747,0.0016078948974609375
1619542618.89747,1619542618.899102,0.0016319751739501953
1619542618.899102,1619542618.90067,0.0015680789947509766
1619542618.90067,1619542618.902224,0.0015540122985839844
1619542618.902224,1619542618.903817,0.001592874526977539
1619542618.903817,1619542618.905451,0.0016341209411621094
1619542618.905451,1619542618.907071,0.0016200542449951172
1619542618.907071,1619542618.908687,0.0016160011291503906
1619542618.908687,1619542618.910283,0.0015959739685058594
1619542618.910283,1619542618.911859,0.0015759468078613281
1619542618.911859,1619542618.913483,0.0016238689422607422
1619542618.913483,1619542618.915068,0.0015850067138671875
1619542618.915068,1619542618.916645,0.001577138900756836
1619542618.916645,1619542618.918272,0.0016269683837890625
1619542618.918272,1619542618.919873,0.0016009807586669922
1619542618.919873,1619542618.921456,0.001583099365234375
1619542618.921456,1619542618.923237,0.0017809867858886719
1619542618.923237,1619542618.924922,0.0016849040985107422
1619542618.924922,1619542618.926527,0.0016050338745117188
1619542618.926527,1619542618.928106,0.0015790462493896484
1619542618.928106,1619542618.929736,0.0016298294067382812
1619542618.929736,1619542618.931327,0.0015912055969238281
1619542618.931327,1619542618.932921,0.0015938282012939453
1619542618.932921,1619542618.934482,0.0015611648559570312
1619542618.934482,1619542618.936042,0.0015599727630615234
1619542618.936042,1619542618.937658,0.0016160011291503906
1619542618.937658,1619542618.939421,0.0017628669738769531
1619542618.939421,1619542618.941038,0.0016169548034667969
1619542618.941038,1619542618.942618,0.0015799999237060547
1619542618.942618,1619542618.94419,0.0015721321105957031
1619542618.94419,1619542618.945752,0.001561880111694336
1619542618.945752,1619542618.947378,0.0016260147094726562
1619542618.947378,1619542618.949166,0.0017881393432617188
1619542618.949166,1619542618.950887,0.0017209053039550781
1619542618.950887,1619542618.952571,0.001683950424194336
1619542618.952571,1619542618.954146,0.0015749931335449219
1619542618.954146,1619542618.955821,0.0016751289367675781
1619542618.955821,1619542618.957407,0.0015859603881835938
1619542618.957407,1619542618.958982,0.0015749931335449219
1619542618.958982,1619542618.960559,0.0015769004821777344
1619542618.960559,1619542618.962147,0.0015881061553955078
1619542618.962147,1619542618.963835,0.0016880035400390625
