writer_id,start_times,end_time,time_diff,
1,19.681964,19.695371,0.013407,
1,19.681964,19.695383,0.013419,
1,19.681964,19.695395,0.013431,
1,19.681964,19.695407,0.013443,
1,19.681964,19.695419,0.013455,
1,19.681964,19.695466,0.013502,
1,19.681964,19.695483,0.013519,
1,19.681964,19.695495,0.013531,
1,19.681964,19.695507,0.013543,
1,19.681964,19.695519,0.013555,
1,19.681964,19.695531,0.013567,
1,19.681964,19.695543,0.013579,
1,19.681964,19.695554,0.01359,
1,19.681964,19.695566,0.013602,
1,19.681964,19.695578,0.013614,
1,19.681964,19.695602,0.013638,
1,19.681964,19.695614,0.01365,
1,19.681964,19.695626,0.013662,
1,19.681964,19.695638,0.013674,
1,19.681964,19.695661,0.013697,
1,19.681964,19.695673,0.013709,
1,19.681964,19.695685,0.013721,
1,19.681964,19.695701,0.013737,
1,19.681964,19.695713,0.013749,
1,19.681964,19.695725,0.013761,
1,19.681964,19.695737,0.013773,
1,19.681964,19.695749,0.013785,
1,19.681964,19.695761,0.013797,
1,19.681964,19.695773,0.013809,
1,19.681964,19.695785,0.013821,
1,19.681964,19.695797,0.013833,
1,19.681964,19.695809,0.013845,
1,19.681964,19.695821,0.013857,
1,19.681964,19.695833,0.013869,
1,19.681964,19.695845,0.013881,
1,19.681964,19.695858,0.013894,
1,19.681964,19.695869,0.013905,
1,19.681964,19.695881,0.013917,
1,19.681964,19.695893,0.013929,
1,19.681964,19.695908,0.013944,
1,19.681964,19.695932,0.013968,
1,19.681964,19.695944,0.01398,
1,19.681964,19.696016,0.014052,
1,19.681964,19.696042,0.014078,
1,19.681964,19.696056,0.014092,
1,19.681964,19.696069,0.014105,
1,19.681964,19.696081,0.014117,
1,19.681964,19.696093,0.014129,
1,19.681964,19.696105,0.014141,
1,19.681964,19.696117,0.014153,
1,19.681964,19.696129,0.014165,
1,19.681964,19.696141,0.014177,
1,19.681964,19.696153,0.014189,
1,19.681964,19.696165,0.014201,
1,19.681964,19.696178,0.014214,
1,19.681964,19.696189,0.014225,
1,19.681964,19.696209,0.014245,
1,19.681964,19.696221,0.014257,
1,19.681964,19.696233,0.014269,
1,19.681964,19.696246,0.014282,
1,19.681964,19.696258,0.014294,
1,19.681964,19.696269,0.014305,
1,19.681964,19.696281,0.014317,
1,19.681964,19.696293,0.014329,
1,19.681964,19.696305,0.014341,
1,19.681964,19.696318,0.014354,
1,19.681964,19.696329,0.014365,
1,19.681964,19.696342,0.014378,
1,19.681964,19.696354,0.01439,
1,19.681964,19.696366,0.014402,
1,19.681964,19.696378,0.014414,
1,19.681964,19.696389,0.014425,
1,19.681964,19.696401,0.014437,
1,19.681964,19.696417,0.014453,
1,19.681964,19.696429,0.014465,
1,19.681964,19.696441,0.014477,
1,19.681964,19.696453,0.014489,
1,19.681964,19.696466,0.014502,
1,19.681964,19.696478,0.014514,
1,19.681964,19.696489,0.014525,
1,19.681964,19.696519,0.014555,
1,19.681964,19.696535,0.014571,
1,19.681964,19.696598,0.014634,
1,19.681964,19.696614,0.01465,
1,19.681964,19.696631,0.014667,
1,19.681964,19.696643,0.014679,
1,19.681964,19.696655,0.014691,
1,19.681964,19.696667,0.014703,
1,19.681964,19.696679,0.014715,
1,19.681964,19.696691,0.014727,
1,19.681964,19.696707,0.014743,
1,19.681964,19.696726,0.014762,
1,19.681964,19.696738,0.014774,
1,19.681964,19.696762,0.014798,
1,19.681964,19.696777,0.014813,
1,19.681964,19.696802,0.014838,
1,19.681964,19.696814,0.01485,
1,19.681964,19.696826,0.014862,
1,19.681964,19.696842,0.014878,
1,19.681964,19.696859,0.014895,
1,19.681964,19.696876,0.014912,
1,19.681964,19.696892,0.014928,
1,19.681964,19.696922,0.014958,
1,19.681964,19.696952,0.014988,
1,19.681964,19.696964,0.015,
1,19.681964,19.696977,0.015013,
1,19.681964,19.696993,0.015029,
1,19.681964,19.697006,0.015042,
1,19.681964,19.697018,0.015054,
1,19.681964,19.697042,0.015078,
1,19.681964,19.697054,0.01509,
1,19.681964,19.697066,0.015102,
1,19.681964,19.697078,0.015114,
1,19.681964,19.697102,0.015138,
1,19.681964,19.697114,0.01515,
1,19.681964,19.697126,0.015162,
1,19.681964,19.697137,0.015173,
1,19.681964,19.697193,0.015229,
1,19.681964,19.697205,0.015241,
1,19.681964,19.697217,0.015253,
1,19.681964,19.697234,0.01527,
1,19.681964,19.697246,0.015282,
1,19.681964,19.697258,0.015294,
1,19.681964,19.697282,0.015318,
1,19.681964,19.697295,0.015331,
1,19.681964,19.697306,0.015342,
1,19.681964,19.697318,0.015354,
1,19.681964,19.697342,0.015378,
1,19.681964,19.697354,0.01539,
1,19.681964,19.697366,0.015402,
1,19.681964,19.697377,0.015413,
1,19.681964,19.697389,0.015425,
1,19.681964,19.697401,0.015437,
1,19.681964,19.697413,0.015449,
1,19.681964,19.697425,0.015461,
1,19.681964,19.697437,0.015473,
1,19.681964,19.697451,0.015487,
1,19.681964,19.697463,0.015499,
1,19.681964,19.697475,0.015511,
1,19.681964,19.697488,0.015524,
1,19.681964,19.697499,0.015535,
1,19.681964,19.697511,0.015547,
1,19.681964,19.697523,0.015559,
1,19.681964,19.697534,0.01557,
1,19.681964,19.697547,0.015583,
1,19.681964,19.697558,0.015594,
1,19.681964,19.697582,0.015618,
1,19.681964,19.697594,0.01563,
1,19.681964,19.697605,0.015641,
1,19.681964,19.697617,0.015653,
1,19.681964,19.697629,0.015665,
1,19.681964,19.697641,0.015677,
1,19.681964,19.697655,0.015691,
1,19.681964,19.697703,0.015739,
1,19.681964,19.697715,0.015751,
1,19.681964,19.697727,0.015763,
1,19.681964,19.697739,0.015775,
1,19.681964,19.697751,0.015787,
1,19.681964,19.697764,0.0158,
1,19.681964,19.697775,0.015811,
1,19.681964,19.697787,0.015823,
1,19.681964,19.697799,0.015835,
1,19.681964,19.697811,0.015847,
1,19.681964,19.697823,0.015859,
1,19.681964,19.697835,0.015871,
1,19.681964,19.697846,0.015882,
1,19.681964,19.697858,0.015894,
1,19.681964,19.697882,0.015918,
1,19.681964,19.697896,0.015932,
1,19.681964,19.697908,0.015944,
1,19.681964,19.697932,0.015968,
1,19.681964,19.697943,0.015979,
1,19.681964,19.697956,0.015992,
1,19.681964,19.697968,0.016004,
1,19.681964,19.697979,0.016015,
1,19.681964,19.697991,0.016027,
1,19.681964,19.698003,0.016039,
1,19.681964,19.698015,0.016051,
1,19.681964,19.698027,0.016063,
1,19.681964,19.698039,0.016075,
1,19.681964,19.698051,0.016087,
1,19.681964,19.698063,0.016099,
1,19.681964,19.698075,0.016111,
1,19.681964,19.698087,0.016123,
1,19.681964,19.698099,0.016135,
1,19.681964,19.698114,0.01615,
1,19.681964,19.698126,0.016162,
1,19.681964,19.698138,0.016174,
1,19.681964,19.698162,0.016198,
1,19.681964,19.698194,0.01623,
1,19.681964,19.698206,0.016242,
1,19.681964,19.698219,0.016255,
1,19.681964,19.698231,0.016267,
1,19.681964,19.698243,0.016279,
1,19.681964,19.698255,0.016291,
1,19.681964,19.698267,0.016303,
1,19.681964,19.698279,0.016315,
1,19.681964,19.698291,0.016327,
1,19.681964,19.698303,0.016339,
1,19.681964,19.698314,0.01635,
1,19.681964,19.698326,0.016362,
1,19.681964,19.698341,0.016377,
1,19.681964,19.698353,0.016389,
1,19.681964,19.698365,0.016401,
1,19.681964,19.698377,0.016413,
1,19.681964,19.698402,0.016438,
1,19.681964,19.698414,0.01645,
1,19.681964,19.698426,0.016462,
1,19.681964,19.698437,0.016473,
1,19.681964,19.698449,0.016485,
1,19.681964,19.698461,0.016497,
1,19.681964,19.698473,0.016509,
1,19.681964,19.698485,0.016521,
1,19.681964,19.698497,0.016533,
1,19.681964,19.698509,0.016545,
1,19.681964,19.698521,0.016557,
1,19.681964,19.698532,0.016568,
1,19.681964,19.698544,0.01658,
1,19.681964,19.698572,0.016608,
1,19.681964,19.698584,0.01662,
1,19.681964,19.698596,0.016632,
1,19.681964,19.698608,0.016644,
1,19.681964,19.698632,0.016668,
1,19.681964,19.698644,0.01668,
1,19.681964,19.698663,0.016699,
1,19.681964,19.698676,0.016712,
1,19.681964,19.698707,0.016743,
1,19.681964,19.698731,0.016767,
1,19.681964,19.698743,0.016779,
1,19.681964,19.698755,0.016791,
1,19.681964,19.698767,0.016803,
1,19.681964,19.698779,0.016815,
1,19.681964,19.698794,0.01683,
1,19.681964,19.698806,0.016842,
1,19.681964,19.698818,0.016854,
1,19.681964,19.698842,0.016878,
1,19.681964,19.698854,0.01689,
1,19.681964,19.698866,0.016902,
1,19.681964,19.698878,0.016914,
1,19.681964,19.698901,0.016937,
1,19.681964,19.698913,0.016949,
1,19.681964,19.698925,0.016961,
1,19.681964,19.698937,0.016973,
1,19.681964,19.698949,0.016985,
1,19.681964,19.698972,0.017008,
1,19.681964,19.698983,0.017019,
1,19.681964,19.698995,0.017031,
1,19.681964,19.699011,0.017047,
1,19.681964,19.699023,0.017059,
1,19.681964,19.699034,0.01707,
1,19.681964,19.699046,0.017082,
1,19.681964,19.699058,0.017094,
1,19.681964,19.699082,0.017118,
1,19.681964,19.699094,0.01713,
1,19.681964,19.699106,0.017142,
1,19.681964,19.699119,0.017155,
1,19.681964,19.699142,0.017178,
1,19.681964,19.699154,0.01719,
1,19.681964,19.699166,0.017202,
1,19.681964,19.699178,0.017214,
1,19.681964,19.699215,0.017251,
1,19.681964,19.699242,0.017278,
1,19.681964,19.699262,0.017298,
1,19.681964,19.699297,0.017333,
1,19.681964,19.699322,0.017358,
1,19.681964,19.699343,0.017379,
1,19.681964,19.699365,0.017401,
1,19.681964,19.699387,0.017423,
1,19.681964,19.699407,0.017443,
1,19.681964,19.699452,0.017488,
1,19.681964,19.699474,0.01751,
1,19.681964,19.699497,0.017533,
1,19.681964,19.699517,0.017553,
1,19.681964,19.699539,0.017575,
1,19.681964,19.699554,0.01759,
1,19.681964,19.699577,0.017613,
1,19.681964,19.699598,0.017634,
1,19.681964,19.699622,0.017658,
1,19.681964,19.699645,0.017681,
1,19.681964,19.699679,0.017715,
1,19.681964,19.699722,0.017758,
1,19.681964,19.699743,0.017779,
1,19.681964,19.699762,0.017798,
1,19.681964,19.699798,0.017834,
1,19.681964,19.699814,0.01785,
1,19.681964,19.699847,0.017883,
1,19.681964,19.699865,0.017901,
1,19.681964,19.699883,0.017919,
1,19.681964,19.699915,0.017951,
1,19.681964,19.699932,0.017968,
1,19.681964,19.699949,0.017985,
1,19.681964,19.699967,0.018003,
1,19.681964,19.699983,0.018019,
1,19.681964,19.700008,0.018044,
1,19.681964,19.700025,0.018061,
1,19.681964,19.700109,0.018145,
1,19.681964,19.700129,0.018165,
1,19.681964,19.700147,0.018183,
1,19.681964,19.700161,0.018197,
1,19.681964,19.700179,0.018215,
1,19.681964,19.700195,0.018231,
1,19.681964,19.700213,0.018249,
1,19.681964,19.700229,0.018265,
1,19.681964,19.700246,0.018282,
1,19.681964,19.700264,0.0183,
1,19.681964,19.700299,0.018335,
1,19.681964,19.700315,0.018351,
1,19.681964,19.700331,0.018367,
1,19.681964,19.700347,0.018383,
1,19.681964,19.700363,0.018399,
1,19.681964,19.700388,0.018424,
1,19.681964,19.700408,0.018444,
1,19.681964,19.700426,0.018462,
1,19.681964,19.700444,0.01848,
1,19.681964,19.700461,0.018497,
1,19.681964,19.700481,0.018517,
1,19.681964,19.700499,0.018535,
1,19.681964,19.700516,0.018552,
1,19.681964,19.700533,0.018569,
1,19.681964,19.700551,0.018587,
1,19.681964,19.700565,0.018601,
1,19.681964,19.700583,0.018619,
1,19.681964,19.700599,0.018635,
1,19.681964,19.700617,0.018653,
1,19.681964,19.700696,0.018732,
1,19.681964,19.700724,0.01876,
1,19.681964,19.700745,0.018781,
1,19.681964,19.700777,0.018813,
1,19.681964,19.700819,0.018855,
1,19.681964,19.700901,0.018937,
1,19.681964,19.701015,0.019051,
1,19.681964,19.701044,0.01908,
1,19.681964,19.701064,0.0191,
1,19.681964,19.701084,0.01912,
1,19.681964,19.701104,0.01914,
1,19.681964,19.701146,0.019182,
1,19.681964,19.701345,0.019381,
1,19.681964,19.701433,0.019469,
1,19.681964,19.701507,0.019543,
1,19.681964,19.701564,0.0196,
1,19.681964,19.701596,0.019632,
1,19.681964,19.701665,0.019701,
1,19.681964,19.701718,0.019754,
1,19.681964,19.701777,0.019813,
1,19.681964,19.701922,0.019958,
1,19.681964,19.701954,0.01999,
1,19.681964,19.701982,0.020018,
1,19.681964,19.701995,0.020031,
1,19.681964,19.702007,0.020043,
1,19.681964,19.702019,0.020055,
1,19.681964,19.702031,0.020067,
1,19.681964,19.702044,0.02008,
1,19.681964,19.702064,0.0201,
1,19.681964,19.702081,0.020117,
1,19.681964,19.702127,0.020163,
1,19.681964,19.702152,0.020188,
1,19.681964,19.702172,0.020208,
1,19.681964,19.702203,0.020239,
1,19.681964,19.702233,0.020269,
1,19.681964,19.702245,0.020281,
1,19.681964,19.702257,0.020293,
1,19.681964,19.702269,0.020305,
1,19.681964,19.702281,0.020317,
1,19.681964,19.702293,0.020329,
1,19.681964,19.702305,0.020341,
1,19.681964,19.702317,0.020353,
1,19.681964,19.702329,0.020365,
1,19.681964,19.702341,0.020377,
1,19.681964,19.702406,0.020442,
1,19.681964,19.702424,0.02046,
1,19.681964,19.702442,0.020478,
1,19.681964,19.702461,0.020497,
1,19.681964,19.702479,0.020515,
1,19.681964,19.702502,0.020538,
1,19.681964,19.702519,0.020555,
1,19.681964,19.702558,0.020594,
1,19.681964,19.702581,0.020617,
1,19.681964,19.702599,0.020635,
1,19.681964,19.702616,0.020652,
1,19.681964,19.702634,0.02067,
1,19.681964,19.702651,0.020687,
1,19.681964,19.702669,0.020705,
1,19.681964,19.702687,0.020723,
1,19.681964,19.702706,0.020742,
1,19.681964,19.702722,0.020758,
1,19.681964,19.702778,0.020814,
1,19.681964,19.702831,0.020867,
1,19.681964,19.702848,0.020884,
1,19.681964,19.702877,0.020913,
1,19.681964,19.702902,0.020938,
1,19.681964,19.702914,0.02095,
1,19.681964,19.702927,0.020963,
1,19.681964,19.702939,0.020975,
1,19.681964,19.702951,0.020987,
1,19.681964,19.702962,0.020998,
1,19.681964,19.702974,0.02101,
1,19.681964,19.702986,0.021022,
1,19.681964,19.702998,0.021034,
1,19.681964,19.703022,0.021058,
1,19.681964,19.703034,0.02107,
1,19.681964,19.703046,0.021082,
1,19.681964,19.703058,0.021094,
1,19.681964,19.703071,0.021107,
1,19.681964,19.703137,0.021173,
1,19.681964,19.703149,0.021185,
1,19.681964,19.703161,0.021197,
1,19.681964,19.703173,0.021209,
1,19.681964,19.703185,0.021221,
1,19.681964,19.703197,0.021233,
1,19.681964,19.703209,0.021245,
1,19.681964,19.703221,0.021257,
1,19.681964,19.703233,0.021269,
1,19.681964,19.703244,0.02128,
1,19.681964,19.703257,0.021293,
1,19.681964,19.703268,0.021304,
1,19.681964,19.703292,0.021328,
1,19.681964,19.703304,0.02134,
1,19.681964,19.703315,0.021351,
1,19.681964,19.703327,0.021363,
1,19.681964,19.703338,0.021374,
1,19.681964,19.703353,0.021389,
1,19.681964,19.703365,0.021401,
1,19.681964,19.703377,0.021413,
1,19.681964,19.703402,0.021438,
1,19.681964,19.703414,0.02145,
1,19.681964,19.703426,0.021462,
1,19.681964,19.703438,0.021474,
1,19.681964,19.703482,0.021518,
1,19.681964,19.703502,0.021538,
1,19.681964,19.703517,0.021553,
1,19.681964,19.703551,0.021587,
1,19.681964,19.703577,0.021613,
1,19.681964,19.703591,0.021627,
1,19.681964,19.703604,0.02164,
1,19.681964,19.703616,0.021652,
1,19.681964,19.703628,0.021664,
1,19.681964,19.703658,0.021694,
1,19.681964,19.703672,0.021708,
1,19.681964,19.703684,0.02172,
1,19.681964,19.703696,0.021732,
1,19.681964,19.703733,0.021769,
1,19.681964,19.703745,0.021781,
1,19.681964,19.703758,0.021794,
1,19.681964,19.703769,0.021805,
1,19.681964,19.703781,0.021817,
1,19.681964,19.703793,0.021829,
1,19.681964,19.703805,0.021841,
1,19.681964,19.703817,0.021853,
1,19.681964,19.703828,0.021864,
1,19.681964,19.703851,0.021887,
1,19.681964,19.703863,0.021899,
1,19.681964,19.703875,0.021911,
1,19.681964,19.703887,0.021923,
1,19.681964,19.703902,0.021938,
1,19.681964,19.703914,0.02195,
1,19.681964,19.703926,0.021962,
1,19.681964,19.703938,0.021974,
1,19.681964,19.703961,0.021997,
1,19.681964,19.703974,0.02201,
1,19.681964,19.703985,0.022021,
1,19.681964,19.703997,0.022033,
1,19.681964,19.704009,0.022045,
1,19.681964,19.704021,0.022057,
1,19.681964,19.704033,0.022069,
1,19.681964,19.704045,0.022081,
1,19.681964,19.704057,0.022093,
1,19.681964,19.704069,0.022105,
1,19.681964,19.704092,0.022128,
1,19.681964,19.704104,0.02214,
1,19.681964,19.704119,0.022155,
1,19.681964,19.704132,0.022168,
1,19.681964,19.704143,0.022179,
1,19.681964,19.704156,0.022192,
1,19.681964,19.704168,0.022204,
1,19.681964,19.704179,0.022215,
1,19.681964,19.704192,0.022228,
1,19.681964,19.704203,0.022239,
1,19.681964,19.704234,0.02227,
1,19.681964,19.704247,0.022283,
1,19.681964,19.704258,0.022294,
1,19.681964,19.704282,0.022318,
1,19.681964,19.704294,0.02233,
1,19.681964,19.704305,0.022341,
1,19.681964,19.704317,0.022353,
1,19.681964,19.704329,0.022365,
1,19.681964,19.704344,0.02238,
1,19.681964,19.704356,0.022392,
1,19.681964,19.704367,0.022403,
1,19.681964,19.704379,0.022415,
1,19.681964,19.704391,0.022427,
1,19.681964,19.704403,0.022439,
1,19.681964,19.704414,0.02245,
1,19.681964,19.704426,0.022462,
1,19.681964,19.704438,0.022474,
1,19.681964,19.704461,0.022497,
1,19.681964,19.704473,0.022509,
1,19.681964,19.704485,0.022521,
1,19.681964,19.704497,0.022533,
1,19.681964,19.704509,0.022545,
1,19.681964,19.704521,0.022557,
1,19.681964,19.704532,0.022568,
1,19.681964,19.704544,0.02258,
1,19.681964,19.704559,0.022595,
1,19.681964,19.704571,0.022607,
1,19.681964,19.704583,0.022619,
1,19.681964,19.704595,0.022631,
1,19.681964,19.704607,0.022643,
1,19.681964,19.704619,0.022655,
1,19.681964,19.704631,0.022667,
1,19.681964,19.704643,0.022679,
1,19.681964,19.704655,0.022691,
1,19.681964,19.704667,0.022703,
1,19.681964,19.704679,0.022715,
1,19.681964,19.704691,0.022727,
1,19.681964,19.704703,0.022739,
1,19.681964,19.704734,0.02277,
1,19.681964,19.704747,0.022783,
1,19.681964,19.704758,0.022794,
1,19.681964,19.704785,0.022821,
1,19.681964,19.704798,0.022834,
1,19.681964,19.704822,0.022858,
1,19.681964,19.704833,0.022869,
1,19.681964,19.704845,0.022881,
1,19.681964,19.704856,0.022892,
1,19.681964,19.704868,0.022904,
1,19.681964,19.704879,0.022915,
1,19.681964,19.704891,0.022927,
