id,data,writer_id,node_number,start_time,end_time,cum_diff,time_diff
421,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
422,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
423,1,1,1,38:59.4,38:59.4,00:00.0,1.40E-05
424,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
425,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
426,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
427,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
428,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
429,1,1,1,38:59.4,38:59.4,00:00.0,4.40E-05
430,1,1,1,38:59.4,38:59.4,00:00.0,1.40E-05
431,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
432,1,1,1,38:59.4,38:59.4,00:00.0,1.40E-05
433,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
434,1,1,1,38:59.4,38:59.4,00:00.0,1.40E-05
435,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
436,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
437,1,1,1,38:59.4,38:59.4,00:00.0,1.40E-05
438,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
439,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
440,1,1,1,38:59.4,38:59.4,00:00.0,1.40E-05
441,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
442,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
443,1,1,1,38:59.4,38:59.4,00:00.0,1.40E-05
444,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
445,1,1,1,38:59.4,38:59.4,00:00.0,1.80E-05
446,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
447,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
448,1,1,1,38:59.4,38:59.4,00:00.0,1.40E-05
449,1,1,1,38:59.4,38:59.4,00:00.0,1.40E-05
450,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
451,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
452,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
453,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
454,1,1,1,38:59.4,38:59.4,00:00.0,1.40E-05
455,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
456,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
457,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
458,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
459,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
460,1,1,1,38:59.4,38:59.4,00:00.0,1.40E-05
461,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
462,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
463,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
464,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
465,1,1,1,38:59.4,38:59.4,00:00.0,1.40E-05
466,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
467,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
468,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
469,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
470,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
471,1,1,1,38:59.4,38:59.4,00:00.0,1.40E-05
472,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
473,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
474,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
475,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
476,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
477,1,1,1,38:59.4,38:59.4,00:00.0,1.40E-05
478,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
479,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
480,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
481,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
482,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
483,1,1,1,38:59.4,38:59.4,00:00.0,1.40E-05
484,1,1,1,38:59.4,38:59.4,00:00.0,1.60E-05
485,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
486,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
487,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
488,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
489,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
490,1,1,1,38:59.4,38:59.4,00:00.0,1.40E-05
491,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
492,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
493,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
494,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
495,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
496,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
497,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
498,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
499,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
500,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
501,1,1,1,38:59.4,38:59.4,00:00.0,1.40E-05
502,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
503,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
504,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
505,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
506,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
507,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
508,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
509,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
510,1,1,1,38:59.4,38:59.4,00:00.0,1.40E-05
511,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
512,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
513,1,1,1,38:59.4,38:59.4,00:00.0,1.40E-05
514,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
515,1,1,1,38:59.4,38:59.4,00:00.0,3.10E-05
516,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
517,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
518,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
519,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
520,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
521,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
522,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
523,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
524,1,1,1,38:59.4,38:59.4,00:00.0,1.60E-05
525,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
526,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
527,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
528,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
529,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
530,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
531,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
532,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
533,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
534,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
535,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
536,1,1,1,38:59.4,38:59.4,00:00.0,4.00E-05
537,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
538,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
539,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
540,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
541,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
542,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
543,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
544,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
545,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
546,1,1,1,38:59.4,38:59.4,00:00.0,1.80E-05
547,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
548,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
549,1,1,1,38:59.4,38:59.4,00:00.0,1.40E-05
550,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
551,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
552,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
553,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
554,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
555,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
556,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
557,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
558,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
559,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
560,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
561,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
562,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
563,1,1,1,38:59.4,38:59.4,00:00.0,1.60E-05
564,1,1,1,38:59.4,38:59.4,00:00.0,1.40E-05
565,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
566,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
567,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
568,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
569,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
570,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
571,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
572,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
573,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
574,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
575,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
576,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
577,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
578,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
579,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
580,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
581,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
582,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
583,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
584,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
585,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
586,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
587,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
588,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
589,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
590,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
591,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
592,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
593,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
594,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
595,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
596,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
597,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
598,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
599,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
600,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
601,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
602,1,1,1,38:59.4,38:59.4,00:00.0,1.60E-05
603,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
604,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
605,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
606,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
607,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
608,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
609,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
610,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
611,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
612,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
613,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
614,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
615,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
616,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
617,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
618,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
619,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
620,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
621,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
622,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
623,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
624,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
625,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
626,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
627,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
628,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
629,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
630,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
631,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
632,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
633,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
634,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
635,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
636,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
637,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
638,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
639,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
640,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
641,1,1,1,38:59.4,38:59.4,00:00.0,1.60E-05
642,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
643,1,1,1,38:59.4,38:59.4,00:00.0,3.90E-05
644,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
645,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
646,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
647,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
648,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
649,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
650,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
651,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
652,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
653,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
654,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
655,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
656,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
657,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
658,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
659,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
660,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
661,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
662,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
663,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
664,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
665,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
666,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
667,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
668,1,1,1,38:59.4,38:59.4,00:00.0,1.80E-05
669,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
670,1,1,1,38:59.4,38:59.4,00:00.0,1.50E-05
671,1,1,1,38:59.4,38:59.4,00:00.0,1.40E-05
672,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
673,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
674,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
675,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
676,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
677,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
678,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
679,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
680,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
681,1,1,1,38:59.4,38:59.4,00:00.0,1.70E-05
682,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
683,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
684,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
685,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
686,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
687,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
688,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
689,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
690,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
691,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
692,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
693,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
694,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
695,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
696,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
697,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
698,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
699,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
700,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
701,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
702,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
703,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
704,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
705,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
706,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
707,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
708,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
709,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
710,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
711,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
712,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
713,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
714,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
715,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
716,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
717,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
718,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
719,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
720,1,1,1,38:59.4,38:59.4,00:00.0,1.60E-05
721,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
722,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
723,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
724,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
725,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
726,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
727,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
728,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
729,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
730,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
731,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
732,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
733,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
734,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
735,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
736,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
737,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
738,1,1,1,38:59.4,38:59.4,00:00.0,4.50E-05
739,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
740,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
741,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
742,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
743,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
744,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
745,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
746,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
747,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
748,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
749,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
750,1,1,1,38:59.4,38:59.4,00:00.0,4.20E-05
751,1,1,1,38:59.4,38:59.4,00:00.0,1.40E-05
752,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
753,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
754,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
755,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
756,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
757,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
758,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
759,1,1,1,38:59.4,38:59.4,00:00.0,1.70E-05
760,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
761,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
762,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
763,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
764,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
765,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
766,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
767,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
768,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
769,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
770,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
771,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
772,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
773,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
774,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
775,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
776,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
777,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
778,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
779,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
780,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
781,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
782,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
783,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
784,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
785,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
786,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
787,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
788,1,1,1,38:59.4,38:59.4,00:00.0,1.60E-05
789,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
790,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
791,1,1,1,38:59.4,38:59.4,00:00.0,3.20E-05
792,1,1,1,38:59.4,38:59.4,00:00.0,2.90E-05
793,1,1,1,38:59.4,38:59.4,00:00.0,1.60E-05
794,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
795,1,1,1,38:59.4,38:59.4,00:00.0,1.40E-05
796,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
797,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
798,1,1,1,38:59.4,38:59.4,00:00.0,2.00E-05
799,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
800,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
801,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
802,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
803,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
804,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
805,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
806,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
807,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
808,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
809,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
810,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
811,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
812,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
813,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
814,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
815,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
816,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
817,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
818,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
819,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
820,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
821,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
822,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
823,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
824,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
825,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
826,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
827,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
828,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
829,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
830,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
831,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
832,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
833,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
834,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
835,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
836,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
837,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
838,1,1,1,38:59.4,38:59.4,00:00.0,1.80E-05
839,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
840,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
841,1,1,1,38:59.4,38:59.4,00:00.0,1.20E-05
842,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
843,1,1,1,38:59.4,38:59.4,00:00.0,1.30E-05
