8014,1,9,2021-04-24 14:19:11.29341,2021-04-24 14:19:12.16741
8015,1,9,2021-04-24 14:19:11.29342,2021-04-24 14:19:12.17122
8016,1,9,2021-04-24 14:19:11.293431,2021-04-24 14:19:12.191136
8017,1,9,2021-04-24 14:19:11.293441,2021-04-24 14:19:12.195089
8018,1,9,2021-04-24 14:19:11.293452,2021-04-24 14:19:12.199101
8019,1,9,2021-04-24 14:19:11.293462,2021-04-24 14:19:12.208228
8020,1,9,2021-04-24 14:19:11.293473,2021-04-24 14:19:12.212238
8021,1,9,2021-04-24 14:19:11.293484,2021-04-24 14:19:12.236096
8022,1,9,2021-04-24 14:19:11.293494,2021-04-24 14:19:12.240123
8023,1,9,2021-04-24 14:19:11.293504,2021-04-24 14:19:12.24413
8024,1,9,2021-04-24 14:19:11.293514,2021-04-24 14:19:12.258641
8025,1,9,2021-04-24 14:19:11.293525,2021-04-24 14:19:12.262653
8026,1,9,2021-04-24 14:19:11.293536,2021-04-24 14:19:12.286742
8027,1,9,2021-04-24 14:19:11.293546,2021-04-24 14:19:12.290765
8028,1,9,2021-04-24 14:19:11.293556,2021-04-24 14:19:12.294775
8029,1,9,2021-04-24 14:19:11.293566,2021-04-24 14:19:12.312708
8030,1,9,2021-04-24 14:19:11.293577,2021-04-24 14:19:12.31703
8031,1,9,2021-04-24 14:19:11.293587,2021-04-24 14:19:12.335768
8032,1,9,2021-04-24 14:19:11.293598,2021-04-24 14:19:12.339793
8033,1,9,2021-04-24 14:19:11.293608,2021-04-24 14:19:12.343813
8034,1,9,2021-04-24 14:19:11.293619,2021-04-24 14:19:12.358949
8035,1,9,2021-04-24 14:19:11.29363,2021-04-24 14:19:12.363646
8036,1,9,2021-04-24 14:19:11.29364,2021-04-24 14:19:12.390703
8037,1,9,2021-04-24 14:19:11.293651,2021-04-24 14:19:12.394744
8038,1,9,2021-04-24 14:19:11.293661,2021-04-24 14:19:12.39877
8039,1,9,2021-04-24 14:19:11.293672,2021-04-24 14:19:12.414697
8040,1,9,2021-04-24 14:19:11.293682,2021-04-24 14:19:12.418733
8041,1,9,2021-04-24 14:19:11.293693,2021-04-24 14:19:12.4415
8042,1,9,2021-04-24 14:19:11.293703,2021-04-24 14:19:12.44566
8043,1,9,2021-04-24 14:19:11.293714,2021-04-24 14:19:12.449843
8044,1,9,2021-04-24 14:19:11.293724,2021-04-24 14:19:12.469303
8045,1,9,2021-04-24 14:19:11.293735,2021-04-24 14:19:12.473357
8046,1,9,2021-04-24 14:19:11.293745,2021-04-24 14:19:12.49303
8047,1,9,2021-04-24 14:19:11.293755,2021-04-24 14:19:12.498015
8048,1,9,2021-04-24 14:19:11.293765,2021-04-24 14:19:12.502738
8049,1,9,2021-04-24 14:19:11.293776,2021-04-24 14:19:12.519831
8050,1,9,2021-04-24 14:19:11.293786,2021-04-24 14:19:12.524253
8051,1,9,2021-04-24 14:19:11.293797,2021-04-24 14:19:12.540383
8052,1,9,2021-04-24 14:19:11.293807,2021-04-24 14:19:12.544437
8053,1,9,2021-04-24 14:19:11.293817,2021-04-24 14:19:12.548611
8054,1,9,2021-04-24 14:19:11.293828,2021-04-24 14:19:12.552694
8055,1,9,2021-04-24 14:19:11.293838,2021-04-24 14:19:12.556747
8056,1,9,2021-04-24 14:19:11.293849,2021-04-24 14:19:12.577488
8057,1,9,2021-04-24 14:19:11.29386,2021-04-24 14:19:12.581505
8058,1,9,2021-04-24 14:19:11.29387,2021-04-24 14:19:12.595619
8059,1,9,2021-04-24 14:19:11.293881,2021-04-24 14:19:12.6014
8060,1,9,2021-04-24 14:19:11.293895,2021-04-24 14:19:12.605466
8061,1,9,2021-04-24 14:19:11.293906,2021-04-24 14:19:12.624804
8062,1,9,2021-04-24 14:19:11.293916,2021-04-24 14:19:12.62876
8063,1,9,2021-04-24 14:19:11.293927,2021-04-24 14:19:12.657487
8064,1,9,2021-04-24 14:19:11.293937,2021-04-24 14:19:12.661567
8065,1,9,2021-04-24 14:19:11.293948,2021-04-24 14:19:12.66564
8066,1,9,2021-04-24 14:19:11.293958,2021-04-24 14:19:12.680121
8067,1,9,2021-04-24 14:19:11.293969,2021-04-24 14:19:12.703983
8068,1,9,2021-04-24 14:19:11.293979,2021-04-24 14:19:12.708076
8069,1,9,2021-04-24 14:19:11.29399,2021-04-24 14:19:12.722179
8070,1,9,2021-04-24 14:19:11.294,2021-04-24 14:19:12.72628
8071,1,9,2021-04-24 14:19:11.29401,2021-04-24 14:19:12.730364
8072,1,9,2021-04-24 14:19:11.294021,2021-04-24 14:19:12.744473
8073,1,9,2021-04-24 14:19:11.294031,2021-04-24 14:19:12.748549
8074,1,9,2021-04-24 14:19:11.294042,2021-04-24 14:19:12.765171
8075,1,9,2021-04-24 14:19:11.294052,2021-04-24 14:19:12.77018
8076,1,9,2021-04-24 14:19:11.294062,2021-04-24 14:19:12.774272
8077,1,9,2021-04-24 14:19:11.294073,2021-04-24 14:19:12.790702
8078,1,9,2021-04-24 14:19:11.294083,2021-04-24 14:19:12.794788
8079,1,9,2021-04-24 14:19:11.294093,2021-04-24 14:19:12.818788
8080,1,9,2021-04-24 14:19:11.294104,2021-04-24 14:19:12.822892
8081,1,9,2021-04-24 14:19:11.294115,2021-04-24 14:19:12.837003
8082,1,9,2021-04-24 14:19:11.294125,2021-04-24 14:19:12.841106
8083,1,9,2021-04-24 14:19:11.294136,2021-04-24 14:19:12.845225
8084,1,9,2021-04-24 14:19:11.294146,2021-04-24 14:19:12.85951
8085,1,9,2021-04-24 14:19:11.294157,2021-04-24 14:19:12.863623
8086,1,9,2021-04-24 14:19:11.294168,2021-04-24 14:19:12.895254
8087,1,9,2021-04-24 14:19:11.294178,2021-04-24 14:19:12.899359
8088,1,9,2021-04-24 14:19:11.294189,2021-04-24 14:19:12.908653
8089,1,9,2021-04-24 14:19:11.294199,2021-04-24 14:19:12.92279
8090,1,9,2021-04-24 14:19:11.29421,2021-04-24 14:19:12.926886
8091,1,9,2021-04-24 14:19:11.29422,2021-04-24 14:19:12.948498
8092,1,9,2021-04-24 14:19:11.294231,2021-04-24 14:19:12.952795
8093,1,9,2021-04-24 14:19:11.294241,2021-04-24 14:19:12.982039
8094,1,9,2021-04-24 14:19:11.294252,2021-04-24 14:19:13.005426
8095,1,9,2021-04-24 14:19:11.294262,2021-04-24 14:19:13.009567
8096,1,9,2021-04-24 14:19:11.294273,2021-04-24 14:19:13.015718
8097,1,9,2021-04-24 14:19:11.294283,2021-04-24 14:19:13.019861
8098,1,9,2021-04-24 14:19:11.294294,2021-04-24 14:19:13.039577
8099,1,9,2021-04-24 14:19:11.294305,2021-04-24 14:19:13.043723
8100,1,9,2021-04-24 14:19:11.294315,2021-04-24 14:19:13.047861
8101,1,9,2021-04-24 14:19:11.294326,2021-04-24 14:19:13.064261
8102,1,9,2021-04-24 14:19:11.294336,2021-04-24 14:19:13.068432
8103,1,9,2021-04-24 14:19:11.294346,2021-04-24 14:19:13.082629
8104,1,9,2021-04-24 14:19:11.294357,2021-04-24 14:19:13.086783
8105,1,9,2021-04-24 14:19:11.294367,2021-04-24 14:19:13.09093
8106,1,9,2021-04-24 14:19:11.294378,2021-04-24 14:19:13.10849
8107,1,9,2021-04-24 14:19:11.294388,2021-04-24 14:19:13.113919
8108,1,9,2021-04-24 14:19:11.294399,2021-04-24 14:19:13.130055
8109,1,9,2021-04-24 14:19:11.29441,2021-04-24 14:19:13.134205
8110,1,9,2021-04-24 14:19:11.29442,2021-04-24 14:19:13.149137
8111,1,9,2021-04-24 14:19:11.294434,2021-04-24 14:19:13.153301
8112,1,9,2021-04-24 14:19:11.294445,2021-04-24 14:19:13.157462
8113,1,9,2021-04-24 14:19:11.294455,2021-04-24 14:19:13.172399
8114,1,9,2021-04-24 14:19:11.294466,2021-04-24 14:19:13.17656
8115,1,9,2021-04-24 14:19:11.294476,2021-04-24 14:19:13.197409
8116,1,9,2021-04-24 14:19:11.294487,2021-04-24 14:19:13.201564
8117,1,9,2021-04-24 14:19:11.294497,2021-04-24 14:19:13.205736
8118,1,9,2021-04-24 14:19:11.294508,2021-04-24 14:19:13.21991
8119,1,9,2021-04-24 14:19:11.294518,2021-04-24 14:19:13.224079
8120,1,9,2021-04-24 14:19:11.294529,2021-04-24 14:19:13.247141
8121,1,9,2021-04-24 14:19:11.294539,2021-04-24 14:19:13.251922
8122,1,9,2021-04-24 14:19:11.29455,2021-04-24 14:19:13.276131
8123,1,9,2021-04-24 14:19:11.294561,2021-04-24 14:19:13.280448
8124,1,9,2021-04-24 14:19:11.294571,2021-04-24 14:19:13.285223
8125,1,9,2021-04-24 14:19:11.294582,2021-04-24 14:19:13.300131
8126,1,9,2021-04-24 14:19:11.294592,2021-04-24 14:19:13.30427
8127,1,9,2021-04-24 14:19:11.294603,2021-04-24 14:19:13.324859
8128,1,9,2021-04-24 14:19:11.294613,2021-04-24 14:19:13.329042
8129,1,9,2021-04-24 14:19:11.294624,2021-04-24 14:19:13.338743
8130,1,9,2021-04-24 14:19:11.294634,2021-04-24 14:19:13.342937
8131,1,9,2021-04-24 14:19:11.294645,2021-04-24 14:19:13.357137
8132,1,9,2021-04-24 14:19:11.294655,2021-04-24 14:19:13.361326
8133,1,9,2021-04-24 14:19:11.294665,2021-04-24 14:19:13.38
8134,1,9,2021-04-24 14:19:11.294676,2021-04-24 14:19:13.384153
8135,1,9,2021-04-24 14:19:11.294686,2021-04-24 14:19:13.39856
8136,1,9,2021-04-24 14:19:11.294697,2021-04-24 14:19:13.416217
8137,1,9,2021-04-24 14:19:11.294707,2021-04-24 14:19:13.420415
8138,1,9,2021-04-24 14:19:11.294718,2021-04-24 14:19:13.432594
8139,1,9,2021-04-24 14:19:11.294728,2021-04-24 14:19:13.436816
8140,1,9,2021-04-24 14:19:11.294739,2021-04-24 14:19:13.44484
8141,1,9,2021-04-24 14:19:11.29475,2021-04-24 14:19:13.449062
1006,1,2,2021-04-24 14:19:11.216604,2021-04-24 14:19:12.039208
1007,1,2,2021-04-24 14:19:11.216645,2021-04-24 14:19:12.042737
1008,1,2,2021-04-24 14:19:11.216667,2021-04-24 14:19:12.045658
1009,1,2,2021-04-24 14:19:11.216685,2021-04-24 14:19:12.048266
1010,1,2,2021-04-24 14:19:11.216702,2021-04-24 14:19:12.050902
1011,1,2,2021-04-24 14:19:11.216718,2021-04-24 14:19:12.094556
1012,1,2,2021-04-24 14:19:11.216732,2021-04-24 14:19:12.097324
1013,1,2,2021-04-24 14:19:11.216745,2021-04-24 14:19:12.100044
1014,1,2,2021-04-24 14:19:11.216762,2021-04-24 14:19:12.102938
1015,1,2,2021-04-24 14:19:11.216787,2021-04-24 14:19:12.127662
1016,1,2,2021-04-24 14:19:11.216804,2021-04-24 14:19:12.130775
1017,1,2,2021-04-24 14:19:11.21682,2021-04-24 14:19:12.133563
1018,1,2,2021-04-24 14:19:11.216837,2021-04-24 14:19:12.150054
1019,1,2,2021-04-24 14:19:11.21685,2021-04-24 14:19:12.15304
1020,1,2,2021-04-24 14:19:11.216863,2021-04-24 14:19:12.155945
1021,1,2,2021-04-24 14:19:11.216874,2021-04-24 14:19:12.158733
1022,1,2,2021-04-24 14:19:11.216887,2021-04-24 14:19:12.174657
1023,1,2,2021-04-24 14:19:11.216901,2021-04-24 14:19:12.177658
1024,1,2,2021-04-24 14:19:11.216912,2021-04-24 14:19:12.180649
1025,1,2,2021-04-24 14:19:11.216926,2021-04-24 14:19:12.183613
1026,1,2,2021-04-24 14:19:11.21694,2021-04-24 14:19:12.205826
1027,1,2,2021-04-24 14:19:11.216952,2021-04-24 14:19:12.208827
1028,1,2,2021-04-24 14:19:11.216963,2021-04-24 14:19:12.211826
1029,1,2,2021-04-24 14:19:11.216981,2021-04-24 14:19:12.226731
1030,1,2,2021-04-24 14:19:11.216991,2021-04-24 14:19:12.229574
1031,1,2,2021-04-24 14:19:11.217002,2021-04-24 14:19:12.232398
1032,1,2,2021-04-24 14:19:11.217012,2021-04-24 14:19:12.25342
1033,1,2,2021-04-24 14:19:11.217084,2021-04-24 14:19:12.256432
1034,1,2,2021-04-24 14:19:11.217121,2021-04-24 14:19:12.259442
1035,1,2,2021-04-24 14:19:11.217135,2021-04-24 14:19:12.262436
1036,1,2,2021-04-24 14:19:11.217145,2021-04-24 14:19:12.277658
1037,1,2,2021-04-24 14:19:11.217159,2021-04-24 14:19:12.280671
1038,1,2,2021-04-24 14:19:11.217172,2021-04-24 14:19:12.283681
1039,1,2,2021-04-24 14:19:11.217189,2021-04-24 14:19:12.302422
1040,1,2,2021-04-24 14:19:11.217205,2021-04-24 14:19:12.305435
1041,1,2,2021-04-24 14:19:11.217222,2021-04-24 14:19:12.308437
1042,1,2,2021-04-24 14:19:11.217238,2021-04-24 14:19:12.325825
1043,1,2,2021-04-24 14:19:11.217254,2021-04-24 14:19:12.32884
1044,1,2,2021-04-24 14:19:11.217271,2021-04-24 14:19:12.331843
1045,1,2,2021-04-24 14:19:11.217286,2021-04-24 14:19:12.334857
1046,1,2,2021-04-24 14:19:11.217303,2021-04-24 14:19:12.356754
1047,1,2,2021-04-24 14:19:11.217318,2021-04-24 14:19:12.360032
1048,1,2,2021-04-24 14:19:11.217334,2021-04-24 14:19:12.363051
1049,1,2,2021-04-24 14:19:11.217346,2021-04-24 14:19:12.381802
1050,1,2,2021-04-24 14:19:11.217403,2021-04-24 14:19:12.384726
1051,1,2,2021-04-24 14:19:11.217421,2021-04-24 14:19:12.387725
1052,1,2,2021-04-24 14:19:11.217432,2021-04-24 14:19:12.409581
1053,1,2,2021-04-24 14:19:11.217443,2021-04-24 14:19:12.412617
1054,1,2,2021-04-24 14:19:11.217453,2021-04-24 14:19:12.415642
1055,1,2,2021-04-24 14:19:11.217463,2021-04-24 14:19:12.418676
1056,1,2,2021-04-24 14:19:11.217473,2021-04-24 14:19:12.433368
1057,1,2,2021-04-24 14:19:11.217484,2021-04-24 14:19:12.436509
1058,1,2,2021-04-24 14:19:11.217494,2021-04-24 14:19:12.43962
1059,1,2,2021-04-24 14:19:11.217504,2021-04-24 14:19:12.458858
1060,1,2,2021-04-24 14:19:11.217514,2021-04-24 14:19:12.461979
1061,1,2,2021-04-24 14:19:11.217524,2021-04-24 14:19:12.465061
1062,1,2,2021-04-24 14:19:11.217534,2021-04-24 14:19:12.486387
1063,1,2,2021-04-24 14:19:11.217544,2021-04-24 14:19:12.489436
1064,1,2,2021-04-24 14:19:11.217555,2021-04-24 14:19:12.492479
1065,1,2,2021-04-24 14:19:11.217565,2021-04-24 14:19:12.495499
1066,1,2,2021-04-24 14:19:11.21758,2021-04-24 14:19:12.517647
1067,1,2,2021-04-24 14:19:11.21759,2021-04-24 14:19:12.520825
1068,1,2,2021-04-24 14:19:11.2176,2021-04-24 14:19:12.524146
1069,1,2,2021-04-24 14:19:11.21761,2021-04-24 14:19:12.538346
1070,1,2,2021-04-24 14:19:11.217621,2021-04-24 14:19:12.541395
1071,1,2,2021-04-24 14:19:11.217631,2021-04-24 14:19:12.544437
1072,1,2,2021-04-24 14:19:11.217641,2021-04-24 14:19:12.566407
1073,1,2,2021-04-24 14:19:11.217651,2021-04-24 14:19:12.569358
1074,1,2,2021-04-24 14:19:11.217662,2021-04-24 14:19:12.571776
1075,1,2,2021-04-24 14:19:11.217672,2021-04-24 14:19:12.574433
1076,1,2,2021-04-24 14:19:11.217682,2021-04-24 14:19:12.587545
1077,1,2,2021-04-24 14:19:11.217692,2021-04-24 14:19:12.59053
1078,1,2,2021-04-24 14:19:11.217702,2021-04-24 14:19:12.593574
1079,1,2,2021-04-24 14:19:11.217712,2021-04-24 14:19:12.608341
1080,1,2,2021-04-24 14:19:11.217723,2021-04-24 14:19:12.611393
1081,1,2,2021-04-24 14:19:11.217733,2021-04-24 14:19:12.614449
1082,1,2,2021-04-24 14:19:11.217743,2021-04-24 14:19:12.637678
1083,1,2,2021-04-24 14:19:11.217753,2021-04-24 14:19:12.64074
1084,1,2,2021-04-24 14:19:11.217764,2021-04-24 14:19:12.643806
1085,1,2,2021-04-24 14:19:11.217774,2021-04-24 14:19:12.646871
1086,1,2,2021-04-24 14:19:11.217784,2021-04-24 14:19:12.661785
1087,1,2,2021-04-24 14:19:11.217794,2021-04-24 14:19:12.664845
1088,1,2,2021-04-24 14:19:11.217805,2021-04-24 14:19:12.668502
1089,1,2,2021-04-24 14:19:11.217815,2021-04-24 14:19:12.682414
1090,1,2,2021-04-24 14:19:11.217825,2021-04-24 14:19:12.685477
1091,1,2,2021-04-24 14:19:11.217835,2021-04-24 14:19:12.688544
1092,1,2,2021-04-24 14:19:11.217845,2021-04-24 14:19:12.702305
1093,1,2,2021-04-24 14:19:11.217855,2021-04-24 14:19:12.705368
1094,1,2,2021-04-24 14:19:11.217865,2021-04-24 14:19:12.708439
1095,1,2,2021-04-24 14:19:11.217875,2021-04-24 14:19:12.721529
1096,1,2,2021-04-24 14:19:11.217885,2021-04-24 14:19:12.724597
1097,1,2,2021-04-24 14:19:11.217895,2021-04-24 14:19:12.72767
1098,1,2,2021-04-24 14:19:11.217905,2021-04-24 14:19:12.730736
1099,1,2,2021-04-24 14:19:11.217915,2021-04-24 14:19:12.743831
1100,1,2,2021-04-24 14:19:11.217926,2021-04-24 14:19:12.746908
1101,1,2,2021-04-24 14:19:11.217977,2021-04-24 14:19:12.749977
1102,1,2,2021-04-24 14:19:11.217989,2021-04-24 14:19:12.776465
1103,1,2,2021-04-24 14:19:11.217999,2021-04-24 14:19:12.779543
1104,1,2,2021-04-24 14:19:11.218009,2021-04-24 14:19:12.783195
1105,1,2,2021-04-24 14:19:11.21802,2021-04-24 14:19:12.796812
1106,1,2,2021-04-24 14:19:11.21803,2021-04-24 14:19:12.801447
1107,1,2,2021-04-24 14:19:11.21804,2021-04-24 14:19:12.804527
1108,1,2,2021-04-24 14:19:11.21805,2021-04-24 14:19:12.80763
1109,1,2,2021-04-24 14:19:11.21806,2021-04-24 14:19:12.831144
1110,1,2,2021-04-24 14:19:11.21807,2021-04-24 14:19:12.834427
1111,1,2,2021-04-24 14:19:11.218081,2021-04-24 14:19:12.837534
1112,1,2,2021-04-24 14:19:11.218091,2021-04-24 14:19:12.858563
1113,1,2,2021-04-24 14:19:11.218101,2021-04-24 14:19:12.861649
1114,1,2,2021-04-24 14:19:11.218111,2021-04-24 14:19:12.864735
1115,1,2,2021-04-24 14:19:11.218121,2021-04-24 14:19:12.878572
1116,1,2,2021-04-24 14:19:11.218131,2021-04-24 14:19:12.881835
1117,1,2,2021-04-24 14:19:11.218145,2021-04-24 14:19:12.884918
1118,1,2,2021-04-24 14:19:11.218155,2021-04-24 14:19:12.900311
1119,1,2,2021-04-24 14:19:11.218165,2021-04-24 14:19:12.903342
1120,1,2,2021-04-24 14:19:11.218175,2021-04-24 14:19:12.906431
1121,1,2,2021-04-24 14:19:11.218185,2021-04-24 14:19:12.909526
1122,1,2,2021-04-24 14:19:11.218195,2021-04-24 14:19:12.922471
1123,1,2,2021-04-24 14:19:11.218206,2021-04-24 14:19:12.925601
1124,1,2,2021-04-24 14:19:11.218216,2021-04-24 14:19:12.928703
1125,1,2,2021-04-24 14:19:11.218226,2021-04-24 14:19:12.944036
1126,1,2,2021-04-24 14:19:11.218236,2021-04-24 14:19:12.947132
1127,1,2,2021-04-24 14:19:11.218247,2021-04-24 14:19:12.950236
1128,1,2,2021-04-24 14:19:11.218257,2021-04-24 14:19:12.956449
1129,1,2,2021-04-24 14:19:11.218267,2021-04-24 14:19:12.959557
1130,1,2,2021-04-24 14:19:11.218277,2021-04-24 14:19:12.963368
1131,1,2,2021-04-24 14:19:11.218288,2021-04-24 14:19:12.979796
1132,1,2,2021-04-24 14:19:11.218298,2021-04-24 14:19:12.993217
1133,1,2,2021-04-24 14:19:11.218309,2021-04-24 14:19:12.996495
1134,1,2,2021-04-24 14:19:11.218319,2021-04-24 14:19:12.999774
1135,1,2,2021-04-24 14:19:11.218329,2021-04-24 14:19:13.024857
1136,1,2,2021-04-24 14:19:11.218339,2021-04-24 14:19:13.028588
1137,1,2,2021-04-24 14:19:11.218349,2021-04-24 14:19:13.032022
1138,1,2,2021-04-24 14:19:11.218359,2021-04-24 14:19:13.035496
1139,1,2,2021-04-24 14:19:11.21837,2021-04-24 14:19:13.048565
1140,1,2,2021-04-24 14:19:11.21838,2021-04-24 14:19:13.053404
1141,1,2,2021-04-24 14:19:11.21839,2021-04-24 14:19:13.056527
7005,1,8,2021-04-24 14:19:11.28194,2021-04-24 14:19:12.040304
7006,1,8,2021-04-24 14:19:11.281951,2021-04-24 14:19:12.043771
7007,1,8,2021-04-24 14:19:11.281961,2021-04-24 14:19:12.04719
7008,1,8,2021-04-24 14:19:11.282023,2021-04-24 14:19:12.051694
7009,1,8,2021-04-24 14:19:11.28204,2021-04-24 14:19:12.055388
7010,1,8,2021-04-24 14:19:11.282071,2021-04-24 14:19:12.104781
7011,1,8,2021-04-24 14:19:11.282095,2021-04-24 14:19:12.108715
7012,1,8,2021-04-24 14:19:11.282109,2021-04-24 14:19:12.118425
7013,1,8,2021-04-24 14:19:11.282121,2021-04-24 14:19:12.122342
7014,1,8,2021-04-24 14:19:11.282133,2021-04-24 14:19:12.126215
7015,1,8,2021-04-24 14:19:11.282274,2021-04-24 14:19:12.146847
7016,1,8,2021-04-24 14:19:11.282331,2021-04-24 14:19:12.151982
7017,1,8,2021-04-24 14:19:11.282357,2021-04-24 14:19:12.173202
7018,1,8,2021-04-24 14:19:11.282373,2021-04-24 14:19:12.177066
7019,1,8,2021-04-24 14:19:11.28239,2021-04-24 14:19:12.181579
7020,1,8,2021-04-24 14:19:11.282407,2021-04-24 14:19:12.195857
7021,1,8,2021-04-24 14:19:11.282423,2021-04-24 14:19:12.200341
7022,1,8,2021-04-24 14:19:11.28244,2021-04-24 14:19:12.204276
7023,1,8,2021-04-24 14:19:11.282457,2021-04-24 14:19:12.229761
7024,1,8,2021-04-24 14:19:11.282472,2021-04-24 14:19:12.248549
7025,1,8,2021-04-24 14:19:11.282483,2021-04-24 14:19:12.252414
7026,1,8,2021-04-24 14:19:11.282493,2021-04-24 14:19:12.266821
7027,1,8,2021-04-24 14:19:11.282537,2021-04-24 14:19:12.270689
7028,1,8,2021-04-24 14:19:11.282554,2021-04-24 14:19:12.274553
7029,1,8,2021-04-24 14:19:11.282568,2021-04-24 14:19:12.298708
7030,1,8,2021-04-24 14:19:11.282585,2021-04-24 14:19:12.302547
7031,1,8,2021-04-24 14:19:11.282602,2021-04-24 14:19:12.322315
7032,1,8,2021-04-24 14:19:11.282638,2021-04-24 14:19:12.326209
7033,1,8,2021-04-24 14:19:11.282652,2021-04-24 14:19:12.330096
7034,1,8,2021-04-24 14:19:11.282663,2021-04-24 14:19:12.347915
7035,1,8,2021-04-24 14:19:11.28269,2021-04-24 14:19:12.351807
7036,1,8,2021-04-24 14:19:11.282718,2021-04-24 14:19:12.370389
7037,1,8,2021-04-24 14:19:11.282735,2021-04-24 14:19:12.374292
7038,1,8,2021-04-24 14:19:11.282747,2021-04-24 14:19:12.378183
7039,1,8,2021-04-24 14:19:11.282767,2021-04-24 14:19:12.40312
7040,1,8,2021-04-24 14:19:11.282783,2021-04-24 14:19:12.407018
7041,1,8,2021-04-24 14:19:11.282798,2021-04-24 14:19:12.410911
7042,1,8,2021-04-24 14:19:11.282815,2021-04-24 14:19:12.433018
7043,1,8,2021-04-24 14:19:11.282831,2021-04-24 14:19:12.437366
7044,1,8,2021-04-24 14:19:11.282847,2021-04-24 14:19:12.472663
7045,1,8,2021-04-24 14:19:11.282864,2021-04-24 14:19:12.485277
7046,1,8,2021-04-24 14:19:11.282881,2021-04-24 14:19:12.48918
7047,1,8,2021-04-24 14:19:11.282899,2021-04-24 14:19:12.497421
7048,1,8,2021-04-24 14:19:11.282912,2021-04-24 14:19:12.501212
7049,1,8,2021-04-24 14:19:11.282923,2021-04-24 14:19:12.505126
7050,1,8,2021-04-24 14:19:11.282934,2021-04-24 14:19:12.528567
