Row number,Reader number,Writer number,start_time,end_time
1612,22,17,2021-04-22 13:18:49.855362,2021-04-22 13:18:56.817411
1612,23,17,2021-04-22 13:18:49.880651,2021-04-22 13:18:56.817644
1613,24,17,2021-04-22 13:18:49.806231,2021-04-22 13:18:56.823139
1613,25,17,2021-04-22 13:18:49.831282,2021-04-22 13:18:56.823312
1613,1,17,2021-04-22 13:18:49.855371,2021-04-22 13:18:56.823476
1613,2,17,2021-04-22 13:18:49.88066,2021-04-22 13:18:56.823642
1614,3,17,2021-04-22 13:18:49.806241,2021-04-22 13:18:56.828587
1614,4,17,2021-04-22 13:18:49.831291,2021-04-22 13:18:56.828772
1614,5,17,2021-04-22 13:18:49.855383,2021-04-22 13:18:56.82894
1614,6,17,2021-04-22 13:18:49.880669,2021-04-22 13:18:56.829114
1615,7,17,2021-04-22 13:18:49.80625,2021-04-22 13:18:56.833699
1615,8,17,2021-04-22 13:18:49.831301,2021-04-22 13:18:56.833853
1615,9,17,2021-04-22 13:18:49.855397,2021-04-22 13:18:56.833992
1615,10,17,2021-04-22 13:18:49.880679,2021-04-22 13:18:56.834128
1616,11,17,2021-04-22 13:18:49.806262,2021-04-22 13:18:56.838383
1616,12,17,2021-04-22 13:18:49.83131,2021-04-22 13:18:56.838517
1616,13,17,2021-04-22 13:18:49.855408,2021-04-22 13:18:56.838649
1616,14,17,2021-04-22 13:18:49.880688,2021-04-22 13:18:56.838782
1617,15,17,2021-04-22 13:18:49.806272,2021-04-22 13:18:56.842905
1617,16,17,2021-04-22 13:18:49.831319,2021-04-22 13:18:56.843036
1617,17,17,2021-04-22 13:18:49.855417,2021-04-22 13:18:56.843163
1617,18,17,2021-04-22 13:18:49.880698,2021-04-22 13:18:56.843292
1618,19,17,2021-04-22 13:18:49.806282,2021-04-22 13:18:56.847567
1618,20,17,2021-04-22 13:18:49.831329,2021-04-22 13:18:56.84771
1618,21,17,2021-04-22 13:18:49.855426,2021-04-22 13:18:56.847846
1618,22,17,2021-04-22 13:18:49.880707,2021-04-22 13:18:56.847991
1619,23,17,2021-04-22 13:18:49.806292,2021-04-22 13:18:56.852161
1619,24,17,2021-04-22 13:18:49.831338,2021-04-22 13:18:56.852296
1619,25,17,2021-04-22 13:18:49.855436,2021-04-22 13:18:56.852424
1619,1,17,2021-04-22 13:18:49.880716,2021-04-22 13:18:56.852553
1620,2,17,2021-04-22 13:18:49.806308,2021-04-22 13:18:56.85675
1620,3,17,2021-04-22 13:18:49.831347,2021-04-22 13:18:56.856883
1620,4,17,2021-04-22 13:18:49.855446,2021-04-22 13:18:56.857011
1620,5,17,2021-04-22 13:18:49.880725,2021-04-22 13:18:56.857141
1621,6,17,2021-04-22 13:18:49.806319,2021-04-22 13:18:56.861368
1621,7,17,2021-04-22 13:18:49.831356,2021-04-22 13:18:56.861509
1621,8,17,2021-04-22 13:18:49.855457,2021-04-22 13:18:56.861643
1621,9,17,2021-04-22 13:18:49.880735,2021-04-22 13:18:56.861779
1622,10,17,2021-04-22 13:18:49.806371,2021-04-22 13:18:56.865994
1622,11,17,2021-04-22 13:18:49.831366,2021-04-22 13:18:56.866135
1622,12,17,2021-04-22 13:18:49.855469,2021-04-22 13:18:56.866266
1622,13,17,2021-04-22 13:18:49.880744,2021-04-22 13:18:56.866396
1623,14,17,2021-04-22 13:18:49.806384,2021-04-22 13:18:56.87055
1623,15,17,2021-04-22 13:18:49.831377,2021-04-22 13:18:56.87068
1623,16,17,2021-04-22 13:18:49.855478,2021-04-22 13:18:56.870809
1623,17,17,2021-04-22 13:18:49.880753,2021-04-22 13:18:56.870936
1624,18,17,2021-04-22 13:18:49.806394,2021-04-22 13:18:56.875141
1624,19,17,2021-04-22 13:18:49.831387,2021-04-22 13:18:56.875283
1624,20,17,2021-04-22 13:18:49.855488,2021-04-22 13:18:56.875419
1624,21,17,2021-04-22 13:18:49.880763,2021-04-22 13:18:56.875554
1625,22,17,2021-04-22 13:18:49.806405,2021-04-22 13:18:56.879773
1625,23,17,2021-04-22 13:18:49.831396,2021-04-22 13:18:56.879939
1625,24,17,2021-04-22 13:18:49.855501,2021-04-22 13:18:56.880082
1625,25,17,2021-04-22 13:18:49.880772,2021-04-22 13:18:56.880229
1626,1,17,2021-04-22 13:18:49.806415,2021-04-22 13:18:56.884412
1626,2,17,2021-04-22 13:18:49.831405,2021-04-22 13:18:56.884549
1626,3,17,2021-04-22 13:18:49.855511,2021-04-22 13:18:56.884681
1626,4,17,2021-04-22 13:18:49.880782,2021-04-22 13:18:56.884866
1627,5,17,2021-04-22 13:18:49.806425,2021-04-22 13:18:56.88906
1627,6,17,2021-04-22 13:18:49.831414,2021-04-22 13:18:56.889191
1627,7,17,2021-04-22 13:18:49.855566,2021-04-22 13:18:56.889325
1627,8,17,2021-04-22 13:18:49.880791,2021-04-22 13:18:56.889455
1628,9,17,2021-04-22 13:18:49.806435,2021-04-22 13:18:56.893593
1628,10,17,2021-04-22 13:18:49.831423,2021-04-22 13:18:56.893723
1628,11,17,2021-04-22 13:18:49.855577,2021-04-22 13:18:56.893852
1628,12,17,2021-04-22 13:18:49.880803,2021-04-22 13:18:56.893984
1629,13,17,2021-04-22 13:18:49.806446,2021-04-22 13:18:56.898215
1629,14,17,2021-04-22 13:18:49.831433,2021-04-22 13:18:56.898353
1629,15,17,2021-04-22 13:18:49.855587,2021-04-22 13:18:56.898486
1629,16,17,2021-04-22 13:18:49.880813,2021-04-22 13:18:56.898617
1630,17,17,2021-04-22 13:18:49.806456,2021-04-22 13:18:56.902769
1630,18,17,2021-04-22 13:18:49.831442,2021-04-22 13:18:56.902899
1630,19,17,2021-04-22 13:18:49.855599,2021-04-22 13:18:56.903028
1630,20,17,2021-04-22 13:18:49.880822,2021-04-22 13:18:56.903156
1631,21,17,2021-04-22 13:18:49.806466,2021-04-22 13:18:56.907417
1631,22,17,2021-04-22 13:18:49.831451,2021-04-22 13:18:56.907554
1631,23,17,2021-04-22 13:18:49.855615,2021-04-22 13:18:56.90769
1631,24,17,2021-04-22 13:18:49.880831,2021-04-22 13:18:56.907825
1632,25,17,2021-04-22 13:18:49.806478,2021-04-22 13:18:56.912074
1632,1,17,2021-04-22 13:18:49.831461,2021-04-22 13:18:56.912227
1632,2,17,2021-04-22 13:18:49.855626,2021-04-22 13:18:56.912382
1632,3,17,2021-04-22 13:18:49.880841,2021-04-22 13:18:56.912525
1633,4,17,2021-04-22 13:18:49.806487,2021-04-22 13:18:56.91689
1633,5,17,2021-04-22 13:18:49.83147,2021-04-22 13:18:56.917036
1633,6,17,2021-04-22 13:18:49.855639,2021-04-22 13:18:56.917178
1633,7,17,2021-04-22 13:18:49.880851,2021-04-22 13:18:56.917316
1634,8,17,2021-04-22 13:18:49.806497,2021-04-22 13:18:56.921622
1634,9,17,2021-04-22 13:18:49.831479,2021-04-22 13:18:56.921805
1634,10,17,2021-04-22 13:18:49.85565,2021-04-22 13:18:56.921949
1634,11,17,2021-04-22 13:18:49.88086,2021-04-22 13:18:56.922099
1635,12,17,2021-04-22 13:18:49.806509,2021-04-22 13:18:56.927198
1635,13,17,2021-04-22 13:18:49.831488,2021-04-22 13:18:56.927395
1635,14,17,2021-04-22 13:18:49.855659,2021-04-22 13:18:56.927564
1635,15,17,2021-04-22 13:18:49.880869,2021-04-22 13:18:56.927722
1636,16,17,2021-04-22 13:18:49.806521,2021-04-22 13:18:56.932224
1636,17,17,2021-04-22 13:18:49.831497,2021-04-22 13:18:56.932366
1636,18,17,2021-04-22 13:18:49.855668,2021-04-22 13:18:56.9325
1636,19,17,2021-04-22 13:18:49.880878,2021-04-22 13:18:56.93263
1637,20,17,2021-04-22 13:18:49.806531,2021-04-22 13:18:56.936837
1637,21,17,2021-04-22 13:18:49.831506,2021-04-22 13:18:56.936967
1637,22,17,2021-04-22 13:18:49.855677,2021-04-22 13:18:56.937164
1637,23,17,2021-04-22 13:18:49.880888,2021-04-22 13:18:56.937295
1638,24,17,2021-04-22 13:18:49.806541,2021-04-22 13:18:56.941479
1638,25,17,2021-04-22 13:18:49.831516,2021-04-22 13:18:56.94162
1638,1,17,2021-04-22 13:18:49.855687,2021-04-22 13:18:56.94176
1638,2,17,2021-04-22 13:18:49.880897,2021-04-22 13:18:56.941905
1639,3,17,2021-04-22 13:18:49.806555,2021-04-22 13:18:56.947072
1639,4,17,2021-04-22 13:18:49.831525,2021-04-22 13:18:56.947248
1639,5,17,2021-04-22 13:18:49.855696,2021-04-22 13:18:56.947419
1639,6,17,2021-04-22 13:18:49.880906,2021-04-22 13:18:56.947581
1640,7,17,2021-04-22 13:18:49.806571,2021-04-22 13:18:56.951951
1640,8,17,2021-04-22 13:18:49.831534,2021-04-22 13:18:56.952085
1640,9,17,2021-04-22 13:18:49.855706,2021-04-22 13:18:56.952216
1640,10,17,2021-04-22 13:18:49.880916,2021-04-22 13:18:56.952344
1641,11,17,2021-04-22 13:18:49.806584,2021-04-22 13:18:56.956483
1641,12,17,2021-04-22 13:18:49.831545,2021-04-22 13:18:56.956612
1641,13,17,2021-04-22 13:18:49.855715,2021-04-22 13:18:56.956739
1641,14,17,2021-04-22 13:18:49.880925,2021-04-22 13:18:56.956865
1642,15,17,2021-04-22 13:18:49.806594,2021-04-22 13:18:56.960999
1642,16,17,2021-04-22 13:18:49.83157,2021-04-22 13:18:56.961136
1642,17,17,2021-04-22 13:18:49.855724,2021-04-22 13:18:56.961279
1642,18,17,2021-04-22 13:18:49.880934,2021-04-22 13:18:56.961409
1643,19,17,2021-04-22 13:18:49.806605,2021-04-22 13:18:56.965574
1643,20,17,2021-04-22 13:18:49.831596,2021-04-22 13:18:56.965706
1643,21,17,2021-04-22 13:18:49.855733,2021-04-22 13:18:56.965838
1643,22,17,2021-04-22 13:18:49.880943,2021-04-22 13:18:56.966029
1644,23,17,2021-04-22 13:18:49.806616,2021-04-22 13:18:56.970405
1644,24,17,2021-04-22 13:18:49.831608,2021-04-22 13:18:56.970549
1644,25,17,2021-04-22 13:18:49.855743,2021-04-22 13:18:56.970691
1644,1,17,2021-04-22 13:18:49.880952,2021-04-22 13:18:56.970831
1645,2,17,2021-04-22 13:18:49.806626,2021-04-22 13:18:56.975011
1645,3,17,2021-04-22 13:18:49.831618,2021-04-22 13:18:56.975138
1645,4,17,2021-04-22 13:18:49.855755,2021-04-22 13:18:56.975264
1645,5,17,2021-04-22 13:18:49.880962,2021-04-22 13:18:56.975387
1646,6,17,2021-04-22 13:18:49.806636,2021-04-22 13:18:56.979551
1646,7,17,2021-04-22 13:18:49.831628,2021-04-22 13:18:56.979695
1646,8,17,2021-04-22 13:18:49.855764,2021-04-22 13:18:56.979828
1646,9,17,2021-04-22 13:18:49.880971,2021-04-22 13:18:56.979958
1647,10,17,2021-04-22 13:18:49.806648,2021-04-22 13:18:56.984107
1647,11,17,2021-04-22 13:18:49.83167,2021-04-22 13:18:56.984238
1647,12,17,2021-04-22 13:18:49.855774,2021-04-22 13:18:56.984364
1647,13,17,2021-04-22 13:18:49.88098,2021-04-22 13:18:56.984489
1648,14,17,2021-04-22 13:18:49.806659,2021-04-22 13:18:56.988622
1648,15,17,2021-04-22 13:18:49.83168,2021-04-22 13:18:56.988818
1648,16,17,2021-04-22 13:18:49.855784,2021-04-22 13:18:56.988946
1648,17,17,2021-04-22 13:18:49.880993,2021-04-22 13:18:56.989073
1649,18,17,2021-04-22 13:18:49.806669,2021-04-22 13:18:56.993209
1649,19,17,2021-04-22 13:18:49.831689,2021-04-22 13:18:56.99334
1649,20,17,2021-04-22 13:18:49.855796,2021-04-22 13:18:56.993466
1649,21,17,2021-04-22 13:18:49.881005,2021-04-22 13:18:56.993595
1650,22,17,2021-04-22 13:18:49.80668,2021-04-22 13:18:56.997832
1650,23,17,2021-04-22 13:18:49.831699,2021-04-22 13:18:56.997974
1650,24,17,2021-04-22 13:18:49.855805,2021-04-22 13:18:56.998103
1650,25,17,2021-04-22 13:18:49.881016,2021-04-22 13:18:56.998237
1651,1,17,2021-04-22 13:18:49.806691,2021-04-22 13:18:57.002432
1651,2,17,2021-04-22 13:18:49.831709,2021-04-22 13:18:57.002566
1651,3,17,2021-04-22 13:18:49.855815,2021-04-22 13:18:57.002692
1651,4,17,2021-04-22 13:18:49.881027,2021-04-22 13:18:57.002819
1652,5,17,2021-04-22 13:18:49.806701,2021-04-22 13:18:57.006937
1652,6,17,2021-04-22 13:18:49.831718,2021-04-22 13:18:57.007066
1652,7,17,2021-04-22 13:18:49.855828,2021-04-22 13:18:57.00719
1652,8,17,2021-04-22 13:18:49.881056,2021-04-22 13:18:57.007314
1653,9,17,2021-04-22 13:18:49.806711,2021-04-22 13:18:57.011486
1653,10,17,2021-04-22 13:18:49.831727,2021-04-22 13:18:57.011629
1653,11,17,2021-04-22 13:18:49.855838,2021-04-22 13:18:57.011759
1653,12,17,2021-04-22 13:18:49.881066,2021-04-22 13:18:57.011891
1654,13,17,2021-04-22 13:18:49.806723,2021-04-22 13:18:57.016068
1654,14,17,2021-04-22 13:18:49.831737,2021-04-22 13:18:57.016199
1654,15,17,2021-04-22 13:18:49.855852,2021-04-22 13:18:57.016328
1654,16,17,2021-04-22 13:18:49.881075,2021-04-22 13:18:57.016455
1655,17,17,2021-04-22 13:18:49.806736,2021-04-22 13:18:57.020605
1655,18,17,2021-04-22 13:18:49.831746,2021-04-22 13:18:57.020742
1655,19,17,2021-04-22 13:18:49.855862,2021-04-22 13:18:57.02087
1655,20,17,2021-04-22 13:18:49.881085,2021-04-22 13:18:57.021
1656,21,17,2021-04-22 13:18:49.806746,2021-04-22 13:18:57.025248
1656,22,17,2021-04-22 13:18:49.831755,2021-04-22 13:18:57.025409
1656,23,17,2021-04-22 13:18:49.855871,2021-04-22 13:18:57.025556
1656,24,17,2021-04-22 13:18:49.881094,2021-04-22 13:18:57.02574
1657,25,17,2021-04-22 13:18:49.806755,2021-04-22 13:18:57.031099
1657,1,17,2021-04-22 13:18:49.831765,2021-04-22 13:18:57.031277
1657,2,17,2021-04-22 13:18:49.85588,2021-04-22 13:18:57.03144
1657,3,17,2021-04-22 13:18:49.881104,2021-04-22 13:18:57.031605
1658,4,17,2021-04-22 13:18:49.806765,2021-04-22 13:18:57.036026
1658,5,17,2021-04-22 13:18:49.831774,2021-04-22 13:18:57.036156
1658,6,17,2021-04-22 13:18:49.855889,2021-04-22 13:18:57.03628
1658,7,17,2021-04-22 13:18:49.881113,2021-04-22 13:18:57.036404
1659,8,17,2021-04-22 13:18:49.806775,2021-04-22 13:18:57.040601
1659,9,17,2021-04-22 13:18:49.831784,2021-04-22 13:18:57.040731
1659,10,17,2021-04-22 13:18:49.855899,2021-04-22 13:18:57.04086
1659,11,17,2021-04-22 13:18:49.881123,2021-04-22 13:18:57.040985
1660,12,17,2021-04-22 13:18:49.806788,2021-04-22 13:18:57.045963
1660,13,17,2021-04-22 13:18:49.831793,2021-04-22 13:18:57.046145
1660,14,17,2021-04-22 13:18:49.855908,2021-04-22 13:18:57.046309
1660,15,17,2021-04-22 13:18:49.881132,2021-04-22 13:18:57.046473
1661,16,17,2021-04-22 13:18:49.806798,2021-04-22 13:18:57.05094
1661,17,17,2021-04-22 13:18:49.831802,2021-04-22 13:18:57.051083
1661,18,17,2021-04-22 13:18:49.855918,2021-04-22 13:18:57.051214
1661,19,17,2021-04-22 13:18:49.881141,2021-04-22 13:18:57.051344
1662,20,17,2021-04-22 13:18:49.806808,2021-04-22 13:18:57.055483
1662,21,17,2021-04-22 13:18:49.831815,2021-04-22 13:18:57.055612
1662,22,17,2021-04-22 13:18:49.855927,2021-04-22 13:18:57.055737
1662,23,17,2021-04-22 13:18:49.88115,2021-04-22 13:18:57.055864
1663,24,17,2021-04-22 13:18:49.806817,2021-04-22 13:18:57.059937
1663,25,17,2021-04-22 13:18:49.831824,2021-04-22 13:18:57.060065
1663,1,17,2021-04-22 13:18:49.855936,2021-04-22 13:18:57.060194
1663,2,17,2021-04-22 13:18:49.88116,2021-04-22 13:18:57.060318
1664,3,17,2021-04-22 13:18:49.806828,2021-04-22 13:18:57.064516
1664,4,17,2021-04-22 13:18:49.831834,2021-04-22 13:18:57.064653
1664,5,17,2021-04-22 13:18:49.855946,2021-04-22 13:18:57.064782
1664,6,17,2021-04-22 13:18:49.881169,2021-04-22 13:18:57.064911
1665,7,17,2021-04-22 13:18:49.806838,2021-04-22 13:18:57.06903
1665,8,17,2021-04-22 13:18:49.831844,2021-04-22 13:18:57.069161
1665,9,17,2021-04-22 13:18:49.855958,2021-04-22 13:18:57.069285
1665,10,17,2021-04-22 13:18:49.881178,2021-04-22 13:18:57.069409
1666,11,17,2021-04-22 13:18:49.806848,2021-04-22 13:18:57.073523
1666,12,17,2021-04-22 13:18:49.831853,2021-04-22 13:18:57.073651
1666,13,17,2021-04-22 13:18:49.855967,2021-04-22 13:18:57.073774
1666,14,17,2021-04-22 13:18:49.881187,2021-04-22 13:18:57.073898
1667,15,17,2021-04-22 13:18:49.80689,2021-04-22 13:18:57.078142
1667,16,17,2021-04-22 13:18:49.831862,2021-04-22 13:18:57.078282
1667,17,17,2021-04-22 13:18:49.855977,2021-04-22 13:18:57.078415
1667,18,17,2021-04-22 13:18:49.881199,2021-04-22 13:18:57.07855
1668,19,17,2021-04-22 13:18:49.806901,2021-04-22 13:18:57.082745
1668,20,17,2021-04-22 13:18:49.831872,2021-04-22 13:18:57.082876
1668,21,17,2021-04-22 13:18:49.855986,2021-04-22 13:18:57.083001
1668,22,17,2021-04-22 13:18:49.881208,2021-04-22 13:18:57.083126
1669,23,17,2021-04-22 13:18:49.806911,2021-04-22 13:18:57.087218
1669,24,17,2021-04-22 13:18:49.831881,2021-04-22 13:18:57.087343
1669,25,17,2021-04-22 13:18:49.855995,2021-04-22 13:18:57.087467
1669,1,17,2021-04-22 13:18:49.881218,2021-04-22 13:18:57.087645
1670,2,17,2021-04-22 13:18:49.806921,2021-04-22 13:18:57.091785
1670,3,17,2021-04-22 13:18:49.83189,2021-04-22 13:18:57.091914
1670,4,17,2021-04-22 13:18:49.856004,2021-04-22 13:18:57.092045
1670,5,17,2021-04-22 13:18:49.881227,2021-04-22 13:18:57.092173
1671,6,17,2021-04-22 13:18:49.80693,2021-04-22 13:18:57.096442
1671,7,17,2021-04-22 13:18:49.8319,2021-04-22 13:18:57.09659
1671,8,17,2021-04-22 13:18:49.856013,2021-04-22 13:18:57.096731
1671,9,17,2021-04-22 13:18:49.881236,2021-04-22 13:18:57.096869
1672,10,17,2021-04-22 13:18:49.80694,2021-04-22 13:18:57.101144
1672,11,17,2021-04-22 13:18:49.831909,2021-04-22 13:18:57.101277
1672,12,17,2021-04-22 13:18:49.856052,2021-04-22 13:18:57.101406
1672,13,17,2021-04-22 13:18:49.881245,2021-04-22 13:18:57.101533
1673,14,17,2021-04-22 13:18:49.806949,2021-04-22 13:18:57.105676
1673,15,17,2021-04-22 13:18:49.831918,2021-04-22 13:18:57.1058
1673,16,17,2021-04-22 13:18:49.856066,2021-04-22 13:18:57.105925
1673,17,17,2021-04-22 13:18:49.881254,2021-04-22 13:18:57.106048
1674,18,17,2021-04-22 13:18:49.806959,2021-04-22 13:18:57.110144
1674,19,17,2021-04-22 13:18:49.831927,2021-04-22 13:18:57.11027
1674,20,17,2021-04-22 13:18:49.8561,2021-04-22 13:18:57.110394
1674,21,17,2021-04-22 13:18:49.881264,2021-04-22 13:18:57.110516
1675,22,17,2021-04-22 13:18:49.806969,2021-04-22 13:18:57.114723
1675,23,17,2021-04-22 13:18:49.831937,2021-04-22 13:18:57.114857
1675,24,17,2021-04-22 13:18:49.85612,2021-04-22 13:18:57.114984
1675,25,17,2021-04-22 13:18:49.881272,2021-04-22 13:18:57.115111
1676,1,17,2021-04-22 13:18:49.806978,2021-04-22 13:18:57.119228
1676,2,17,2021-04-22 13:18:49.831946,2021-04-22 13:18:57.119354
1676,3,17,2021-04-22 13:18:49.856148,2021-04-22 13:18:57.119477
1676,4,17,2021-04-22 13:18:49.881281,2021-04-22 13:18:57.119599
1677,5,17,2021-04-22 13:18:49.806988,2021-04-22 13:18:57.123684
1677,6,17,2021-04-22 13:18:49.831955,2021-04-22 13:18:57.123809
1677,7,17,2021-04-22 13:18:49.856172,2021-04-22 13:18:57.123939
1677,8,17,2021-04-22 13:18:49.881291,2021-04-22 13:18:57.124061
1678,9,17,2021-04-22 13:18:49.806997,2021-04-22 13:18:57.128181
1678,10,17,2021-04-22 13:18:49.831964,2021-04-22 13:18:57.128315
1678,11,17,2021-04-22 13:18:49.856187,2021-04-22 13:18:57.128446
1678,12,17,2021-04-22 13:18:49.8813,2021-04-22 13:18:57.128575
1679,13,17,2021-04-22 13:18:49.80701,2021-04-22 13:18:57.133641
1679,14,17,2021-04-22 13:18:49.831973,2021-04-22 13:18:57.133814
1679,15,17,2021-04-22 13:18:49.856197,2021-04-22 13:18:57.133975
1679,16,17,2021-04-22 13:18:49.881309,2021-04-22 13:18:57.134133
1680,17,17,2021-04-22 13:18:49.80702,2021-04-22 13:18:57.138674
1680,18,17,2021-04-22 13:18:49.831983,2021-04-22 13:18:57.138817
1680,19,17,2021-04-22 13:18:49.856206,2021-04-22 13:18:57.139009
1680,20,17,2021-04-22 13:18:49.881318,2021-04-22 13:18:57.139147
1681,21,17,2021-04-22 13:18:49.80703,2021-04-22 13:18:57.143922
1681,22,17,2021-04-22 13:18:49.831992,2021-04-22 13:18:57.144125
1681,23,17,2021-04-22 13:18:49.856215,2021-04-22 13:18:57.144299
1681,24,17,2021-04-22 13:18:49.881328,2021-04-22 13:18:57.144511
1682,25,17,2021-04-22 13:18:49.807039,2021-04-22 13:18:57.149146
1682,1,17,2021-04-22 13:18:49.832003,2021-04-22 13:18:57.149293
1682,2,17,2021-04-22 13:18:49.856225,2021-04-22 13:18:57.149427
1682,3,17,2021-04-22 13:18:49.881337,2021-04-22 13:18:57.149561
1683,4,17,2021-04-22 13:18:49.807049,2021-04-22 13:18:57.153773
1683,5,17,2021-04-22 13:18:49.832013,2021-04-22 13:18:57.153897
1683,6,17,2021-04-22 13:18:49.856234,2021-04-22 13:18:57.15402
1683,7,17,2021-04-22 13:18:49.881346,2021-04-22 13:18:57.154141
1684,8,17,2021-04-22 13:18:49.807059,2021-04-22 13:18:57.158305
1684,9,17,2021-04-22 13:18:49.832023,2021-04-22 13:18:57.158446
1684,10,17,2021-04-22 13:18:49.856248,2021-04-22 13:18:57.158579
1684,11,17,2021-04-22 13:18:49.881355,2021-04-22 13:18:57.158708
1685,12,17,2021-04-22 13:18:49.807069,2021-04-22 13:18:57.162965
1685,13,17,2021-04-22 13:18:49.832032,2021-04-22 13:18:57.163102
1685,14,17,2021-04-22 13:18:49.856258,2021-04-22 13:18:57.163377
1685,15,17,2021-04-22 13:18:49.881364,2021-04-22 13:18:57.163525
1686,16,17,2021-04-22 13:18:49.807078,2021-04-22 13:18:57.167831
1686,17,17,2021-04-22 13:18:49.832041,2021-04-22 13:18:57.167967
1686,18,17,2021-04-22 13:18:49.856267,2021-04-22 13:18:57.168098
1686,19,17,2021-04-22 13:18:49.881374,2021-04-22 13:18:57.168226
1687,20,17,2021-04-22 13:18:49.807089,2021-04-22 13:18:57.172393
1687,21,17,2021-04-22 13:18:49.832051,2021-04-22 13:18:57.17252
1687,22,17,2021-04-22 13:18:49.856277,2021-04-22 13:18:57.172645
1687,23,17,2021-04-22 13:18:49.881384,2021-04-22 13:18:57.172773
1688,24,17,2021-04-22 13:18:49.807098,2021-04-22 13:18:57.176916
1688,25,17,2021-04-22 13:18:49.83206,2021-04-22 13:18:57.177041
1688,1,17,2021-04-22 13:18:49.856286,2021-04-22 13:18:57.177165
1688,2,17,2021-04-22 13:18:49.881394,2021-04-22 13:18:57.177285
1689,3,17,2021-04-22 13:18:49.807109,2021-04-22 13:18:57.18163
1689,4,17,2021-04-22 13:18:49.832069,2021-04-22 13:18:57.181765
1689,5,17,2021-04-22 13:18:49.856296,2021-04-22 13:18:57.181893
1689,6,17,2021-04-22 13:18:49.881403,2021-04-22 13:18:57.182017
1690,7,17,2021-04-22 13:18:49.807118,2021-04-22 13:18:57.186161
1690,8,17,2021-04-22 13:18:49.832078,2021-04-22 13:18:57.186285
1690,9,17,2021-04-22 13:18:49.856305,2021-04-22 13:18:57.186407
1690,10,17,2021-04-22 13:18:49.881413,2021-04-22 13:18:57.186526
1691,11,17,2021-04-22 13:18:49.807129,2021-04-22 13:18:57.190625
1691,12,17,2021-04-22 13:18:49.832088,2021-04-22 13:18:57.190852
1691,13,17,2021-04-22 13:18:49.856315,2021-04-22 13:18:57.190977
1691,14,17,2021-04-22 13:18:49.881422,2021-04-22 13:18:57.191101
1692,15,17,2021-04-22 13:18:49.807138,2021-04-22 13:18:57.195393
1692,16,17,2021-04-22 13:18:49.832118,2021-04-22 13:18:57.195532
1692,17,17,2021-04-22 13:18:49.856324,2021-04-22 13:18:57.195663
1692,18,17,2021-04-22 13:18:49.881431,2021-04-22 13:18:57.195793
1693,19,17,2021-04-22 13:18:49.807148,2021-04-22 13:18:57.200011
1693,20,17,2021-04-22 13:18:49.832128,2021-04-22 13:18:57.200142
1693,21,17,2021-04-22 13:18:49.856334,2021-04-22 13:18:57.200266
1693,22,17,2021-04-22 13:18:49.88144,2021-04-22 13:18:57.200389
1694,23,17,2021-04-22 13:18:49.807158,2021-04-22 13:18:57.204517
1694,24,17,2021-04-22 13:18:49.832138,2021-04-22 13:18:57.204643
1694,25,17,2021-04-22 13:18:49.856343,2021-04-22 13:18:57.204764
1694,1,17,2021-04-22 13:18:49.88145,2021-04-22 13:18:57.204891
1695,2,17,2021-04-22 13:18:49.807168,2021-04-22 13:18:57.208971
1695,3,17,2021-04-22 13:18:49.832147,2021-04-22 13:18:57.209096
1695,4,17,2021-04-22 13:18:49.856353,2021-04-22 13:18:57.209215
1695,5,17,2021-04-22 13:18:49.881459,2021-04-22 13:18:57.209335
1696,6,17,2021-04-22 13:18:49.807178,2021-04-22 13:18:57.213495
1696,7,17,2021-04-22 13:18:49.832157,2021-04-22 13:18:57.213629
1696,8,17,2021-04-22 13:18:49.856362,2021-04-22 13:18:57.213754
1696,9,17,2021-04-22 13:18:49.881468,2021-04-22 13:18:57.21388
1697,10,17,2021-04-22 13:18:49.807188,2021-04-22 13:18:57.218021
1697,11,17,2021-04-22 13:18:49.832166,2021-04-22 13:18:57.218147
1697,12,17,2021-04-22 13:18:49.856371,2021-04-22 13:18:57.218268
1697,13,17,2021-04-22 13:18:49.881498,2021-04-22 13:18:57.218388
1698,14,17,2021-04-22 13:18:49.807198,2021-04-22 13:18:57.222639
1698,15,17,2021-04-22 13:18:49.832175,2021-04-22 13:18:57.222777
1698,16,17,2021-04-22 13:18:49.856381,2021-04-22 13:18:57.222905
1698,17,17,2021-04-22 13:18:49.881509,2021-04-22 13:18:57.223035
1699,18,17,2021-04-22 13:18:49.807211,2021-04-22 13:18:57.227226
1699,19,17,2021-04-22 13:18:49.832185,2021-04-22 13:18:57.227357
1699,20,17,2021-04-22 13:18:49.85639,2021-04-22 13:18:57.227501
1699,21,17,2021-04-22 13:18:49.881518,2021-04-22 13:18:57.227637
1700,22,17,2021-04-22 13:18:49.807222,2021-04-22 13:18:57.231849
1700,23,17,2021-04-22 13:18:49.832194,2021-04-22 13:18:57.231979
1700,24,17,2021-04-22 13:18:49.856403,2021-04-22 13:18:57.232103
1700,25,17,2021-04-22 13:18:49.881528,2021-04-22 13:18:57.232228
1701,1,17,2021-04-22 13:18:49.807233,2021-04-22 13:18:57.237381
1701,2,18,2021-04-22 13:18:49.832206,2021-04-22 13:18:57.237558
1701,3,18,2021-04-22 13:18:49.856416,2021-04-22 13:18:57.237728
1701,4,18,2021-04-22 13:18:49.881564,2021-04-22 13:18:57.237889
