Label Identifying Reader Id,Writer Message timestamp,Read Start Timestamp,Read Finish Timestamp
reader2,06:30:27.463110,06:30:27.463306,06:30:27.463829
reader2,06:30:27.463964,06:30:27.464334,06:30:27.464793
reader2,06:30:27.464895,06:30:27.465265,06:30:27.465675
reader2,06:30:27.466004,06:30:27.466188,06:30:27.466646
reader2,06:30:27.466980,06:30:27.467152,06:30:27.467581
reader2,06:30:27.468008,06:30:27.468230,06:30:27.468674
reader2,06:30:27.468861,06:30:27.469145,06:30:27.469559
reader2,06:30:27.469829,06:30:27.470025,06:30:27.470431
reader2,06:30:27.470667,06:30:27.470873,06:30:27.471297
reader2,06:30:27.471483,06:30:27.471754,06:30:27.472206
reader2,06:30:27.472574,06:30:27.472865,06:30:27.473337
reader2,06:30:27.473537,06:30:27.473819,06:30:27.474303
reader2,06:30:27.474501,06:30:27.474794,06:30:27.475251
reader2,06:30:27.475533,06:30:27.475784,06:30:27.476238
reader2,06:30:27.476549,06:30:27.476731,06:30:27.477187
reader2,06:30:27.477397,06:30:27.477679,06:30:27.478187
reader2,06:30:27.478440,06:30:27.478774,06:30:27.479217
reader2,06:30:27.479331,06:30:27.479673,06:30:27.480093
reader2,06:30:27.480235,06:30:27.480534,06:30:27.480950
reader2,06:30:27.484262,06:30:27.481416,06:30:27.485051
reader2,06:30:27.485299,06:30:27.485558,06:30:27.486081
reader2,06:30:27.486442,06:30:27.486652,06:30:27.487153
reader2,06:30:27.487416,06:30:27.487655,06:30:27.488091
reader2,06:30:27.488365,06:30:27.488586,06:30:27.489041
reader2,06:30:27.489364,06:30:27.489542,06:30:27.490072
reader2,06:30:27.490389,06:30:27.490650,06:30:27.491124
reader2,06:30:27.491357,06:30:27.491613,06:30:27.492037
reader2,06:30:27.492316,06:30:27.492542,06:30:27.493069
reader2,06:30:27.493223,06:30:27.493551,06:30:27.493998
reader2,06:30:27.494268,06:30:27.494540,06:30:27.494999
reader2,06:30:27.495228,06:30:27.495447,06:30:27.495882
reader2,06:30:27.496090,06:30:27.496347,06:30:27.496749
reader2,06:30:27.496854,06:30:27.497214,06:30:27.497607
reader2,06:30:27.497845,06:30:27.498085,06:30:27.498518
reader2,06:30:27.498686,06:30:27.499011,06:30:27.499437
reader2,06:30:27.499757,06:30:27.499951,06:30:27.500400
reader2,06:30:27.500660,06:30:27.500913,06:30:27.501344
reader2,06:30:27.501538,06:30:27.501868,06:30:27.502328
reader2,06:30:27.502733,06:30:27.502881,06:30:27.503361
reader2,06:30:27.503497,06:30:27.503844,06:30:27.504274
reader2,06:30:27.504542,06:30:27.504735,06:30:27.505137
reader2,06:30:27.505353,06:30:27.505585,06:30:27.506031
reader2,06:30:27.506163,06:30:27.506468,06:30:27.506928
reader2,06:30:27.507165,06:30:27.507449,06:30:27.507881
reader2,06:30:27.508065,06:30:27.508338,06:30:27.508751
reader2,06:30:27.509041,06:30:27.509255,06:30:27.509670
reader2,06:30:27.509787,06:30:27.510103,06:30:27.510508
reader2,06:30:27.510750,06:30:27.510987,06:30:27.511389
reader2,06:30:27.511576,06:30:27.511860,06:30:27.512240
reader2,06:30:27.512286,06:30:27.512692,06:30:27.513082
reader2,06:30:27.513223,06:30:27.513515,06:30:27.513918
reader2,06:30:27.514138,06:30:27.514388,06:30:27.514775
reader2,06:30:27.514912,06:30:27.515236,06:30:27.515631
reader2,06:30:27.515789,06:30:27.516078,06:30:27.516492
reader2,06:30:27.516633,06:30:27.516959,06:30:27.517348
reader2,06:30:27.517525,06:30:27.517814,06:30:27.518228
reader2,06:30:27.518530,06:30:27.518706,06:30:27.519141
reader2,06:30:27.519378,06:30:27.519577,06:30:27.520032
reader2,06:30:27.520167,06:30:27.520452,06:30:27.520846
reader2,06:30:27.520978,06:30:27.521308,06:30:27.521714
reader2,06:30:27.521950,06:30:27.522205,06:30:27.522600
reader2,06:30:27.522807,06:30:27.523055,06:30:27.523448
reader2,06:30:27.523782,06:30:27.523907,06:30:27.524405
reader2,06:30:27.524670,06:30:27.524886,06:30:27.525308
reader2,06:30:27.525442,06:30:27.525743,06:30:27.526148
reader2,06:30:27.526418,06:30:27.526631,06:30:27.527029
reader2,06:30:27.527310,06:30:27.527513,06:30:27.527944
reader2,06:30:27.528026,06:30:27.528399,06:30:27.528799
reader2,06:30:27.528954,06:30:27.529240,06:30:27.529616
reader2,06:30:27.529843,06:30:27.530072,06:30:27.530490
reader2,06:30:27.530748,06:30:27.530933,06:30:27.531375
reader2,06:30:27.531768,06:30:27.531936,06:30:27.532404
reader2,06:30:27.532631,06:30:27.532935,06:30:27.533356
reader2,06:30:27.533491,06:30:27.533818,06:30:27.534235
reader2,06:30:27.534453,06:30:27.534694,06:30:27.535436
reader2,06:30:27.534453,06:30:27.535971,06:30:27.536433
reader2,06:30:27.534453,06:30:27.536900,06:30:27.537314
reader2,06:30:27.534453,06:30:27.537754,06:30:27.538148
reader2,06:30:27.534453,06:30:27.538583,06:30:27.539001
reader2,06:30:27.534453,06:30:27.539426,06:30:27.539806
reader2,06:30:27.534453,06:30:27.540275,06:30:27.540736
reader2,06:30:27.534453,06:30:27.541208,06:30:27.541618
reader2,06:30:27.534453,06:30:27.542058,06:30:27.542451
reader2,06:30:27.542516,06:30:27.542870,06:30:27.543247
reader2,06:30:27.543303,06:30:27.543656,06:30:27.544030
reader2,06:30:27.544167,06:30:27.544466,06:30:27.544895
reader2,06:30:27.545178,06:30:27.545413,06:30:27.545819
reader2,06:30:27.545972,06:30:27.546281,06:30:27.546719
reader2,06:30:27.546997,06:30:27.547213,06:30:27.547656
reader2,06:30:27.547849,06:30:27.548123,06:30:27.548539
reader2,06:30:27.548697,06:30:27.548975,06:30:27.549367
reader2,06:30:27.549487,06:30:27.549804,06:30:27.550209
reader2,06:30:27.550443,06:30:27.550701,06:30:27.551139
reader2,06:30:27.551402,06:30:27.551593,06:30:27.552051
reader2,06:30:27.552210,06:30:27.552497,06:30:27.552936
reader2,06:30:27.553051,06:30:27.553402,06:30:27.553829
reader2,06:30:27.554097,06:30:27.554341,06:30:27.554753
reader2,06:30:27.555016,06:30:27.555311,06:30:27.555754
reader2,06:30:27.555837,06:30:27.556249,06:30:27.556671
reader2,06:30:27.556772,06:30:27.557145,06:30:27.557579
reader2,06:30:27.557870,06:30:27.558070,06:30:27.558486
reader2,06:30:27.558823,06:30:27.558993,06:30:27.559431
reader2,06:30:27.559633,06:30:27.559938,06:30:27.560356
reader2,06:30:27.560615,06:30:27.560841,06:30:27.561294
reader2,06:30:27.561521,06:30:27.561745,06:30:27.562189
reader2,06:30:27.562472,06:30:27.562746,06:30:27.563159
reader2,06:30:27.563329,06:30:27.563624,06:30:27.564026
reader2,06:30:27.564288,06:30:27.564495,06:30:27.564888
reader2,06:30:27.564995,06:30:27.565322,06:30:27.565714
reader2,06:30:27.565878,06:30:27.566161,06:30:27.566537
reader2,06:30:27.566637,06:30:27.566969,06:30:27.567358
reader2,06:30:27.567428,06:30:27.567850,06:30:27.568235
reader2,06:30:27.568313,06:30:27.568651,06:30:27.569053
reader2,06:30:27.569104,06:30:27.569496,06:30:27.569903
reader2,06:30:27.570110,06:30:27.570360,06:30:27.570757
reader2,06:30:27.571036,06:30:27.571266,06:30:27.571642
reader2,06:30:27.571792,06:30:27.572085,06:30:27.572482
reader2,06:30:27.572592,06:30:27.572907,06:30:27.573285
reader2,06:30:27.573549,06:30:27.573754,06:30:27.574212
reader2,06:30:27.574502,06:30:27.574671,06:30:27.575092
reader2,06:30:27.575457,06:30:27.575531,06:30:27.576081
reader2,06:30:27.576250,06:30:27.576537,06:30:27.576943
reader2,06:30:27.577044,06:30:27.577397,06:30:27.577804
reader2,06:30:27.577965,06:30:27.578263,06:30:27.578677
reader2,06:30:27.578783,06:30:27.579117,06:30:27.579513
reader2,06:30:27.579763,06:30:27.579952,06:30:27.580349
reader2,06:30:27.580496,06:30:27.580775,06:30:27.581203
reader2,06:30:27.581415,06:30:27.581656,06:30:27.582104
reader2,06:30:27.582302,06:30:27.582630,06:30:27.583088
reader2,06:30:27.583233,06:30:27.583535,06:30:27.583936
reader2,06:30:27.583901,06:30:27.584375,06:30:27.584760
reader2,06:30:27.584840,06:30:27.585217,06:30:27.585604
reader2,06:30:27.585860,06:30:27.586057,06:30:27.586482
reader2,06:30:27.589434,06:30:27.589848,06:30:27.590268
reader2,06:30:27.590525,06:30:27.590751,06:30:27.591190
reader2,06:30:27.591437,06:30:27.591852,06:30:27.592264
reader2,06:30:27.592423,06:30:27.592736,06:30:27.593181
reader2,06:30:27.593493,06:30:27.593685,06:30:27.594105
reader2,06:30:27.594341,06:30:27.594593,06:30:27.595008
reader2,06:30:27.595134,06:30:27.595523,06:30:27.595947
reader2,06:30:27.596256,06:30:27.596517,06:30:27.597001
reader2,06:30:27.597226,06:30:27.597449,06:30:27.597852
reader2,06:30:27.598110,06:30:27.598350,06:30:27.598751
reader2,06:30:27.599054,06:30:27.599248,06:30:27.599696
reader2,06:30:27.599760,06:30:27.600137,06:30:27.600521
reader2,06:30:27.600769,06:30:27.600994,06:30:27.601429
reader2,06:30:27.601746,06:30:27.601929,06:30:27.602393
reader2,06:30:27.602507,06:30:27.602881,06:30:27.603347
reader2,06:30:27.603518,06:30:27.603800,06:30:27.604219
reader2,06:30:27.604456,06:30:27.604670,06:30:27.605117
reader2,06:30:27.605330,06:30:27.605557,06:30:27.606028
reader2,06:30:27.606186,06:30:27.606487,06:30:27.606934
reader2,06:30:27.607146,06:30:27.607398,06:30:27.607810
reader2,06:30:27.607919,06:30:27.608270,06:30:27.608751
reader2,06:30:27.608951,06:30:27.609204,06:30:27.609627
reader2,06:30:27.609858,06:30:27.610108,06:30:27.610552
reader2,06:30:27.610772,06:30:27.611006,06:30:27.611414
reader2,06:30:27.611628,06:30:27.611851,06:30:27.612256
reader2,06:30:27.612530,06:30:27.612880,06:30:27.613299
reader2,06:30:27.613428,06:30:27.613765,06:30:27.614184
reader2,06:30:27.614310,06:30:27.614634,06:30:27.615036
reader2,06:30:27.615170,06:30:27.615455,06:30:27.615871
reader2,06:30:27.616052,06:30:27.616307,06:30:27.616701
reader2,06:30:27.616878,06:30:27.617172,06:30:27.617592
reader2,06:30:27.617839,06:30:27.618077,06:30:27.618483
reader2,06:30:27.618715,06:30:27.618985,06:30:27.619442
reader2,06:30:27.619747,06:30:27.619965,06:30:27.620414
reader2,06:30:27.620556,06:30:27.620870,06:30:27.621288
reader2,06:30:27.621415,06:30:27.621738,06:30:27.622136
reader2,06:30:27.622409,06:30:27.622617,06:30:27.623036
reader2,06:30:27.623283,06:30:27.623499,06:30:27.623924
reader2,06:30:27.624104,06:30:27.624384,06:30:27.624806
reader2,06:30:27.624949,06:30:27.625271,06:30:27.625668
reader2,06:30:27.625971,06:30:27.626172,06:30:27.626619
reader2,06:30:27.626836,06:30:27.627067,06:30:27.627521
reader2,06:30:27.627742,06:30:27.627995,06:30:27.628393
reader2,06:30:27.628449,06:30:27.628860,06:30:27.629261
reader2,06:30:27.629369,06:30:27.629714,06:30:27.630146
reader2,06:30:27.630318,06:30:27.630630,06:30:27.631005
reader2,06:30:27.631163,06:30:27.631458,06:30:27.631842
reader2,06:30:27.632066,06:30:27.632298,06:30:27.632698
reader2,06:30:27.632952,06:30:27.633192,06:30:27.633617
reader2,06:30:27.633775,06:30:27.634075,06:30:27.634470
reader2,06:30:27.634717,06:30:27.634928,06:30:27.635349
reader2,06:30:27.635612,06:30:27.635886,06:30:27.636324
reader2,06:30:27.636472,06:30:27.636782,06:30:27.637195
reader2,06:30:27.637339,06:30:27.637651,06:30:27.638071
reader2,06:30:27.638158,06:30:27.638586,06:30:27.638994
reader2,06:30:27.639269,06:30:27.639497,06:30:27.639904
reader2,06:30:27.640152,06:30:27.640396,06:30:27.640788
reader2,06:30:27.641052,06:30:27.641249,06:30:27.641660
reader2,06:30:27.641993,06:30:27.642136,06:30:27.642655
reader2,06:30:27.642874,06:30:27.643114,06:30:27.643559
reader2,06:30:27.643808,06:30:27.644010,06:30:27.644463
reader2,06:30:27.644491,06:30:27.644909,06:30:27.645320
reader2,06:30:27.645345,06:30:27.645763,06:30:27.646148
reader2,06:30:27.646441,06:30:27.646789,06:30:27.647201
reader2,06:30:27.647347,06:30:27.647660,06:30:27.648062
reader2,06:30:27.648331,06:30:27.648527,06:30:27.648967
reader2,06:30:27.649252,06:30:27.649437,06:30:27.649910
reader2,06:30:27.649896,06:30:27.650400,06:30:27.650804
reader2,06:30:27.650941,06:30:27.651266,06:30:27.651692
reader2,06:30:27.651840,06:30:27.652126,06:30:27.652519
reader2,06:30:27.652808,06:30:27.652993,06:30:27.653455
reader2,06:30:27.653513,06:30:27.653927,06:30:27.654354
reader2,06:30:27.654542,06:30:27.654791,06:30:27.655208
reader2,06:30:27.655447,06:30:27.655662,06:30:27.656063
reader2,06:30:27.656233,06:30:27.656507,06:30:27.656940
reader2,06:30:27.657105,06:30:27.657466,06:30:27.657899
reader2,06:30:27.658099,06:30:27.658397,06:30:27.658817
reader2,06:30:27.659060,06:30:27.659310,06:30:27.659717
reader2,06:30:27.660026,06:30:27.660232,06:30:27.660644
reader2,06:30:27.661004,06:30:27.661298,06:30:27.661735
reader2,06:30:27.661978,06:30:27.662223,06:30:27.662640
reader2,06:30:27.662788,06:30:27.663089,06:30:27.663516
reader2,06:30:27.663697,06:30:27.664098,06:30:27.664543
reader2,06:30:27.664812,06:30:27.665071,06:30:27.665503
reader2,06:30:27.665845,06:30:27.666060,06:30:27.666474
reader2,06:30:27.666679,06:30:27.666988,06:30:27.667442
reader2,06:30:27.667679,06:30:27.667927,06:30:27.668332
reader2,06:30:27.668564,06:30:27.668791,06:30:27.669191
reader2,06:30:27.669376,06:30:27.669649,06:30:27.670072
reader2,06:30:27.670245,06:30:27.670559,06:30:27.670964
reader2,06:30:27.671249,06:30:27.671466,06:30:27.671956
reader2,06:30:27.672271,06:30:27.672453,06:30:27.672884
reader2,06:30:27.673171,06:30:27.673338,06:30:27.673741
reader2,06:30:27.673938,06:30:27.674219,06:30:27.674671
reader2,06:30:27.674867,06:30:27.675188,06:30:27.675616
reader2,06:30:27.675880,06:30:27.676104,06:30:27.676563
reader2,06:30:27.676639,06:30:27.677030,06:30:27.677447
reader2,06:30:27.677621,06:30:27.677918,06:30:27.678378
reader2,06:30:27.678558,06:30:27.678823,06:30:27.679244
reader2,06:30:27.679396,06:30:27.679684,06:30:27.680112
reader2,06:30:27.680304,06:30:27.680565,06:30:27.680953
reader2,06:30:27.681149,06:30:27.681417,06:30:27.681833
reader2,06:30:27.681953,06:30:27.682311,06:30:27.682714
reader2,06:30:27.682866,06:30:27.683176,06:30:27.683574
reader2,06:30:27.683676,06:30:27.684022,06:30:27.684427
reader2,06:30:27.684618,06:30:27.684873,06:30:27.685279
reader2,06:30:27.685253,06:30:27.685708,06:30:27.686128
reader2,06:30:27.686277,06:30:27.686604,06:30:27.687013
reader2,06:30:27.687174,06:30:27.687497,06:30:27.687911
reader2,06:30:27.687949,06:30:27.688361,06:30:27.688757
reader2,06:30:27.689059,06:30:27.689283,06:30:27.689678
reader2,06:30:27.689891,06:30:27.690114,06:30:27.690540
reader2,06:30:27.690819,06:30:27.691038,06:30:27.691435
reader2,06:30:27.691587,06:30:27.691878,06:30:27.692332
reader2,06:30:27.692566,06:30:27.692851,06:30:27.693280
reader2,06:30:27.693618,06:30:27.693799,06:30:27.694250
reader2,06:30:27.694500,06:30:27.694725,06:30:27.695172
reader2,06:30:27.695369,06:30:27.695650,06:30:27.696062
reader2,06:30:27.696371,06:30:27.696556,06:30:27.697036
reader2,06:30:27.697282,06:30:27.697489,06:30:27.697887
reader2,06:30:27.698183,06:30:27.698360,06:30:27.698821
reader2,06:30:27.698976,06:30:27.699277,06:30:27.699709
reader2,06:30:27.699965,06:30:27.700199,06:30:27.700620
reader2,06:30:27.700804,06:30:27.701093,06:30:27.701492
reader2,06:30:27.701792,06:30:27.701965,06:30:27.702422
reader2,06:30:27.702694,06:30:27.702912,06:30:27.703378
reader2,06:30:27.703455,06:30:27.703818,06:30:27.704261
reader2,06:30:27.704547,06:30:27.704728,06:30:27.705190
reader2,06:30:27.705373,06:30:27.705681,06:30:27.706103
reader2,06:30:27.706343,06:30:27.706628,06:30:27.707041
reader2,06:30:27.707180,06:30:27.707506,06:30:27.707904
reader2,06:30:27.708044,06:30:27.708361,06:30:27.708764
reader2,06:30:27.709065,06:30:27.709258,06:30:27.709709
reader2,06:30:27.709885,06:30:27.710216,06:30:27.710649
reader2,06:30:27.710730,06:30:27.711123,06:30:27.711539
reader2,06:30:27.711835,06:30:27.711997,06:30:27.712476
reader2,06:30:27.712693,06:30:27.712930,06:30:27.713329
reader2,06:30:27.713501,06:30:27.713779,06:30:27.714190
reader2,06:30:27.714438,06:30:27.714654,06:30:27.715063
reader2,06:30:27.715231,06:30:27.715500,06:30:27.715895
reader2,06:30:27.715992,06:30:27.716331,06:30:27.716746
reader2,06:30:27.716818,06:30:27.717231,06:30:27.717614
reader2,06:30:27.718181,06:30:27.718211,06:30:27.718811
reader2,06:30:27.719087,06:30:27.719274,06:30:27.719674
reader2,06:30:27.719834,06:30:27.720118,06:30:27.720503
reader2,06:30:27.720744,06:30:27.720947,06:30:27.721340
reader2,06:30:27.721459,06:30:27.721788,06:30:27.722200
reader2,06:30:27.722390,06:30:27.722649,06:30:27.723051
reader2,06:30:27.723282,06:30:27.723506,06:30:27.723922
reader2,06:30:27.724054,06:30:27.724373,06:30:27.724758
reader2,06:30:27.724860,06:30:27.725196,06:30:27.725580
reader2,06:30:27.725754,06:30:27.726040,06:30:27.726423
reader2,06:30:27.726636,06:30:27.726874,06:30:27.727279
reader2,06:30:27.727538,06:30:27.727716,06:30:27.728176
reader2,06:30:27.728430,06:30:27.728687,06:30:27.729098
reader2,06:30:27.729302,06:30:27.729576,06:30:27.730030
reader2,06:30:27.730156,06:30:27.730478,06:30:27.730877
reader2,06:30:27.731247,06:30:27.731333,06:30:27.731946
reader2,06:30:27.731998,06:30:27.732404,06:30:27.732837
reader2,06:30:27.733019,06:30:27.733291,06:30:27.733740
reader2,06:30:27.733893,06:30:27.734284,06:30:27.734746
reader2,06:30:27.734989,06:30:27.735251,06:30:27.735745
reader2,06:30:27.735957,06:30:27.736290,06:30:27.736713
reader2,06:30:27.736974,06:30:27.737193,06:30:27.737671
reader2,06:30:27.738025,06:30:27.738347,06:30:27.738801
reader2,06:30:27.739403,06:30:27.739599,06:30:27.740100
reader2,06:30:27.740228,06:30:27.740527,06:30:27.740936
reader2,06:30:27.741231,06:30:27.741404,06:30:27.741839
reader2,06:30:27.741974,06:30:27.742314,06:30:27.742744
reader2,06:30:27.743067,06:30:27.743254,06:30:27.743668
reader2,06:30:27.743964,06:30:27.744139,06:30:27.744551
reader2,06:30:27.744836,06:30:27.745004,06:30:27.745432
reader2,06:30:27.745668,06:30:27.745879,06:30:27.746275
reader2,06:30:27.746388,06:30:27.746711,06:30:27.747167
reader2,06:30:27.747359,06:30:27.747645,06:30:27.748044
reader2,06:30:27.748208,06:30:27.748519,06:30:27.748909
reader2,06:30:27.749044,06:30:27.749373,06:30:27.749815
reader2,06:30:27.749983,06:30:27.750275,06:30:27.750699
reader2,06:30:27.750806,06:30:27.751150,06:30:27.751554
reader2,06:30:27.751689,06:30:27.752006,06:30:27.752401
reader2,06:30:27.752497,06:30:27.752867,06:30:27.753277
reader2,06:30:27.753536,06:30:27.753757,06:30:27.754185
reader2,06:30:27.754413,06:30:27.754656,06:30:27.755079
reader2,06:30:27.755071,06:30:27.755549,06:30:27.755970
reader2,06:30:27.756192,06:30:27.756456,06:30:27.756916
reader2,06:30:27.757224,06:30:27.757413,06:30:27.757928
reader2,06:30:27.758153,06:30:27.758436,06:30:27.758850
reader2,06:30:27.759036,06:30:27.759339,06:30:27.759801
reader2,06:30:27.760092,06:30:27.760283,06:30:27.760735
reader2,06:30:27.760921,06:30:27.761246,06:30:27.761672
reader2,06:30:27.761822,06:30:27.762143,06:30:27.762556
reader2,06:30:27.762769,06:30:27.763050,06:30:27.763461
reader2,06:30:27.763634,06:30:27.763889,06:30:27.764351
reader2,06:30:27.764515,06:30:27.764880,06:30:27.765297
reader2,06:30:27.765500,06:30:27.765755,06:30:27.766196
reader2,06:30:27.766425,06:30:27.766744,06:30:27.767174
reader2,06:30:27.767418,06:30:27.767645,06:30:27.768093
reader2,06:30:27.768351,06:30:27.768547,06:30:27.768960
reader2,06:30:27.769085,06:30:27.769409,06:30:27.769818
reader2,06:30:27.770090,06:30:27.770279,06:30:27.770731
reader2,06:30:27.770866,06:30:27.771215,06:30:27.771623
reader2,06:30:27.771939,06:30:27.772132,06:30:27.772576
reader2,06:30:27.772649,06:30:27.773045,06:30:27.773441
reader2,06:30:27.773723,06:30:27.773896,06:30:27.774339
reader2,06:30:27.774628,06:30:27.774810,06:30:27.775225
reader2,06:30:27.775402,06:30:27.775669,06:30:27.776059
reader2,06:30:27.776185,06:30:27.776500,06:30:27.776888
reader2,06:30:27.777046,06:30:27.777339,06:30:27.777733
reader2,06:30:27.777861,06:30:27.778189,06:30:27.778617
reader2,06:30:27.778773,06:30:27.779057,06:30:27.779452
reader2,06:30:27.779655,06:30:27.779899,06:30:27.780292
reader2,06:30:27.780535,06:30:27.780775,06:30:27.781208
reader2,06:30:27.781494,06:30:27.781647,06:30:27.782097
reader2,06:30:27.782188,06:30:27.782596,06:30:27.783040
reader2,06:30:27.783158,06:30:27.783493,06:30:27.783888
reader2,06:30:27.784022,06:30:27.784347,06:30:27.784746
reader2,06:30:27.784974,06:30:27.785202,06:30:27.785576
reader2,06:30:27.785871,06:30:27.786037,06:30:27.786471
reader2,06:30:27.786622,06:30:27.786918,06:30:27.787348
reader2,06:30:27.787614,06:30:27.787830,06:30:27.788291
reader2,06:30:27.788497,06:30:27.788776,06:30:27.789197
reader2,06:30:27.789212,06:30:27.789604,06:30:27.790030
reader2,06:30:27.790131,06:30:27.790456,06:30:27.790848
reader2,06:30:27.791025,06:30:27.791291,06:30:27.791684
reader2,06:30:27.791952,06:30:27.792117,06:30:27.792542
reader2,06:30:27.792674,06:30:27.792988,06:30:27.793425
reader2,06:30:27.793852,06:30:27.793955,06:30:27.794448
reader2,06:30:27.794638,06:30:27.794922,06:30:27.795319
reader2,06:30:27.795516,06:30:27.795763,06:30:27.796177
reader2,06:30:27.796291,06:30:27.796652,06:30:27.797050
reader2,06:30:27.797284,06:30:27.797512,06:30:27.797907
reader2,06:30:27.798174,06:30:27.798391,06:30:27.798798
reader2,06:30:27.799129,06:30:27.799290,06:30:27.799749
reader2,06:30:27.800001,06:30:27.800260,06:30:27.800681
reader2,06:30:27.800814,06:30:27.801106,06:30:27.801529
reader2,06:30:27.801877,06:30:27.802045,06:30:27.802455
reader2,06:30:27.802697,06:30:27.802911,06:30:27.803328
reader2,06:30:27.803449,06:30:27.803773,06:30:27.804174
reader2,06:30:27.804335,06:30:27.804625,06:30:27.805027
reader2,06:30:27.805207,06:30:27.805471,06:30:27.805880
reader2,06:30:27.806022,06:30:27.806335,06:30:27.806738
reader2,06:30:27.806835,06:30:27.807215,06:30:27.807616
reader2,06:30:27.807869,06:30:27.808112,06:30:27.808501
